0,1,clusters,kmeans,mu_1.5_0,mu_1.5_1,mu_1.5_2,cluster_hard_1.5,mu_1.8_0,mu_1.8_1,mu_1.8_2,cluster_hard_1.8,mu_2.1_0,mu_2.1_1,mu_2.1_2,cluster_hard_2.1,mu_2.4_0,mu_2.4_1,mu_2.4_2,cluster_hard_2.4,mu_2.7_0,mu_2.7_1,mu_2.7_2,cluster_hard_2.7,mu_3.0_0,mu_3.0_1,mu_3.0_2,cluster_hard_3.0,st_p_0.4_const_ass,st_p_0.6_const_ass,st_p_0.8_const_ass,st_p_1_const_ass,st_p_0.4_thr_0.5,st_p_0.6_thr_0.5,st_p_0.8_thr_0.5,st_p_1_thr_0.5,fuz_1.5_entropy,fuz_1.5_gap,fuz_1.8_entropy,fuz_1.8_gap,fuz_2.1_entropy,fuz_2.1_gap,fuz_2.4_entropy,fuz_2.4_gap,fuz_2.7_entropy,fuz_2.7_gap,fuz_3.0_entropy,fuz_3.0_gap
-3.5958130318290964,-3.377353520564009,0,2,0.9633557283027542,0.0270733941550184,0.0095708775422274,0,0.0932374443086552,0.0480099769519696,0.8587525787393753,2,0.7543516266025969,0.1520758978992235,0.0935724754981796,0,0.6739803977828132,0.1323207470196005,0.1936988551975863,0,0.2222535750704565,0.6150878870813054,0.1626585378482382,1,0.1861697843884553,0.5715835390494003,0.2422466765621443,1,1.0,0.985,0.94,0.93,0.9634710743801654,0.932530864197531,0.8798541666666667,0.8518410041841004,0.16218024780091622,0.9362823341477358,0.453077666555301,0.7655151344307201,0.6560460148364514,0.6022757287033734,0.7750606383562433,0.4802815425852268,0.8452357436417599,0.39283431201084884,0.888519586131302,0.329336862487256
-1.1798642332816474,-4.270257845246482,0,2,0.9926445181572472,0.0008806011363095,0.006474880706443,0,0.0116551835455745,0.0396590904897338,0.9486857259646916,2,0.8777018020253896,0.0356825741641406,0.0866156238104698,0,0.8044846575230814,0.1306025131044831,0.0649128293724354,0,0.0931744195002146,0.7404201119843128,0.1664054685154725,1,0.1943039162937772,0.6875606896914946,0.1181353940147281,1,1.0,1.0,0.99,0.965,0.9634710743801654,0.9467901234567901,0.9197336065573769,0.879320987654321,0.04201261580672502,0.9861696374508042,0.2092281782283916,0.9090266354749578,0.4053420414175777,0.7910861782149198,0.5628830018337719,0.6738821444185983,0.6754637544825401,0.5740146434688402,0.7538840529396167,0.49325677339771745
-1.5281427290932874,-1.5740920884812015,0,2,0.9841681423079716,0.0016790728467066,0.0141527848453217,0,0.0170456654564483,0.0633012826653646,0.919653051878187,2,0.8357207667997865,0.045810143553318,0.1184690896468955,0,0.7591098604907077,0.163503079783653,0.0773870597256392,0,0.1061729026270967,0.6965870301700137,0.1972400672028895,1,0.2222207998796553,0.647024922321781,0.1307542777985637,1,1.0,1.0,1.0,0.97,0.9634710743801654,0.9467901234567901,0.9300205761316873,0.8861618257261411,0.07891289297169146,0.9700153574626499,0.29231296085608505,0.8563517692128224,0.49510639374095994,0.717251677152891,0.6402052957374342,0.5956067807070548,0.7374382646399802,0.49934696296712416,0.8027812854255586,0.42480412244212573
-1.4433484488945798,-3.2205621846970125,0,2,0.9999972062261688,3.360082205875262e-07,2.4577656103444065e-06,0,7.861088220207462e-05,0.0002664466083566,0.9996549425094412,2,0.9968353307872886,0.0009254538857879,0.0022392153269235,0,0.9885630475902716,0.0076328128246852,0.0038041395850433,0,0.0095329423627109,0.9734815374564114,0.0169855201808777,1,0.0297364434068026,0.9521481542321903,0.0181154023610068,1,1.0,1.0,1.0,0.99,0.9634710743801654,0.9467901234567901,0.9300205761316873,0.8979098360655737,3.599767099669593e-05,0.9999947484605585,0.0029863990748254187,0.9993884959010846,0.02119676275623558,0.9945961154603651,0.06351552503902834,0.9809302347655864,0.1271997282923086,0.9564960172755337,0.20378794241225004,0.9224117108253878
-3.3850429895560388,-2.7747948828121243,0,2,0.9794031824393842,0.0129806960724739,0.0076161214881416,0,0.0608862409720196,0.042997945614807,0.8961158134131735,2,0.7971555435916438,0.1143390722743687,0.0885053841339875,0,0.7142915343092247,0.1285705545968918,0.1571379110938835,0,0.1887519419884375,0.6509481293622086,0.1602999286493538,1,0.184925756021791,0.6030792362173147,0.2119950077608942,1,1.0,1.0,1.0,0.995,0.9634710743801654,0.9467901234567901,0.9300205761316873,0.9028806584362141,0.10369691615154118,0.9664224863669103,0.36773093842478094,0.8352295724411539,0.5855314233730126,0.6828164713172751,0.7235233928010808,0.5571536232153411,0.8079658134638511,0.4621961873737711,0.8610354523765668,0.39108422845642055
-2.1352461986685336,-2.131940174449904,0,2,0.99652590730722,0.0007637313646263,0.0027103613281538,0,0.0109904642202118,0.0238041261582531,0.965205409621535,2,0.9034230731601326,0.0351480229334512,0.061428903906416,0,0.8329696045324335,0.1015962209680152,0.0654341744995511,0,0.0950449758617265,0.7679992648843593,0.136955759253914,1,0.1659461407580271,0.7128274167127451,0.1212264425292277,1,1.0,1.0,0.995,0.985,0.9634710743801654,0.9467901234567901,0.9237090163934426,0.8949794238683129,0.02272834244048063,0.9938155459790662,0.1572296776033716,0.9414012834632819,0.3466342510899759,0.8419941692537166,0.5124438155225707,0.7313733835644183,0.6359721212315694,0.6310435056304453,0.7237833617068276,0.5468812759547179
-1.4623978312522814,-2.1674623730236844,0,2,0.9972095513113184,0.0002841842575109,0.0025062644311704,0,0.005859716175932,0.0223434338050401,0.9717968500190278,2,0.919393798212726,0.0221705805815128,0.0584356212057611,0,0.8564370988629415,0.0979191333116623,0.045643767825396,0,0.07091689531412,0.7956111758917606,0.1334719287941192,1,0.1631348033993494,0.7419786717792248,0.0948865248214257,1,1.0,1.0,1.0,0.97,0.9634710743801654,0.9467901234567901,0.9300205761316873,0.8851446280991735,0.018311365091969994,0.994703286880148,0.13002852255841338,0.9494534162139877,0.29825011675811225,0.860958177006965,0.4561656954106334,0.7585179655512793,0.5810695817640039,0.6621392470976414,0.6742046304544161,0.5788438683798754
-4.51113977165115,-3.492010583859696,0,2,0.7694742303339882,0.2105214051202094,0.0200043645458023,0,0.2890328085159832,0.0656499045977647,0.6453172868862521,2,0.5701828730731675,0.3209100250560828,0.1089071018707496,0,0.521672079424803,0.1432995941739881,0.3350283264012088,0,0.341660812456671,0.4884513561005237,0.1698878314428051,1,0.1906146487979395,0.464560519031905,0.3448248321701554,1,0.92,0.815,0.745,0.685,0.8915690376569038,0.7842094017094017,0.7173991031390134,0.654037558685446,0.5533525533828304,0.5589528252137788,0.7465796266058254,0.35628447837026894,0.8433799786739054,0.2492728480170847,0.8958868978222536,0.1866437530235942,0.926670022456409,0.1467905436438527,0.9459634537763592,0.11973568686174957
-2.207062343689397,-3.528094284686639,0,2,0.9993254569068144,0.0002080457157223,0.0004664973774635,0,0.0051039181871045,0.0082966303217292,0.9865994514911662,2,0.9484584411582316,0.0213082882543135,0.0302332705874549,0,0.8924261283976236,0.0611731663108086,0.0464007052915676,0,0.0742878939865103,0.832143624532906,0.0935684814805836,1,0.1231832996764584,0.7759313711665178,0.1008853291570237,1,1.0,1.0,0.995,0.995,0.9634710743801654,0.9467901234567901,0.9271487603305786,0.9046900826446281,0.005476209436290325,0.9988589595293509,0.07282297596357587,0.978302821169437,0.21661758684697535,0.9182251705707767,0.3777125787936376,0.831252962086815,0.5167521773130752,0.7385751430523224,0.624615883569786,0.6527480714900594
-3.144106320639747,-2.447006416185016,0,2,0.9859939433008046,0.007396934884008,0.0066091218151873,0,0.0436192657760797,0.0400373429845853,0.9163433912393352,2,0.8234969205557509,0.0911434218228836,0.0853596576213655,0,0.7408262977034227,0.1262949613841862,0.1328787409123912,0,0.1654895427335935,0.67547782337893,0.1590326338874765,1,0.1844951409253198,0.6251365332265265,0.1903683258481537,1,1.0,1.0,0.995,0.99,0.9634710743801654,0.9467901234567901,0.9272520661157025,0.9003719008264462,0.07589134914314183,0.9785970084167965,0.3145059631102858,0.8727241254632555,0.535491130228875,0.7323534987328673,0.6842748403407131,0.6079475567910315,0.7783534497077225,0.5099882806453365,0.8385879233926339,0.43476820737837285
