0,1,2,3,4,5,6,7,8,clusters,kmeans,mu_1.5_0,mu_1.5_1,mu_1.5_2,mu_1.5_3,cluster_hard_1.5,mu_1.8_0,mu_1.8_1,mu_1.8_2,mu_1.8_3,cluster_hard_1.8,mu_2.1_0,mu_2.1_1,mu_2.1_2,mu_2.1_3,cluster_hard_2.1,mu_2.4_0,mu_2.4_1,mu_2.4_2,mu_2.4_3,cluster_hard_2.4,mu_2.7_0,mu_2.7_1,mu_2.7_2,mu_2.7_3,cluster_hard_2.7,mu_3.0_0,mu_3.0_1,mu_3.0_2,mu_3.0_3,cluster_hard_3.0,st_p_0.4_const_ass,st_p_0.6_const_ass,st_p_0.8_const_ass,st_p_1_const_ass,st_p_0.4_thr_0.5,st_p_0.6_thr_0.5,st_p_0.8_thr_0.5,st_p_1_thr_0.5,fuz_1.5_entropy,fuz_1.5_gap,fuz_1.8_entropy,fuz_1.8_gap,fuz_2.1_entropy,fuz_2.1_gap,fuz_2.4_entropy,fuz_2.4_gap,fuz_2.7_entropy,fuz_2.7_gap,fuz_3.0_entropy,fuz_3.0_gap
-2.380743607566063,-0.6658805671130659,-0.5599192102169415,0.406718871251947,0.4419552020525092,-0.1113073948908787,0.0,0.5809255186523858,0.0,0,2,0.0154950195919046,0.90651218924254,0.0349936744523792,0.0429991167131763,1,0.0651161904773207,0.2461994476327373,0.5383328339922003,0.1503515278977415,2,0.1737990901594776,0.3781216455687503,0.3652471309431809,0.0828321333285912,1,0.1044549675220248,0.3421303252479578,0.3421412660325238,0.2112734411974935,2,0.2919926764280614,0.2918403431058352,0.2921332151170657,0.1240337653490376,2,0.1404401154439616,0.2865114630852753,0.2865214301093128,0.28652699136145,3,1.0,1.0,0.965,0.875,0.9058088235294117,0.8316197183098591,0.7649253731343283,0.6743103448275862,0.2929865914659044,0.8635130725293636,0.8232071351051968,0.29213338635946307,0.8988431840723511,0.012874514625569378,0.9365425392362976,1.0940784566038086e-05,0.964609618214605,0.00014053868900426592,0.9738802293173635,5.561252137187278e-06
-1.57855183930314,-1.0454303225488506,2.431264667315043,0.580386933250656,0.9885285464810428,-1.0323078655255271,0.0,0.0,0.0,0,3,0.0047104786180196,0.1071568690186661,0.8747915800581573,0.013341072305157,2,0.0191650773083393,0.8292257604577573,0.1091355062091285,0.0424736560247747,1,0.1387732801261576,0.2858752860243996,0.5055362701880767,0.0698151636613661,2,0.1076331435580044,0.3438329594955169,0.343867933045578,0.2046659639009007,2,0.2889964447494784,0.2888354793776293,0.2891451553064789,0.1330229205664133,2,0.149779657796051,0.2833985192475851,0.2834082082693832,0.2834136146869807,3,0.715,0.675,0.675,0.73,0.6975806451612903,0.65265625,0.6367142857142857,0.6763235294117647,0.3168028701017523,0.7676347110394912,0.43785549179658495,0.7200902542486288,0.8387278473454953,0.21966098416367708,0.9368489130900305,3.497355006110148e-05,0.9698983469142232,0.00014871055700049762,0.9784279914617248,5.406417597497715e-06
0.0686214978926005,0.3721518930088574,0.6416708944527387,-0.997623432904182,0.6373403143929507,-1.4330053516517824,2.029451656043283,0.4488363408012683,0.0,0,2,0.1141149417419385,0.4913227731867042,0.1107943562770257,0.2837679287943314,1,0.1277422228924118,0.2168620523172693,0.3938677540284592,0.2615279707618596,2,0.2463903521150572,0.3343583734110322,0.2845326023407852,0.1347186721331252,1,0.1467250024356278,0.2998704248573052,0.2998664403501189,0.2535381323569481,1,0.2810635632135373,0.2810162766427547,0.2811070608205205,0.1568130993231875,2,0.1700092220631801,0.2766601488977492,0.2766641877452719,0.2766664412937987,3,0.765,0.635,0.545,0.465,0.7178358208955223,0.6042727272727273,0.53,0.0,0.8642050735760984,0.20755484439237282,0.9464657025321167,0.13233978326659962,0.9659855449933807,0.049825771070246994,0.9751459276512365,3.984507186305386e-06,0.9815251389363475,4.3497606983189385e-05,0.9866150667003758,2.2535485267871636e-06
-1.680970614467505,-2.0546021539890136,0.4738932659130865,-1.1939477523314714,0.9404918646991764,-1.1297634995533803,0.0,0.1929806302101774,0.0,0,2,0.0075751426558722,0.7986868656253888,0.079632720803063,0.1141052709156759,1,0.028641735576296,0.263740752335634,0.517726695802519,0.189890816285551,2,0.2175212838092969,0.3949037133817445,0.3399864035508513,0.0475885992581072,1,0.0696015120514646,0.3345768433183371,0.3345598233399933,0.2612618212902048,1,0.3042531606842086,0.3042459634460047,0.3042592031310851,0.0872416727387015,2,0.1069660839556024,0.297680116695072,0.2976776024095749,0.2976761969397505,1,0.965,0.875,0.73,0.61,0.8732608695652173,0.7516428571428571,0.6319999999999999,0.54,0.4802012286004966,0.6845815947097129,0.8003797272370395,0.25398594346688497,0.8731473250429334,0.05491730983089321,0.9152508569713508,1.7019978343801867e-05,0.9369414811960302,6.042446876519669e-06,0.9530608222350637,2.514285497079438e-06
-2.854284445373459,-0.2287213988945615,0.6594053429588682,-1.1802781161686258,-0.2013214713643571,0.4027795194712306,0.0,0.0,0.0,0,2,0.0046548132981248,0.9172950014920286,0.0240240897525595,0.054026095457287,1,0.0349557521027907,0.1958452667459031,0.5737861260231963,0.1954128551281097,2,0.2430857622352781,0.3820858633657253,0.313174744124133,0.0616536302748635,1,0.0854575667805172,0.3198381382273205,0.3198227841492084,0.2748815108429538,1,0.2986333499531198,0.2986421233020605,0.2986248211278766,0.104099705616943,1,0.1231483331072767,0.2922862536317879,0.2922834810791127,0.2922819321818227,1,1.0,0.99,0.95,0.89,0.9058088235294117,0.8260563380281691,0.747608695652174,0.6685593220338982,0.2534991977601408,0.8632689060347416,0.7749570325102112,0.37794085927729326,0.8993685219007846,0.06891111924159232,0.9336975968488329,1.5354078112095326e-05,0.9509133071947845,8.773348940727121e-06,0.9640602292992031,2.772552675223139e-06
-3.493588849297187,-0.8691659751467468,3.028748634967191,-0.2615033850722865,1.0203177556028664,-1.1925233131162822,0.9839202030335106,0.7483346534095484,0.0,0,2,0.018237371809639,0.3410164882351742,0.5820991233915886,0.0586470165635981,2,0.0552859844614187,0.5522183119918068,0.2647941759555879,0.1277015275911865,1,0.1943673258945087,0.3103750804337012,0.3973016587258859,0.0979559349459041,2,0.1290949281579222,0.3172371608353818,0.3172502014120869,0.2364177095946091,2,0.2832795037326283,0.2832029644819261,0.2833501120557647,0.1501674197296807,2,0.1655224294229404,0.2781557260301122,0.2781597889501891,0.2781620555967584,3,0.645,0.54,0.525,0.555,0.6254918032786886,0.547,0.5418085106382978,0.5471590909090909,0.6645194125324809,0.24108263515641443,0.7953983319400891,0.2874241360362189,0.9203048342470449,0.0869265782921847,0.9620471629297151,1.3040576705092288e-05,0.9786059290731649,7.060832313643406e-05,0.9849872147722525,2.2666465692711135e-06
-2.048750300559697,-1.9172348344299384,2.7803837810298053,-1.927339174798988,0.3017359217297369,-0.3656076883838955,0.0,0.524322847841428,0.0990839869678503,0,2,0.0115052634099371,0.4366981217251348,0.3993622636039782,0.1524343512609498,1,0.0374059951366192,0.4210624550875654,0.3344390023814627,0.2070925473943527,1,0.253986006226694,0.3294147534981387,0.3483179587020117,0.0682812815731554,2,0.0960397685720757,0.3105550516667498,0.3105499861237863,0.282855193637388,1,0.2942970484150708,0.2943099094700131,0.2942849282762264,0.1171081138386897,1,0.1359335591589468,0.2880246156027459,0.2880217208857195,0.2880201043525877,1,0.82,0.655,0.51,0.45,0.7714615384615384,0.6199122807017544,0.5281034482758621,0.521875,0.7693041322212943,0.037335858121156584,0.8508426991815351,0.08662345270610272,0.9121448952923209,0.018903205203873008,0.9439101919326653,5.065542963478276e-06,0.960170615162255,1.2861054942303607e-05,0.9715010950871706,2.894717026413751e-06
-1.3954348009242492,-1.6960813218075224,1.2907193738688407,0.9665262595188328,2.988123951597969,-1.4822841023749809,0.9513449422643532,0.0,0.0,0,3,0.0442523096448317,0.1370005962260059,0.7897731573821015,0.0289739367470608,2,0.0988239042249669,0.6369440216048893,0.1788990266353572,0.0853330475347866,1,0.1500277740287746,0.2746602249470782,0.4214915323476648,0.1538204686764823,2,0.1827171918930951,0.3112757669972235,0.3113083031741396,0.1946987379355416,2,0.2664753258620015,0.2663205547139535,0.2666184413894267,0.2005856780346182,2,0.2090722849402806,0.2636333261301786,0.2636441689178505,0.2636502200116901,3,0.94,0.825,0.775,0.78,0.903448275862069,0.7788333333333334,0.7304999999999999,0.71203125,0.504437397060743,0.6527725611560956,0.7458175633065012,0.4580449949695321,0.931700839180783,0.14683130740058659,0.9779610428286881,3.253617691612032e-05,0.9950697541469474,0.00014311552742518607,0.9966482345516974,6.051093839609667e-06
-3.4007993905610485,-1.0948204910092156,0.915675489922405,0.042323678797248,0.5273782797796651,-0.2972793159619549,0.0,0.994808898910422,0.0,0,2,0.0108967291750537,0.8046518130603546,0.1368885891399623,0.0475628686246293,1,0.0449824007101937,0.4318370659261863,0.3913212402898545,0.1318592930737654,1,0.1781033062168897,0.3394049159863674,0.409378571419854,0.0731132063768888,2,0.1029928289830074,0.3344939371175077,0.3345059839159567,0.2280072499835281,2,0.2915276075146318,0.2914288719112161,0.2916186227582478,0.1254248978159042,2,0.1429842270967331,0.2856676206637891,0.2856726682685979,0.2856754839708798,3,1.0,0.98,0.925,0.8,0.9058088235294117,0.8227857142857143,0.7447761194029849,0.6450892857142857,0.46253554517907364,0.6677632239203923,0.8197582680821394,0.040515825636331826,0.8879164147593591,0.0699736554334866,0.9405128416513199,1.2046798449016904e-05,0.9654623945487814,9.101524361598834e-05,0.9751695269748989,2.8157022818886546e-06
-1.4498613559862965,-3.7978025521621497,3.2968339385222745,0.7884700534337356,1.8300483936187355,-0.9806069527365348,0.0,0.0,0.4632673214785573,0,3,0.0091277328656914,0.056233028370168,0.9130800782781396,0.021559160486001,2,0.0686039544020377,0.60457882471208,0.1999389173808445,0.1268783035050376,1,0.2043315067271927,0.2910798436295493,0.3813132769929119,0.1232753726503458,2,0.1521769587087694,0.3046672115913618,0.3046811404070899,0.2384746892927789,2,0.2764740770508929,0.2764059300825346,0.276536998944593,0.1705829939219793,2,0.1834971018123046,0.2721642758534023,0.2721682128279987,0.2721704095062943,3,1.0,1.0,0.995,1.0,0.9531034482758621,0.9267241379310345,0.8938333333333334,0.8785483870967742,0.2672376418180909,0.8568470499079717,0.773176271660709,0.40463990733123556,0.9445417611722339,0.09023343336336259,0.9756765455609012,1.392881572809257e-05,0.9868157578255683,6.292189370010748e-05,0.9908972027906979,2.1966782955962216e-06
