0,1,2,3,4,5,6,7,8,clusters,kmeans,mu_1.5_0,mu_1.5_1,mu_1.5_2,mu_1.5_3,mu_1.5_4,cluster_hard_1.5,mu_1.8_0,mu_1.8_1,mu_1.8_2,mu_1.8_3,mu_1.8_4,cluster_hard_1.8,mu_2.1_0,mu_2.1_1,mu_2.1_2,mu_2.1_3,mu_2.1_4,cluster_hard_2.1,mu_2.4_0,mu_2.4_1,mu_2.4_2,mu_2.4_3,mu_2.4_4,cluster_hard_2.4,mu_2.7_0,mu_2.7_1,mu_2.7_2,mu_2.7_3,mu_2.7_4,cluster_hard_2.7,mu_3.0_0,mu_3.0_1,mu_3.0_2,mu_3.0_3,mu_3.0_4,cluster_hard_3.0,st_p_0.4_const_ass,st_p_0.6_const_ass,st_p_0.8_const_ass,st_p_1_const_ass,st_p_0.4_thr_0.5,st_p_0.6_thr_0.5,st_p_0.8_thr_0.5,st_p_1_thr_0.5,fuz_1.5_entropy,fuz_1.5_gap,fuz_1.8_entropy,fuz_1.8_gap,fuz_2.1_entropy,fuz_2.1_gap,fuz_2.4_entropy,fuz_2.4_gap,fuz_2.7_entropy,fuz_2.7_gap,fuz_3.0_entropy,fuz_3.0_gap
-0.6915941770068619,-0.6480271821417626,0.4834072122596652,6.881976457617201,-2.111893853551225,-2.5633700925940355,0.0,0.0,0.3730278416370033,0,1,0.004647999720713,0.4344738789135353,0.0036397224736672,0.0054013326006804,0.551837066291404,4,0.0258213179169902,0.4620415372608518,0.4620415372609264,0.0233176470607116,0.0267779605005198,2,0.4213459878778132,0.0512986127615144,0.0530076635586467,0.0530017479242122,0.4213459878778135,4,0.07635751227676,0.0763578352866616,0.3854632806388553,0.3854632806388553,0.0763580911588677,2,0.0954782538443857,0.0954778458258569,0.3567829907471212,0.3567829907471198,0.0954779188355162,2,0.3343912177674211,0.1104056924408647,0.1104057852581491,0.1104060867659394,0.3343912177676255,4,0.875,0.75,0.565,0.535,0.8139316239316239,0.6632407407407407,0.6164814814814815,0.5839583333333334,0.4746137272007115,0.11736318737786877,0.6166646139858094,7.460698725481052e-14,0.7406874171905198,3.3306690738754696e-16,0.8227610384580435,0.0,0.8749725444682783,1.4432899320127035e-15,0.9086910909247423,2.0439205883349132e-13
0.5596639097708942,0.9432909850697844,0.4161212181569912,4.796534493296472,0.6769137759919066,1.4439362950777468,0.0,0.0,0.0,0,1,0.0469439322036532,0.5051893223730832,0.0208705960632974,0.0376087860362755,0.3893873633236903,1,0.0768026339453248,0.3850701203445841,0.3850701203445243,0.0619323693421998,0.0911247560233668,1,0.3414340417361323,0.1006865674554249,0.1082368177493431,0.108208531322967,0.3414340417361323,0,0.125009631368064,0.1250107218710338,0.312484030517466,0.312484030517466,0.1250115857259701,2,0.1381750841462108,0.1381739415463385,0.2927384141543492,0.2927384141543502,0.1381741459987513,3,0.2786439677279239,0.1475702883808941,0.1475705169075089,0.1475712592558841,0.2786439677277889,0,0.705,0.56,0.53,0.465,0.7806837606837607,0.6378431372549019,0.6013492063492063,0.5580263157894736,0.6585792665140916,0.11580195904939294,0.8218103633016386,5.978550987606468e-14,0.8986001800348897,0.0,0.9362207052575612,0.0,0.9566597346631739,9.992007221626409e-16,0.9687981076570719,1.3500311979441904e-13
0.0361411126858585,0.553938637899518,-3.69403937743316,5.893718758247737,0.3692726254110312,-0.8739856285384392,0.0,0.0,0.0,0,1,0.0165142268919733,0.5766936961707272,0.0084926800088711,0.0142163255978387,0.3840830713305894,1,0.0453932668277917,0.4321324783129675,0.4321324783128425,0.0381976567173642,0.0521441198290341,1,0.386713150777453,0.0726220545602578,0.0769840307802969,0.0769676131045394,0.386713150777453,0,0.0986479872032864,0.0986486838165712,0.352027046666215,0.352027046666215,0.0986492356477124,2,0.1156220289843663,0.1156212562639477,0.3265676601100919,0.3265676601100915,0.1156213945315025,2,0.3076514772612571,0.1282320683038606,0.128232228460097,0.1282327487135263,0.3076514772612588,4,0.74,0.55,0.69,0.74,0.784017094017094,0.6690760869565218,0.6206338028169014,0.5908870967741936,0.530431749439048,0.1926106248401378,0.7109606317168206,1.2501111257279263e-13,0.8201830770337774,0.0,0.8826267555135634,0.0,0.9191238829392968,4.440892098500626e-16,0.9415990559243362,1.7208456881689926e-15
0.882761839471879,-0.4740225364442235,0.7344260043429437,5.026652326439175,0.3400342785675536,-0.545170574594233,0.0,0.4500037731038551,0.0,0,1,0.007082373366129,0.3993875061282896,0.0039508083218234,0.0074653474770421,0.5821139647067156,4,0.0296267958325924,0.4564638771682587,0.4564638771684414,0.0243810046699218,0.0330644451607854,2,0.4154012834448118,0.0540414120810189,0.0575844481079488,0.0575715729214086,0.4154012834448116,0,0.0794928005997639,0.0794934277738065,0.3807599235158896,0.3807599235158898,0.07949392459465,3,0.0974712880929827,0.0974705378698787,0.3537937509625227,0.3537937509625289,0.0974706721120867,3,0.3330160507186452,0.1113223455875838,0.1113225097897429,0.1113230431858988,0.3330160507181292,0,0.78,0.59,0.675,0.615,0.7994017094017094,0.6378440366972478,0.5919594594594595,0.5695762711864406,0.4815506657578327,0.182726458578426,0.6359331896449996,1.826871987020695e-13,0.7557220613898168,2.220446049250313e-16,0.8320695328025274,1.6653345369377348e-16,0.8798151946526811,6.217248937900877e-15,0.910574188040869,5.160316618457728e-13
-0.459179914394139,-0.7713316386703388,0.503369016742187,6.118767942689937,-2.264241666085427,-0.8312454711897933,0.0,0.0,0.0,0,1,0.0017535172490388,0.4324189121149081,0.0011409078849746,0.0018443134351994,0.562842349315879,4,0.0133524289791286,0.4802852329440356,0.4802852329441104,0.0115931562524972,0.0144839488802283,2,0.4495172518973826,0.0326177109745211,0.0341767089548413,0.0341710762758719,0.4495172518973828,4,0.0553900237491299,0.0553903470246053,0.4169145130584938,0.4169145130584938,0.0553906031092771,2,0.0747396073243991,0.0747391801232571,0.3878909779935839,0.3878909779935811,0.0747392565651786,2,0.3636695576811454,0.0908867868880977,0.0908868867227888,0.0908872110264664,0.3636695576815014,4,0.875,0.72,0.55,0.515,0.8146153846153846,0.6581818181818182,0.5975280898876405,0.5849275362318841,0.4451800703404723,0.13042343720097083,0.5437291750222992,7.482903185973555e-14,0.6593980840964084,1.6653345369377348e-16,0.751993127499292,0.0,0.8178350689494037,2.831068712794149e-15,0.8634002819849256,3.5599301284605644e-13
-1.0808035450806606,-0.0716876095382644,-1.6499856261387666,8.751921982968202,-1.5957524280197883,-1.2663356407085569,1.0757817592885208,0.0,0.0,0,1,0.0081824362888712,0.5245501347540149,0.0056523565341325,0.0081495313770964,0.4534655410458847,1,0.0333195172294248,0.4504764699030339,0.4504764699029812,0.0298796477312134,0.0358478952333465,1,0.4067005930316729,0.060672432807642,0.0629673910607205,0.0629589900682914,0.4067005930316731,4,0.0862987036961907,0.0862991043558562,0.3705513851030869,0.3705513851030869,0.0862994217417793,2,0.1048245840391956,0.1048241092424366,0.3427635562587537,0.3427635562587519,0.104824194200862,2,0.3215760936839458,0.1189490902974844,0.1189491935172244,0.1189495288172045,0.3215760936841406,4,0.835,0.685,0.695,0.665,0.8053846153846153,0.6594859813084112,0.6252666666666667,0.5992857142857142,0.5000748062764755,0.0710845937081302,0.656140852889664,5.2735593669694936e-14,0.7766883663714871,2.220446049250313e-16,0.8512420728717163,0.0,0.8967651481799677,1.8318679906315083e-15,0.9254283463292603,1.9478862967048372e-13
0.2999759661213024,1.6781060427503367,-2.166697073945929,7.038291776341089,-1.95547325301041,-1.196099550516826,0.0135994142214409,0.0,0.7732544777977325,0,1,0.0058452581236623,0.6299717132078544,0.0034006266430256,0.0052762742059905,0.3555061278194671,1,0.0266468138719051,0.4602975663466368,0.460297566346412,0.0230695521653261,0.0296885012697199,1,0.4195691953401994,0.0519230322836104,0.0544739961689123,0.0544645808670783,0.4195691953401995,4,0.0776194991730868,0.0776199525524238,0.3835701182867954,0.3835701182867954,0.0776203117008986,2,0.0967324304066737,0.0967318905160797,0.3549018459775276,0.3549018459775226,0.0967319871221962,2,0.3325882000878615,0.1116076612654366,0.111607778639666,0.11160815991877,0.3325882000882657,4,0.76,0.65,0.65,0.74,0.7871794871794872,0.6865555555555556,0.6275675675675675,0.61109375,0.457192944609275,0.2744655853883873,0.6227263042725748,2.248201624865942e-13,0.745245458020069,1.1102230246251565e-16,0.8265447721938347,0.0,0.8780326393245942,4.9960036108132044e-15,0.9111557552700247,4.0417669211478824e-13
1.5946216524715036,-1.19960013087349,-1.7367090810205217,6.146613063485152,-2.869555753534042,-0.8138297691070435,0.0,0.0,0.0,0,1,0.003369293345175,0.4647509498963841,0.0016078136051437,0.0028288315465849,0.5274431116067122,4,0.0169590128467676,0.4745707461259568,0.4745707461259508,0.0140631407792797,0.019836354122045,1,0.4411038718773833,0.0376257217426907,0.0400879584881598,0.0400785760143827,0.4411038718773833,0,0.0618321262374678,0.061832598777415,0.4072511509390712,0.4072511509390712,0.0618329731069746,2,0.0813056327294893,0.0813050481224485,0.3780420832092204,0.3780420832092162,0.0813051527296256,2,0.3541478420247542,0.0972345445473118,0.0972346745500237,0.0972350968527393,0.3541478420251708,4,0.905,0.74,0.515,0.615,0.8164102564102562,0.6617410714285714,0.6131609195402299,0.5870547945205479,0.4595726749021324,0.0626921617103281,0.5680926664684535,5.995204332975845e-15,0.6855556185455289,0.0,0.7754187571722965,0.0,0.837309896112185,4.218847493575595e-15,0.8792471868738232,4.1661118999059e-13
-1.8619643628338507,-1.4358900597949495,-1.267781127927463,5.62048230724481,-1.3125075692042123,-1.6589200746367685,0.0,0.0,0.0,0,1,0.0058840577929772,0.4711463290942953,0.0042711172503547,0.0068101173539879,0.5118883785083846,4,0.0287094887856328,0.4577915275878396,0.4577915275878836,0.0253401787066332,0.0303672773320106,2,0.4160672947763415,0.0544279321363929,0.0567228150633428,0.056714663247581,0.4160672947763417,4,0.0796868835925939,0.0796873034464665,0.3804690884627615,0.3804690884627616,0.0796876360354164,3,0.0983125141213634,0.0983119981751835,0.3525316986032715,0.3525316986032725,0.0983120904969088,3,0.3309376796968815,0.1127080121377014,0.1127081272570614,0.1127085012115152,0.3309376796968402,0,0.815,0.675,0.51,0.52,0.8065811965811965,0.6447368421052632,0.5682,0.551328125,0.4876622650425016,0.04074204941408932,0.631628118246622,4.4020342926387457e-14,0.7540922702751567,1.6653345369377348e-16,0.8326351044590373,1.1102230246251565e-16,0.8818274543384911,9.992007221626409e-16,0.9133801512855385,4.1300296516055823e-14
0.6121845711329565,0.9699850620162948,-2.4564925176582686,4.446730799565486,-1.886589435910897,-0.5372860443942731,0.0,0.0,1.5961149535290522,0,1,0.0116908651606336,0.6316627190694534,0.0051577333002834,0.0093669595303495,0.3421217229392801,1,0.0359864673774452,0.4460575807053264,0.4460575807050877,0.0292618846592835,0.0426364865528568,1,0.4031695727067907,0.0616286862390341,0.0660243644933899,0.0660078038539946,0.4031695727067905,0,0.0879763633098592,0.0879770895749931,0.3680344411101969,0.3680344411101968,0.0879776648947539,2,0.1058005369026446,0.1057997158116839,0.3412999422755423,0.3412999422755384,0.1057998627345905,2,0.3210045184539485,0.1193300198939704,0.1193301920242513,0.1193307511736238,0.3210045184542058,4,0.75,0.63,0.54,0.705,0.7854700854700856,0.6615000000000001,0.6065625000000001,0.5796478873239437,0.48468456924251924,0.28954099613017326,0.6696185957845739,2.3869795029440866e-13,0.7847818345504268,2.220446049250313e-16,0.855758859435955,1.1102230246251565e-16,0.8989076405508071,3.885780586188048e-15,0.9261329773827752,2.5729418595688003e-13
