0,1,2,3,4,5,6,7,8,clusters,kmeans,mu_1.5_0,mu_1.5_1,mu_1.5_2,cluster_hard_1.5,mu_1.8_0,mu_1.8_1,mu_1.8_2,cluster_hard_1.8,mu_2.1_0,mu_2.1_1,mu_2.1_2,cluster_hard_2.1,mu_2.4_0,mu_2.4_1,mu_2.4_2,cluster_hard_2.4,mu_2.7_0,mu_2.7_1,mu_2.7_2,cluster_hard_2.7,mu_3.0_0,mu_3.0_1,mu_3.0_2,cluster_hard_3.0
1.175787351433063,0.526285284289584,1.1624633223131475,2.3739397511761164,5.189897594244045,-1.639135441984092,0.8901355772821978,0.7575298679755065,0.0,0,2,0.8067598365350603,0.06579852370022943,0.12744163976471018,0,0.5169446693527424,0.24152983109335596,0.2415254995539018,0,0.30054321703536613,0.3989183295305451,0.3005384534340888,1,0.3333332885540748,0.33333523522073655,0.33333147622518877,1,0.33333370342469937,0.3333324509928199,0.33333384558248075,2,0.33333335235891726,0.33333280864377074,0.33333383899731195,2
1.8848412856205603,1.888167324105356,1.5342416364799396,3.388908110944204,3.5559828924298795,-0.3669302230050515,0.0,1.7664671868588249,0.0,0,2,0.8627041550155568,0.049415137385416676,0.08788070759902648,0,0.5909266294865599,0.204539081866171,0.20453428864726897,0,0.2879634651511868,0.4240790941304244,0.28795744071838886,1,0.33333327302713844,0.33333589455668233,0.3333308324161792,1,0.33333383172506315,0.33333214510950604,0.33333402316543087,2,0.3333333589542907,0.33333262674781083,0.3333340142978985,2
3.029019102700992,1.4448166209048214,0.0552359464933227,3.748799054500344,3.632368428766896,-0.8019964976009558,0.0,0.7092717888223977,0.0,0,2,0.8846400196961623,0.018466378400575304,0.09689360190326238,0,0.4897481519599871,0.2551281646733452,0.2551236833666676,0,0.3031037407129066,0.39379728746046966,0.3030989718266237,1,0.3333332903530052,0.3333351589136015,0.33333155073339327,1,0.33333368857692824,0.3333324863921368,0.333333825030935,2,0.3333333515958429,0.33333282969494055,0.3333338187092165,2
1.4009697901870446,1.4665615638732266,0.4150820598464028,2.810033051241348,3.1832969656789545,0.12753347307028,1.5651934672122128,1.0025515226326478,0.8381987045687095,0,2,0.9046834960687539,0.02968510415365647,0.06563139977758978,0,0.6474751890112205,0.1762650190904896,0.1762597918982898,0,0.27600789732980147,0.44799146745498464,0.276000635215214,1,0.333333257520178,0.3333365530605829,0.33333018941923914,1,0.33333395986364933,0.3333318396119643,0.33333420052438634,2,0.33333336554142057,0.33333244508129894,0.33333418937728054,2
0.5088938993771952,1.9241959143583476,-2.361498605687052,2.6729103255188345,2.884126268118483,-2.198005258389282,0.143334410159826,0.6380002091338233,0.0,0,2,0.8284357127910632,0.019689488870129303,0.15187479833880754,0,0.4139827614882543,0.29301056156232425,0.29300667694942145,0,0.31530260077579764,0.36939836566871687,0.3152990335554855,1,0.3333333051719084,0.333334529664172,0.3333321651639196,1,0.33333356613131115,0.33333277831715585,0.33333365555153305,2,0.3333333453015219,0.33333300329060794,0.3333336514078701,2
1.0924616991098857,3.4059089680626107,-0.4702500640801926,1.9907774088490284,1.1859649547465332,0.0562515870053947,0.775654715818723,0.1322566240005622,0.0,0,2,0.7908589695138347,0.06685744047348033,0.14228359001268484,0,0.5517712178286361,0.22411742626065262,0.2241113559107113,0,0.29000852862252047,0.41998952837103715,0.29000194300644233,1,0.33333327201290763,0.3333359378422902,0.33333079014480216,1,0.3333338401489761,0.3333321250263316,0.33333403482469237,2,0.3333333593878687,0.3333326148050927,0.3333340258070386,2
0.8291337364318527,2.5413249458547407,0.2833839252636175,1.13208736569088,3.570292606263542,-0.1653371598581414,0.2775964907762137,0.0,0.0,0,2,0.8331695527482601,0.08636199731819635,0.08046844993354346,0,0.652195886812771,0.1739044291505111,0.17389968403671802,0,0.2786965331710409,0.4426136501141686,0.2786898167147905,1,0.3333332627203932,0.33333633215709835,0.33333040512250856,1,0.33333391687730896,0.33333194209615274,0.33333414102653824,2,0.33333336333148006,0.3333325060239278,0.33333413064459216,2
2.303262251559548,1.002769557167594,1.1713615610362846,4.552419559984665,4.447784309234312,-1.155446973128385,0.0,1.5056747332362046,0.8973836294279025,0,2,0.8057334261627986,0.04595259579199867,0.14831397804520272,0,0.46929997458731043,0.265351960087282,0.2653480653254076,0,0.3078950715763984,0.3842138764935209,0.30789105193008065,1,0.3333332974328094,0.3333348581998225,0.3333318443673682,1,0.3333336300602577,0.3333326259024638,0.3333337440372785,2,0.33333334858758124,0.33333291265538,0.3333337387570387,2
2.0533246615609446,3.295513329787208,-0.0406876418773932,2.6127316554874795,3.0800247654910518,-0.7583912035586902,0.0,0.2328548593714955,0.2596156814269509,0,2,0.9065520805638756,0.025368965117851527,0.068078954318273,0,0.5843423996470054,0.2078312215542919,0.20782637879870267,0,0.2885536677335076,0.4228986852744437,0.2885476469920486,1,0.33333327346702585,0.33333587589468894,0.33333085063828527,1,0.3333338280939338,0.333332153766731,0.3333340181393353,2,0.33333335876767395,0.33333263189622775,0.3333340093360983,2
1.4557886693823994,3.36485233447536,1.0396836502154656,1.6143643385907966,3.9696678890340378,-0.7046982647107802,0.0,0.0,0.0,0,2,0.8141132117750364,0.08967910360790685,0.09620768461705687,0,0.5911530160876833,0.20442577446324459,0.20442120944907208,0,0.289379896342203,0.4212459439894783,0.2893741596683188,1,0.33333327564223464,0.33333578346551174,0.3333309408922537,1,0.33333381010744956,0.33333219664828134,0.33333399324426916,2,0.33333335784292434,0.33333265739553675,0.33333398476153897,2
