0,1,2,3,4,clusters,kmeans,mu_1.5_0,mu_1.5_1,mu_1.5_2,mu_1.5_3,cluster_hard_1.5,mu_1.8_0,mu_1.8_1,mu_1.8_2,mu_1.8_3,cluster_hard_1.8,mu_2.1_0,mu_2.1_1,mu_2.1_2,mu_2.1_3,cluster_hard_2.1,mu_2.4_0,mu_2.4_1,mu_2.4_2,mu_2.4_3,cluster_hard_2.4,mu_2.7_0,mu_2.7_1,mu_2.7_2,mu_2.7_3,cluster_hard_2.7,mu_3.0_0,mu_3.0_1,mu_3.0_2,mu_3.0_3,cluster_hard_3.0
-4.524294022920119,-0.6270437005576541,-0.2028443742823165,0.7752267621771365,0.3926364287425692,0,3,0.7763103905905426,0.020150141633279207,0.009954435034102888,0.19358503274207536,0,0.05809068791588084,0.2852216807369711,0.044155430091771426,0.6125322012553766,3,0.08414572415028333,0.08414305684878257,0.513273127172328,0.31843809182860616,2,0.10975617416544106,0.10975547052845946,0.32891653841752605,0.45157181688857334,3,0.12893430017017812,0.4128079929738758,0.1289348114617646,0.3293228953941815,1,0.3867338498147059,0.3257590306833668,0.14375334872816667,0.1437537707737606,0
-5.637404891380045,0.0557035068319257,1.7875083234416158,-2.776030574521805,0.5405166070112426,0,3,0.9661330584885768,0.004111383111700666,0.0024444292321573577,0.027311129167565153,0,0.027380077376604618,0.10204859317903424,0.02222587875200558,0.8483454506923557,3,0.0565161474310764,0.0565147657577947,0.7167983740428173,0.17017071276831156,2,0.08620444712286428,0.08620401646062473,0.21672099896510086,0.6108705374514101,3,0.1103011405047165,0.5341968886249773,0.11030148315178644,0.2452004877185197,1,0.47943821593734365,0.261919012503192,0.12932123658662864,0.12932153497283588,0
-3.65811564529176,-0.2184738281396733,2.947567791542592,-0.770964620020478,0.2220343664103367,0,3,0.981060711981255,0.0015127607984428502,0.0008395504725041406,0.01658697674779786,0,0.014461291742456951,0.07539227847994238,0.011389095173515414,0.8987573346040852,3,0.035958612188130616,0.03595759932235725,0.7855822783035054,0.14250151018600674,2,0.06162481472977514,0.06162445763774501,0.19576774838401179,0.6809829792484681,3,0.08473487949629038,0.5989408073590815,0.08473518598849562,0.23158912715613242,1,0.5372269894740623,0.2542307227278309,0.10427100347766771,0.10427128432043906,0
-2.9426394224215957,-0.2015317871874515,1.3421456739919453,-1.4976267146513256,1.44753998636045,0,3,0.963025941006425,0.0024143819724852496,0.0012566452642658566,0.033303031756823746,0,0.018419429559143496,0.11290936454410687,0.014153709157133263,0.8545174967396164,3,0.0406527751679126,0.04065151523682709,0.7341804837891743,0.1845152258060859,2,0.0655820054314505,0.0655815888900711,0.2331224868271712,0.6357139188513072,3,0.08703948873771046,0.5640550965036711,0.08703983312696563,0.26186558163165274,1,0.5120616789286794,0.2781164893704265,0.1049107614982541,0.10491107020264007,0
-4.3246775302801606,-0.2655162773369575,2.6647976065054646,0.0421692604211145,0.6047077319439365,0,3,0.9748423529844065,0.0018605471297371682,0.0009964208611169827,0.022300679024739537,0,0.016448796388320825,0.09201596970300387,0.012803951958088748,0.8787312819505865,3,0.03879921139410605,0.038798070732052485,0.758860110411816,0.1635426074620255,2,0.06442349835407103,0.06442311009698247,0.21581513643799227,0.6553382551109543,3,0.08678585044055934,0.5779056800874288,0.0867861763488485,0.24852229312316346,1,0.5211802417592373,0.2679391622324368,0.10544015073150048,0.10544044527682533,0
-5.73611337038005,0.5061751068845026,1.6231516710893223,-2.188393429337939,0.588186604885874,0,3,0.973255624303608,0.0029294191448116483,0.0016860627334934198,0.022128893818086824,0,0.022640525147788807,0.09254444717741812,0.01815113817107801,0.866663889503715,3,0.04981843447316741,0.049817145369032825,0.7380989326769746,0.1622654874808252,2,0.07880336015372712,0.07880294369087498,0.21191315866337992,0.630480537492018,3,0.10296191904079129,0.5511899282499971,0.10296225732524554,0.24288589538396593,1,0.49403331755382696,0.26128467056184196,0.12234085667552523,0.1223411552088059,0
-4.259638776766951,-0.1432306527202695,1.5628938355853808,-2.616422482058505,0.0,0,3,0.9819624388509823,0.0018917790136317523,0.0010923713042009788,0.015053410831184943,0,0.017292444324098842,0.0728478058047753,0.013858722753921426,0.8960010271172045,3,0.04179053375545676,0.041789446751876534,0.7771843170063515,0.13923570248631537,2,0.06999556545369982,0.06999519260470813,0.19177206633738644,0.6682371756042056,3,0.09475242688516668,0.5832696413422129,0.09475274111527818,0.22722519065734223,1,0.5201064429798954,0.24962340543930625,0.11513493387942396,0.11513521770137446,0
-3.3777629715985253,1.5179001020389349,1.3236355095017864,-0.9915576073881512,0.5364738902564233,0,3,0.9143643971346771,0.0031614932635498695,0.0015125163043334556,0.08096159329743967,0,0.020035463481519553,0.1913173079750465,0.014864052419039812,0.7737831761243941,3,0.04000750336637399,0.040006096018657566,0.6536071857174632,0.2663792148975053,2,0.061574476967149586,0.061574031667391546,0.30895246719660363,0.5678990241688552,3,0.07953143107946525,0.5124611935111241,0.07953179012009423,0.32847558528931636,1,0.4755751317296624,0.33552286815308374,0.09445084126195219,0.09445115885530152,0
-3.2651766128641264,0.389200353126953,0.6708477640428258,-0.4405235244078209,1.146040732418932,0,3,0.9004118936899357,0.0033401517356467375,0.001528786984302333,0.09471916759011534,0,0.020360724440742727,0.2116330812411059,0.014906980016938324,0.753099214301213,3,0.03992343669080525,0.03992197958230135,0.6340347742345394,0.28611980949235416,2,0.06111948280543352,0.06111902670719988,0.32630393715030365,0.5514575533370629,3,0.07875086331799447,0.4993187349857979,0.07875122913148482,0.343179172564723,1,0.4652976131542318,0.3478660192701182,0.09341802246442703,0.09341834511122299,0
-4.126973498683936,1.387150833092713,0.8778211117447788,0.3259996588579235,0.0,0,3,0.7381258306214016,0.01014961862311128,0.0046028831644520435,0.24712166759103513,0,0.036848185575759654,0.3464860566718562,0.026909550170421043,0.589756207581963,3,0.058566588015438584,0.05856443780006232,0.4984610019328778,0.3844079722516212,2,0.08114563746055765,0.08114502837705294,0.39630602124623004,0.4414033129161593,3,0.09915969430436944,0.4077096247916978,0.09916015762004463,0.3939705232838882,1,0.3865713079883187,0.38563811227839123,0.11389509201342833,0.11389548771986173,0
-3.489640405902952,-0.2028617580145212,1.9425206693091777,-0.7762080568668124,1.1434836389121497,0,3,0.9938289335387407,0.0003534634422481545,0.0001822211495834385,0.005635381869427617,0,0.00588177077840979,0.04011953757899862,0.004504602344893788,0.9494940892976979,3,0.019138623367127947,0.019138023106250478,0.8662327943675088,0.0954905591591127,2,0.038497714945805776,0.03849746730403801,0.14980756450311575,0.7731972532470405,3,0.058403760250871406,0.6913581841038657,0.058403994430166244,0.1918340612150965,1,0.6245491697586576,0.22174598134060305,0.0768523098105141,0.07685253909022507,0
-4.213107749240628,0.2241256072861501,2.9312630831492745,-1.5543423887096923,1.089173122874818,0,3,0.9874913276202057,0.0010596143760195325,0.0005968787010854725,0.010852179302689311,0,0.012141421028478552,0.06042580343670174,0.009617434634212173,0.9178153409006076,3,0.0328203832618647,0.032819480805001626,0.8090146454279343,0.12534549050519936,2,0.05866856446532337,0.05866823278918091,0.18094968730412717,0.7017135154413686,3,0.08256109923815955,0.6147452126462024,0.08256139047652691,0.22013229763911107,1,0.5485341806454443,0.24563179206156197,0.10291687851302815,0.10291714877996548,0
-2.754084327787307,1.0206006112313302,1.61887007514263,0.6328087744856392,1.314208905302828,0,0,0.18625348892650812,0.008411792504958068,0.0034663878894683467,0.8018683306790656,3,0.029876749826915683,0.7158866051713237,0.020896325732046403,0.2333403192697142,1,0.04623536702948959,0.04623342043377674,0.2390420037195317,0.668489208817202,3,0.06406129462109447,0.06406073947821733,0.6351073853913473,0.23677058050934086,2,0.0796159553242494,0.23965316562903655,0.07961638652715196,0.6011144925195621,3,0.24609078358929937,0.5662547934155591,0.09382702205110348,0.09382740094403799,1
-4.432612820108686,-0.3119251742941283,0.9278034764155128,-0.0672980857780549,2.4428438092393128,0,3,0.8611269897348296,0.009794188986816832,0.004863620748143886,0.12421520053020951,0,0.03979564618271464,0.2337928006639245,0.030194835222334494,0.6962167179310264,3,0.06588021355966305,0.0658780958694438,0.5791506022129765,0.2890910883579166,2,0.09168682103134335,0.09168622197627309,0.3141922290788673,0.5024347279135163,3,0.11174756937910252,0.4534592050731011,0.11174802224952247,0.32304520329827385,1,0.4204767397501941,0.3242962877850872,0.1276132944393462,0.12761367802537238,0
-3.68612828114846,-0.6513614576918487,0.9393661024908524,0.7291550990504254,0.0,0,3,0.8536447706903393,0.010201199799684084,0.005056543295198199,0.13109748621477835,0,0.03997361987981101,0.23733215324616164,0.03029884244562979,0.6923953844283977,3,0.06558495249117273,0.06558283586984341,0.5789840294931563,0.2898481821458275,2,0.09115364987027458,0.09115305054553534,0.31354060347016105,0.504152696114029,3,0.11111462886498437,0.4558585554408558,0.11111508262077006,0.3219117330733897,1,0.42300329104292506,0.32309473575763126,0.12695079417587438,0.1269511790235692,0
-5.521124899241903,0.2307738596977107,1.729511826977332,-1.3696843197551405,0.4974974607378348,0,3,0.9893270491525814,0.0010099262275767025,0.0005621256046903967,0.009100899015151683,0,0.012437240210555402,0.05763378820112465,0.009844486885257372,0.9200844847030627,3,0.034075218021655196,0.034074286191564655,0.8084223998135501,0.12342809597322997,2,0.0609755860546169,0.060975245507296195,0.17988696622337844,0.6981622022147085,3,0.08561129199530627,0.6092931163954037,0.08561158929241909,0.21948400231687087,1,0.5422140974652015,0.24504295008521543,0.10637133902809225,0.10637161342149067,0
-4.442601180786865,-1.0769450151683058,3.026511575232932,-0.8072641128797594,2.220395709143052,0,3,0.9302207201997557,0.007402540929477258,0.004268285049361819,0.058108453821405164,0,0.03646887388548092,0.15090207764296584,0.02923139537344483,0.7833976530981085,3,0.06592521620379621,0.06592350337171735,0.6530919452413949,0.21505933518309153,2,0.0942945649675852,0.09429406351756048,0.2524296188715159,0.5589817526433385,3,0.11642799061066843,0.49466989691622226,0.11642837595939116,0.27247373651371815,1,0.4498238060627362,0.2827617810936706,0.13370704198109506,0.13370737086249804,0
-3.1722542248732624,0.2454871177165348,1.0584760723297764,-0.8590877103099526,0.0,0,3,0.9741229230882491,0.0014106813142658217,0.0007063608670023429,0.023760034730482705,0,0.013175154087529584,0.0939895974916429,0.009978839881134396,0.8828564085396932,3,0.03187457588848441,0.03187353620552613,0.7709531095756725,0.16529877833031703,2,0.05426335643499753,0.05426299372845542,0.21741941344509016,0.6740542363914569,3,0.07437463271714723,0.6014541014186487,0.07437494246962703,0.2497963233945769,1,0.5476980364122165,0.26900698845332044,0.09164734560568133,0.0916476295287817,0
-5.640567879609751,1.889909548829949,2.3443112422781014,-0.6930158499485993,0.4393851393103341,0,3,0.9006960085725418,0.009114932111231423,0.004992502099856737,0.08519655721636982,0,0.04009008219064793,0.18919427594967958,0.03147589919587235,0.7392397426638002,3,0.06838150219748736,0.06837956138785575,0.6128603942823301,0.25037854213232685,2,0.09542474855214104,0.09542419369764445,0.28216382776585414,0.5269872299843604,3,0.11626561573254925,0.47061024904069393,0.11626603675624396,0.2968580984705128,1,0.43210378127451216,0.302754492760792,0.13257068449220533,0.13257104147249038,0
-4.113799785248689,-0.4842436910691443,2.06302942143396,0.0350431274728423,1.8400040994586695,0,3,0.9433914021730876,0.003753269834030502,0.0019309478296170952,0.050924380163264886,0,0.023976702929137093,0.14630378431048777,0.018392907609682065,0.8113266051506932,3,0.048324105214223305,0.04832260512560241,0.6846064098217987,0.2187468798383756,2,0.07400514125161425,0.07400467170086668,0.26249573556569644,0.5894944514818227,3,0.09514867163988819,0.5241191746809644,0.09514904723700471,0.28558310644214296,1,0.47837647160231445,0.2969357078383015,0.11234374549526542,0.1123440750641187,0
-4.355990370068837,0.9251686906805864,2.5416220808381595,-1.931153696581529,0.0,0,3,0.9823696414148476,0.001586435017433166,0.0009002257553145616,0.015143697812404761,0,0.01536995867733745,0.07306621242174985,0.01220759576617262,0.8993562331347401,3,0.03813385043755332,0.038132813957624585,0.7833670706129161,0.14036626499190588,2,0.06492251290140313,0.06492214997759402,0.193932051780011,0.6762232853409919,3,0.08878176870499639,0.5924415025288392,0.08878207842489877,0.2299946503412656,1,0.5298297522403923,0.25273441656410106,0.10871777441490213,0.10871805678060459,0
-3.399648112068136,0.259449603019253,1.0608517686395036,-1.116178026752884,0.0,0,3,0.987335585540956,0.0007634754145211482,0.00038980630560690916,0.011511132738915974,0,0.009360914577279398,0.06187684405471197,0.007145861649956562,0.921616379718052,3,0.025919228491349942,0.025918407105558035,0.8219246302186292,0.12623773418446282,2,0.04755439511621188,0.04755408640253628,0.18074993877433967,0.7241415797069122,3,0.06822381019791741,0.6446594854297801,0.06822408608838441,0.218892618283918,1,0.5828509500499168,0.2440285211507181,0.0865601342318704,0.08656039456749486,0
-5.150252995457263,-0.2292209910085376,1.7281890295499502,-0.6912868683339489,0.6460523917462642,0,3,0.9937034014224793,0.0005249880310579655,0.0002835103611772751,0.005488100185285392,0,0.008456978011328949,0.04353210367627706,0.006618648409291951,0.941392269903102,3,0.026365049888780658,0.026364294804706652,0.8429555917059284,0.10431506360058417,2,0.05093458456144439,0.05093428678681498,0.16215298024421534,0.7359781484075254,3,0.07489952064748887,0.644698192556912,0.0748997928715719,0.20550249392402725,1,0.573403402568602,0.23484229965423603,0.09587701946939278,0.09587727830776917,0
-3.068719189757557,0.7132002265704609,0.1779705485544462,-0.90464868601029,0.0,0,3,0.8507569221864864,0.008056162864762786,0.003869232088347409,0.13731768286040338,0,0.034164987734434694,0.24649676956252353,0.02548418821312328,0.6938540544899185,3,0.057834467824176845,0.057832483070069295,0.582717461165836,0.30161558793991794,2,0.08216018873376174,0.08215961242750519,0.32660046964766015,0.5090797291910729,3,0.10156949126055678,0.4619602673988191,0.10156993455109711,0.3349003067895269,1,0.43013185229681034,0.335379625289512,0.11724407106075421,0.11724445135292359,0
-2.657989883583623,-0.1346558593060645,2.9202183103550667,-0.4270794855507306,0.0,0,3,0.9052039132066619,0.0071658050427668525,0.003916204037731116,0.08371407771284015,0,0.033643389069611285,0.18113190409661906,0.02628935837056857,0.7589353484632011,3,0.059976681648333564,0.059974931479369484,0.637842987994631,0.24220539887766598,2,0.0862480105022125,0.08624749148428913,0.2758931229434943,0.551611375070004,3,0.10714959654114896,0.4931224788677066,0.1071499995360241,0.29257792505512026,1,0.4522303678184676,0.3001121324316819,0.12382857635131102,0.1238289233985395,0
-4.376864082340798,1.1182316136542243,3.419042020063749,-2.552794945586418,0.7583329205438379,0,3,0.9372627587461768,0.0069546960645037485,0.0041750287602193474,0.051607516429100025,0,0.03549761058309623,0.1403626936735757,0.0287900445609087,0.7953496511824194,3,0.0652342942576158,0.06523267529347654,0.6646312767996705,0.20490175364923713,2,0.09384954308261488,0.0938490628603567,0.24393109667704455,0.5683702973799839,3,0.1162787423084817,0.5017510474675919,0.11627911400427467,0.2656910962196517,1,0.45500829176694163,0.2773823709948708,0.13380450931679827,0.1338048279213893,0
-5.082965542995483,0.1099823312039508,1.3996611188271069,-1.149776070679272,1.9234992876893904,0,3,0.9762259194394237,0.001952517655559203,0.00104064207478632,0.02078092083023068,0,0.017637572208975223,0.0917029128047026,0.013730986410877697,0.8769285285754445,3,0.04135861201926503,0.041357401903341216,0.7525087124376141,0.16477527363977973,2,0.06808487007941832,0.06808446389950126,0.21733616951362655,0.6464944965074539,3,0.0910557385608807,0.5681957118085877,0.09105607603651895,0.24969247359401275,1,0.5114785772576484,0.26858338816051064,0.1099688659916908,0.10996916859015016,0
-2.514114993099488,0.3267161818007777,2.1506979160388604,-2.407116760096712,0.8760316084205657,0,3,0.9286207115771924,0.006245611326247146,0.003518483929132096,0.06161519316742831,0,0.032006729146411984,0.15338235404348338,0.02529333653890978,0.7893175802711949,3,0.059189453356183815,0.05918780214046874,0.6641274943261035,0.21749525017724394,2,0.08639002810990297,0.08638953158353721,0.25538210803292444,0.5718383322736353,3,0.10816414817850341,0.5078352761363949,0.10816453642781734,0.27583603925728445,1,0.46261587239903995,0.28638028889268236,0.12550175160823931,0.12550208710003835,0
