0,1,clusters,kmeans,mu_1.5_0,mu_1.5_1,mu_1.5_2,mu_1.5_3,cluster_hard_1.5,mu_1.8_0,mu_1.8_1,mu_1.8_2,mu_1.8_3,cluster_hard_1.8,mu_2.1_0,mu_2.1_1,mu_2.1_2,mu_2.1_3,cluster_hard_2.1,mu_2.4_0,mu_2.4_1,mu_2.4_2,mu_2.4_3,cluster_hard_2.4,mu_2.7_0,mu_2.7_1,mu_2.7_2,mu_2.7_3,cluster_hard_2.7,mu_3.0_0,mu_3.0_1,mu_3.0_2,mu_3.0_3,cluster_hard_3.0,st_p_0.4_const_ass,st_p_0.6_const_ass,st_p_0.8_const_ass,st_p_1_const_ass,st_p_0.4_thr_0.5,st_p_0.6_thr_0.5,st_p_0.8_thr_0.5,st_p_1_thr_0.5,fuz_1.5_entropy,fuz_1.5_gap,fuz_1.8_entropy,fuz_1.8_gap,fuz_2.1_entropy,fuz_2.1_gap,fuz_2.4_entropy,fuz_2.4_gap,fuz_2.7_entropy,fuz_2.7_gap,fuz_3.0_entropy,fuz_3.0_gap
-1.6939489482979986,6.917192775798926,0,2,0.9992779926538992,0.0005293977706638,0.0001272686255487,6.534094988814813e-05,0,0.0101463490929363,0.9828543373440692,0.0042289423440592,0.0027703712189352,1,0.0157370476986113,0.0401186778041215,0.0214329693938295,0.9227113051034376,3,0.1446278394266665,0.3876418003457793,0.2827860304738421,0.1849443297537121,1,0.2838636460024545,0.199885626322626,0.3527590819873148,0.1634916456876045,2,0.3326374319554759,0.1763849147408269,0.2821560521244673,0.2088216011792297,0,1.0,1.0,1.0,1.0,0.9883333333333333,0.9791666666666666,0.9741666666666666,0.9733333333333333,0.0046790346244647415,0.9987485948832353,0.0743022102535285,0.9727079882511329,0.2531491845220261,0.8825926272993161,0.9495218081645979,0.10485576987193718,0.9687141708422347,0.06889543598486031,0.9783351794402427,0.05048137983100859
-2.417285286009005,5.810640097543351,0,2,0.999969962566234,2.4317863325980767e-05,3.6679595198644273e-06,2.051610920255827e-06,0,0.0016067823199704,0.9975461781482688,0.0005008857190987,0.000346153812662,1,0.003824365613798,0.011575957185426,0.0050137917127611,0.9795858854880148,3,0.1308399988745331,0.4149007058543327,0.2917630809020785,0.1624962143690555,1,0.2941106778085987,0.181252872863553,0.3728978178487654,0.1517386314790827,2,0.3488568039234366,0.1661130917596943,0.2920844086948262,0.1929456956220428,0,1.0,1.0,1.0,0.995,0.9883333333333333,0.9791666666666666,0.9741666666666666,0.96875,0.00026053245572579624,0.999945644702908,0.013960054867075722,0.9959393958282985,0.0863150997808247,0.9680099283025888,0.9274827923137904,0.12313762495225422,0.9546676627773235,0.07878714004016674,0.9684095656945304,0.056772395228610384
-3.212715662855323,6.090288361341765,0,2,0.9999297288680726,6.268164451483707e-05,4.747747860296801e-06,2.8417395522919534e-06,0,0.0015565433029426,0.9979004338850422,0.0003154809603304,0.0002275418516844,1,0.0011078969484234,0.0044456676353239,0.0014081441243305,0.993038291291922,3,0.10983957798766,0.4542208362792299,0.3028149750202744,0.1331246107128357,1,0.3068530479142795,0.1557246618333125,0.4044443256556936,0.1329779645967143,2,0.3751884497975637,0.1493946155718923,0.3047412122119992,0.1706757224185447,0,1.0,1.0,1.0,1.0,0.9883333333333333,0.9791666666666666,0.9741666666666666,0.9733333333333333,0.0005564156586785069,0.9998670472235578,0.011983561748365653,0.9963438905820996,0.03447975233634509,0.9885926236565981,0.8881658482829009,0.1514058612589555,0.928028071687063,0.09759127774141413,0.9490809596519164,0.07044723758556454
-1.7851264304658818,7.477574910490893,0,2,0.9982365991558366,0.0013247455106743,0.0002890298616591,0.0001496254718299,0,0.0168004621574278,0.972274187721116,0.0065868795774382,0.0043384705440179,1,0.0201864001084579,0.0536078525670403,0.0273792959966526,0.898826451327849,3,0.141757622113949,0.3916556731831542,0.2859504703298308,0.1806362343730657,1,0.2864054762554551,0.1961031891161775,0.3566107481957546,0.1608805864326125,2,0.3360718386236306,0.174056153698691,0.2843455146844746,0.2055264929932039,0,1.0,1.0,1.0,1.0,0.9883333333333333,0.9791666666666666,0.9741666666666666,0.9733333333333333,0.010252818085678803,0.9969118536451623,0.11013277920792847,0.9554737255636881,0.3101979080362132,0.8452185987608087,0.9458159146508778,0.10570520285332341,0.9660498744381999,0.07020527194029952,0.9763739860201393,0.051726323939155994
-3.584761731955548,5.934720848160343,0,2,0.9992140165767291,0.0007223678207757,3.9250484255315655e-05,2.436511823953869e-05,0,0.0085239451416778,0.9890356239611264,0.0014042039539662,0.0010362269432292,1,0.0046776676535707,0.0214581531447942,0.0058481980697904,0.9680159811318446,3,0.1004056969631978,0.4732864012263055,0.3061686894086157,0.1201392124018809,1,0.3120071979963591,0.1441725017520654,0.4194275570056724,0.124392743245903,2,0.3876196640134458,0.141651127715578,0.3102822354389653,0.1604469728320107,0,1.0,1.0,0.99,0.985,0.9883333333333333,0.9791666666666666,0.9658333333333333,0.9257692307692308,0.004809639610481376,0.9984916487559534,0.04895347485944995,0.9805116788194487,0.12195564044912591,0.9465578279870505,0.8669189075694619,0.1671177118176898,0.9134626279779685,0.1074203590093133,0.9384008317572949,0.07733742857448045
-3.056878359527403,7.189954042700714,0,2,0.9993732015720688,0.0005499941508931,4.8670399520678245e-05,2.8133877517800093e-05,0,0.008560182874983,0.9881817611891112,0.0019099051675961,0.0013481507683094,1,0.0080120804648564,0.0304802652833903,0.0103388441788137,0.9511688100729396,3,0.1143781681877074,0.4427822026621004,0.3026334870855707,0.1402061420646213,1,0.3044396076262823,0.161563336023282,0.3972519486763995,0.136745107674036,2,0.3698398123707712,0.1526758849402184,0.3018057449872124,0.1756785577017978,0,1.0,1.0,1.0,1.0,0.9883333333333333,0.9791666666666666,0.9741666666666666,0.9733333333333333,0.003991042676226804,0.9988232074211757,0.05292333853685593,0.9796215783141282,0.1730917688680502,0.9206885447895493,0.8987245494696907,0.1401487155765297,0.9344203620818142,0.09281234105011721,0.9535466111918287,0.06803406738355877
-1.1627380556654698,4.6344059220102825,0,2,0.9897780071514896,0.0057446071310361,0.0029903948884586,0.0014869908290155,0,0.038771762686013,0.9181712826315782,0.0262308461194898,0.0168261085629191,1,0.0467270665018606,0.0849777334977009,0.0646873207288872,0.8036078792715512,3,0.172231313727364,0.3432500691717361,0.2611300990425768,0.223388518058323,1,0.2645112374615369,0.2318913610091014,0.3162422817863366,0.187355119743025,2,0.3019013230458888,0.1972324507346073,0.2648210453754303,0.2360451808440735,0,1.0,1.0,1.0,1.0,0.9883333333333333,0.9791666666666666,0.9741666666666666,0.9733333333333333,0.048237845803327704,0.9840334000204535,0.26591006535578515,0.8793995199455652,0.5088937135890819,0.7186301457738503,0.9777358472877097,0.08211997012915934,0.9871768908729793,0.051731044324799746,0.9914267537635721,0.03708027767045852
-1.6930125640674074,4.631853765176283,0,2,0.9939414384085732,0.0040093744092514,0.0013363561990513,0.0007128309831238,0,0.0314059082750088,0.941736953398892,0.0160778415543111,0.0107792967717879,1,0.0344226706087372,0.0742453277262289,0.0461552902483968,0.8451767114166369,3,0.1583531562843759,0.3676107775630521,0.2737321143394283,0.2003039518131435,1,0.2763569526630123,0.2129900141361002,0.3350435149821602,0.1756095182187273,2,0.3173417594702604,0.1870360824640374,0.2755279308112328,0.2200942272544693,0,1.0,1.0,1.0,1.0,0.9883333333333333,0.9791666666666666,0.9741666666666666,0.9733333333333333,0.030424636987445082,0.9899320639993218,0.202307827150855,0.9103310451238832,0.42787888328048046,0.7709313836904079,0.9640334390317753,0.09387866322362381,0.9786111567064301,0.05868656231914787,0.9854507913902391,0.04181382865902761
-2.973302792198727,5.397950128062458,0,2,0.9995588708395754,0.000382303588838,3.681306504394457e-05,2.201250654269228e-05,0,0.0065482846759157,0.9907973678640516,0.0015426582784507,0.0011116891815817,1,0.0059412054175842,0.0213771663869869,0.0075582122372854,0.9651234159581434,3,0.1177526553058671,0.4397008999338541,0.299679430185644,0.1428670145746348,1,0.3034163483012212,0.1644122910310783,0.3919243841576987,0.1402469765100018,2,0.3644807258226419,0.1559367593733396,0.3012469511781834,0.1783355636258348,0,1.0,1.0,1.0,1.0,0.9883333333333333,0.9791666666666666,0.9741666666666666,0.9733333333333333,0.002929681163094121,0.9991765672507374,0.04301948638642714,0.9842490831881359,0.13261404537748905,0.9437462495711565,0.9033438600799789,0.14002146974821006,0.9386895686778243,0.08850803585647748,0.9569046865691265,0.0632337746444585
-2.1844889067298605,7.30156839710191,0,2,0.9992655356755756,0.0005845323734945,9.75837238968209e-05,5.234822703312597e-05,0,0.0101981959836024,0.9841404599816684,0.0033829040504997,0.0022784399842294,1,0.0132089709423151,0.0389712397717024,0.0176310163988688,0.9301887728871135,3,0.1334530632856092,0.407080394981123,0.2915095560260356,0.1679569857072321,1,0.2921794200067785,0.1854678082776794,0.3686746609320776,0.1536781107834644,2,0.3460196182981482,0.1677265965031212,0.2898245857671255,0.1964291994316048,0,1.0,1.0,1.0,1.0,0.9883333333333333,0.9791666666666666,0.9741666666666666,0.9733333333333333,0.004690962891020607,0.9986810033020811,0.06896474029799264,0.973942263998066,0.23236315764676305,0.8912175331154112,0.9331484545319692,0.11557083895508735,0.9577224683486338,0.07649524092529913,0.9704290025426107,0.056195032531022704
