0,1,clusters,kmeans,mu_1.5_0,mu_1.5_1,mu_1.5_2,mu_1.5_3,cluster_hard_1.5,mu_1.8_0,mu_1.8_1,mu_1.8_2,mu_1.8_3,cluster_hard_1.8,mu_2.1_0,mu_2.1_1,mu_2.1_2,mu_2.1_3,cluster_hard_2.1,mu_2.4_0,mu_2.4_1,mu_2.4_2,mu_2.4_3,cluster_hard_2.4,mu_2.7_0,mu_2.7_1,mu_2.7_2,mu_2.7_3,cluster_hard_2.7,mu_3.0_0,mu_3.0_1,mu_3.0_2,mu_3.0_3,cluster_hard_3.0,st_p_0.4_const_ass,st_p_0.6_const_ass,st_p_0.8_const_ass,st_p_1_const_ass,st_p_0.4_thr_0.5,st_p_0.6_thr_0.5,st_p_0.8_thr_0.5,st_p_1_thr_0.5,fuz_1.5_entropy,fuz_1.5_gap,fuz_1.8_entropy,fuz_1.8_gap,fuz_2.1_entropy,fuz_2.1_gap,fuz_2.4_entropy,fuz_2.4_gap,fuz_2.7_entropy,fuz_2.7_gap,fuz_3.0_entropy,fuz_3.0_gap
3.700192507122429,-1.785618529013294,0,0,0.0025809501138876,0.059739820619633,0.8049442605357663,0.1327349687307129,2,0.1256472891098208,0.663766386789243,0.0169049623043357,0.1936813617966003,1,0.1655762465937006,0.2206945843918522,0.5758380145647028,0.0378911544497441,2,0.1882917696962439,0.2348178356706639,0.5177393370813301,0.059151057551762,2,0.2387136028539341,0.4876785673852352,0.0769379222005752,0.1966699075602554,1,0.2408644092752747,0.1995203361059442,0.4675897424064288,0.0920255122123521,2,0.78,0.71,0.66,0.655,0.723804347826087,0.6423333333333333,0.5975641025641025,0.5718333333333334,0.4518646475366991,0.6722092918050534,0.6633266073308782,0.4700850249926427,0.7740524657544609,0.35514343017285066,0.838724506835357,0.28292150141066624,0.8723354050103128,0.2489649645313011,0.894080986532106,0.22672533313115412
4.440667379713835,-2.569372179450894,0,0,0.001160738788119,0.0647094170476411,0.9205592737031454,0.0135705704610946,2,0.1220695756682247,0.82618872237074,0.0092850920947055,0.0424566098663297,1,0.143344638242191,0.0639639316780982,0.7713124425284393,0.0213789875512713,2,0.1442978643106294,0.0756150851646457,0.7479248355860599,0.0321622149386649,2,0.0668704684192417,0.7868529226525626,0.0331847165445261,0.1130918923836695,1,0.0083134517669591,0.0127813962889227,0.9743183102515268,0.0045868416925912,2,0.865,0.74,0.62,0.535,0.7772549019607843,0.6744444444444445,0.6230952380952381,0.5812499999999999,0.23051336466330194,0.8558498566555043,0.4270798714953054,0.7041191467025153,0.5314904008464664,0.6279678042862483,0.5787844271548126,0.6036269712754305,0.5258696197940231,0.6737610302688931,0.10502207785837334,0.9615369139626041
5.248910372014486,0.6864662373027535,0,0,0.0132769940606355,0.0638424372807839,0.8557420351062585,0.0671385335523219,2,0.1448219861015353,0.6571114108495876,0.053113155010354,0.1449534480385229,1,0.1923157634880814,0.189560957428789,0.5259679410502186,0.0921553380329109,2,0.2174207553887044,0.2138060572177685,0.4465163981139439,0.1222567892795831,2,0.2287200915167359,0.3938850722772387,0.145301695931476,0.2320931402745493,1,0.2394696366188528,0.2423783130340131,0.3545452968391407,0.1636067535079933,2,1.0,1.0,0.865,0.81,0.8680769230769231,0.8284313725490197,0.7775,0.7322916666666665,0.3950715291182098,0.7886035015539365,0.7152982444873902,0.5121579628110646,0.8583816944770648,0.33365217756213716,0.9222846854155318,0.2290956427252395,0.9548330847008171,0.16179193200268938,0.9735329375253505,0.1121669838051276
6.013832547115709,-1.265384265590075,0,0,0.002127009951927,0.0136882360385343,0.9795621595897148,0.0046225944198234,2,0.0756639155938411,0.8642154005004447,0.0230201103238697,0.0371005735818443,1,0.146317624318941,0.0858059367599087,0.706733082720213,0.0611433562009374,2,0.1949839659498031,0.1276124820562925,0.5788903940656448,0.0985131579282596,2,0.1608273058065215,0.4797347381914582,0.1307606225123547,0.2286773334896655,1,0.1865517714822736,0.2534134620014476,0.4028960989742319,0.1571386675420468,2,1.0,0.99,0.81,0.695,0.8680769230769231,0.8278431372549019,0.7730392156862744,0.7292156862745099,0.08433208718198815,0.9658739235511805,0.382654844911776,0.7885514849066035,0.6550596642567461,0.5604154584012719,0.812415354517943,0.3839064281158417,0.9014633344160765,0.25105740470179266,0.9508561330112208,0.1494826369727843
4.333985223651672,0.59238962772089,0,0,0.011551908102347,0.0683426729833466,0.8098359988818952,0.110269420032411,2,0.1447779212467302,0.6199723757661428,0.0465818710478281,0.1886678319392989,1,0.1889843627327695,0.2251432498645511,0.5035739778765597,0.0822984095261197,2,0.2127919359929835,0.2425477442680672,0.4336384904886398,0.1110218292503093,2,0.2519383995147964,0.3884180423628012,0.1334205197148453,0.2262230384075569,1,0.2585969187257778,0.2351710740191914,0.354748757368862,0.1514832498861685,2,1.0,0.98,0.865,0.825,0.8680769230769231,0.8192999999999999,0.7493877551020408,0.6954545454545454,0.46804567982629486,0.6995665788494841,0.7456476990344753,0.4313045438268439,0.8667382695842918,0.2784307280120086,0.9227612226256944,0.1910907462205726,0.951885797517481,0.1364796428480048,0.9692591496382802,0.09615183864308424
7.578457392908424,-3.4017459273081565,0,0,0.2681835439511734,0.2836144751267831,0.4189032308498132,0.0292987500722301,2,0.2882388822821893,0.3660046752640446,0.276250906690928,0.0695055357628381,1,0.2849605228301363,0.1016040552893251,0.3349657025810876,0.2784697192994508,2,0.2813650924678924,0.1256232459010684,0.3135980094764252,0.2794136521546138,2,0.144236440483764,0.2929338354252349,0.2806459772486256,0.2821837468423755,1,0.1587131985418048,0.2873946752448787,0.272636473279766,0.2812556529335505,1,0.625,0.55,0.39,0.36,0.6119047619047618,0.558142857142857,0.5382142857142858,0.5511111111111111,0.8499426108387663,0.13528875572303006,0.9140495570129481,0.07776579298185532,0.9467292728928735,0.05000517975095131,0.9646815939080352,0.03223291700853281,0.9756772235258776,0.010750088582859363,0.9821735159625038,0.006139022311328235
7.082377045614078,-3.352517610150024,0,0,0.1655410753847946,0.3170082901803472,0.4918364050270258,0.0256142294078324,2,0.3141215834953136,0.4134642157897276,0.2076491496552487,0.0647650510597102,1,0.305287815067361,0.0969722468626042,0.3695699326887213,0.2281700053813133,2,0.2980095355997913,0.1214058805204466,0.3401933292100437,0.2403912546697182,2,0.1405932090787618,0.3129656194403439,0.2492867784676685,0.2971543930132256,1,0.1556132652165522,0.3021377651693271,0.2868762144154207,0.2553727551986998,1,0.7,0.565,0.405,0.38,0.6660869565217391,0.570921052631579,0.5525757575757576,0.569264705882353,0.7969426193499987,0.1748281148466786,0.8891157575090681,0.09934263229441398,0.93308221318859,0.06428211762136027,0.9566963709648384,0.042183793610252374,0.9711377841356004,0.015811226427118297,0.9795435191080657,0.015261550753906394
5.543789766732919,-2.151660846283536,0,0,0.000164069035584,0.0023514661239496,0.9970857173155928,0.0003987475248734,2,0.0257836281191623,0.9613778725208498,0.0047113054935747,0.0081271938664131,1,0.0778279180334883,0.0328981513458382,0.8669236390377273,0.0223502915829461,2,0.1387462723845274,0.0700345332298223,0.7390627135103329,0.0521564808753174,2,0.1129278312188099,0.5986168004695095,0.0892212190774604,0.1992341492342201,1,0.1517646292944696,0.2485677789693204,0.4748420867915889,0.124825504944621,2,0.99,0.95,0.75,0.62,0.8611538461538462,0.81,0.7425999999999999,0.6773584905660378,0.01564873785546997,0.9947342511916432,0.14177222986508922,0.9355942444016875,0.37495069470440723,0.789095721004239,0.6043169519571014,0.6003164411258055,0.7866304368597192,0.3993826512352894,0.8984731293960948,0.2262743078222685
4.604970086090277,-2.826200571739828,0,0,0.0021486153074068,0.173346536214966,0.8087855010354442,0.0157193474421828,2,0.2221687519047774,0.7190716495888755,0.0133005579587229,0.0454590405476241,1,0.2257039050409692,0.0680437085527013,0.6781326477818729,0.0281197386244566,2,0.2141073839489582,0.0820570735115771,0.6625428116879116,0.0412927308515529,2,0.0844279061708332,0.6816603148854371,0.0481821336438136,0.185729645299916,1,0.0830512401404202,0.160870114873706,0.7044112696544151,0.0516673753314586,2,0.7,0.65,0.535,0.47,0.6607291666666667,0.6161111111111112,0.5933720930232558,0.5541428571428572,0.3995573606113458,0.6354389648204782,0.554952296794242,0.4969028976840981,0.6367050362534596,0.45242874274090367,0.6777214027906421,0.4484354277389534,0.6699272780072625,0.4959306695855211,0.6495725543442926,0.5435411547807092
4.14023734427618,-1.875371154057199,0,0,0.0007963570491542,0.0198607595564681,0.9607982584517112,0.0185446249426663,2,0.0698313640282458,0.858552034101649,0.0089384169052591,0.0626781849648459,1,0.114593359117795,0.1029440047870961,0.7572277436287048,0.0252348924664038,2,0.1471301769706543,0.134341749528333,0.6737450978982218,0.0447829756027908,2,0.1544112959323959,0.6179133885638197,0.062709753031481,0.1649655624723033,1,0.1750678248370867,0.1818973838782404,0.5615680846183619,0.0814667066663108,2,0.945,0.83,0.725,0.63,0.8320588235294119,0.7335555555555556,0.6463636363636364,0.5890540540540541,0.1413033795838824,0.940937498895243,0.38416998405334657,0.7887206700734033,0.5667860980830152,0.6426343845109098,0.6901824828704148,0.5266149209275675,0.7623621071081363,0.4529478260915164,0.8247887648395623,0.37967070074012155
