0,1,clusters,kmeans,mu_1.5_0,mu_1.5_1,mu_1.5_2,cluster_hard_1.5,mu_1.8_0,mu_1.8_1,mu_1.8_2,cluster_hard_1.8,mu_2.1_0,mu_2.1_1,mu_2.1_2,cluster_hard_2.1,mu_2.4_0,mu_2.4_1,mu_2.4_2,cluster_hard_2.4,mu_2.7_0,mu_2.7_1,mu_2.7_2,cluster_hard_2.7,mu_3.0_0,mu_3.0_1,mu_3.0_2,cluster_hard_3.0,st_p_0.4_const_ass,st_p_0.6_const_ass,st_p_0.8_const_ass,st_p_1_const_ass,st_p_0.4_thr_0.5,st_p_0.6_thr_0.5,st_p_0.8_thr_0.5,st_p_1_thr_0.5,fuz_1.5_entropy,fuz_1.5_gap,fuz_1.8_entropy,fuz_1.8_gap,fuz_2.1_entropy,fuz_2.1_gap,fuz_2.4_entropy,fuz_2.4_gap,fuz_2.7_entropy,fuz_2.7_gap,fuz_3.0_entropy,fuz_3.0_gap
-5.260897288522755,-5.020134135109248,0,2,5.9217468600362815e-06,0.9999346315017276,5.944675141231274e-05,1,0.0011379662473579,0.9943374935883542,0.0045245401642879,1,0.7282081451592173,0.1915362249520072,0.0802556298887754,0,0.1344641772074053,0.2611699525277453,0.6043658702648493,2,0.1700613217455521,0.2923440235155646,0.5375946547388831,2,0.3089453110409857,0.1953396471298233,0.4957150418291909,2,1.0,1.0,1.0,0.995,0.9361965811965813,0.878263888888889,0.8403005464480875,0.7843629343629342,0.000650901273676,0.9998751847503152,0.03439312819371335,0.9898129534240663,0.6826432418796038,0.5366719202072101,0.8417738423484431,0.34319591773710406,0.9052056432273765,0.24525063122331853,0.9373161805598168,0.1867697307882052
-7.239224031204968,-6.000043456008949,0,2,0.0027030938614173,0.984164571036559,0.0131323351020237,1,0.0402991732213191,0.8554306197302335,0.1042702070484471,1,0.5806539100135666,0.2712682257462308,0.1480778642402025,0,0.1923000586045883,0.3052457434381658,0.5024541979572459,2,0.2191107334059609,0.3193586693032049,0.4615305972908342,2,0.3265807245856232,0.2375109876948506,0.4359082877195261,2,1.0,1.0,1.0,1.0,0.9361965811965813,0.878263888888889,0.8403005464480875,0.7896498054474708,0.080639840919108,0.9710322359345352,0.45395850996912157,0.7511604126817863,0.8668975085080489,0.3093856842673358,0.9330639445447865,0.1972084545190801,0.9594255178997646,0.1421719279876293,0.9729056232867165,0.1093275631339029
-6.214809485879842,-4.390746475790449,0,2,0.0001909047160194,0.9980597471870472,0.0017493480969334,1,0.0094463775655689,0.9548417735146588,0.0357118489197719,1,0.6815297229486958,0.2223855711116515,0.0960847059396525,0,0.1466410950787146,0.27680542032189,0.5765534845993953,2,0.1799178132426143,0.3011633709949333,0.5189188157624524,2,0.3142056550571405,0.2036248876462069,0.4821694572966526,2,1.0,1.0,1.0,1.0,0.9361965811965813,0.878263888888889,0.8403005464480875,0.7896498054474708,0.013361387437935076,0.9963103990901138,0.18856942993211478,0.919129924594887,0.7470438383441793,0.4591441518370444,0.8688756413246927,0.2997480642775053,0.9197481712139245,0.21775544476751907,0.9462350924550699,0.16796380223951213
-5.241156407692907,-5.701193586327487,0,2,0.0002354042223151,0.9980493944581408,0.001715201319544,1,0.0102194255475673,0.9561898166305426,0.0335907578218901,1,0.6704538413521571,0.2241881578405383,0.1053580008073045,0,0.1572926518059742,0.2809620564313178,0.5617452917627078,2,0.1898126475063044,0.305385023058762,0.5048023294349336,2,0.3180863832566495,0.2124426190189804,0.46947099772437,2,1.0,1.0,1.0,1.0,0.9361965811965813,0.878263888888889,0.8403005464480875,0.7896498054474708,0.013506225171726293,0.9963341931385968,0.18538564482202208,0.9225990588086525,0.7649342618501005,0.4462656835116188,0.8843789282802746,0.28078323533139005,0.930932819745232,0.19941730637617167,0.9543199724922535,0.1513846144677205
-6.225528989588717,-5.819835430197961,0,2,0.0004235609562562,0.9970579337602082,0.0025185052835355,1,0.0199279551153809,0.9219700714490856,0.0581019734355334,1,0.6249186361745022,0.2489181607353261,0.1261632030901718,0,0.1746880473553381,0.29377678308704,0.5315351695576218,2,0.204490526356974,0.3126834931561149,0.4828259804869111,2,0.3224462205296557,0.2250651481334779,0.4524886313368664,2,1.0,1.0,1.0,1.0,0.9361965811965813,0.878263888888889,0.8403005464480875,0.7896498054474708,0.01938665226562503,0.9945394284766728,0.28969828986512963,0.8638680980135522,0.8202430825998115,0.37600047543917603,0.9107560552377457,0.23775838647058178,0.9463155163998018,0.17014248733079623,0.9643304239298695,0.13004241080721068
-6.346169810903874,-5.533023258636204,0,2,0.0002638389389455,0.9980582900641738,0.0016778709968805,1,0.0171184656812972,0.9309054996707996,0.051976034647903,1,0.633337646138932,0.2453657905814894,0.1212965632795786,0,0.1702940781700558,0.2915267022680998,0.5381792195618443,2,0.2006951983036748,0.3111266211326505,0.4881781805636745,2,0.3213032793211787,0.2217813351324945,0.4569153855463267,2,1.0,1.0,1.0,1.0,0.9361965811965813,0.878263888888889,0.8403005464480875,0.7896498054474708,0.01350420229202544,0.9963804190672932,0.2639450292225904,0.8789294650228966,0.8100176258696363,0.3879718555574425,0.9049948127252362,0.24665251729374454,0.9426691137919622,0.17705155943102402,0.9618470463912783,0.13561210622514802
-7.72906754710913,-7.61798797237053,0,2,0.0147244113060963,0.9360427159257084,0.049232872768195,1,0.0808825981069065,0.7519589626369247,0.1671584392561687,1,0.5226566476439447,0.2930473766334362,0.184295975722619,0,0.2216589542520873,0.3165379576545888,0.4618030880933237,2,0.2435225620785361,0.3260701629362061,0.4304072749852578,2,0.3308448692785912,0.2582793487161464,0.4108757820052623,2,1.0,1.0,1.0,1.0,0.9361965811965813,0.878263888888889,0.8403005464480875,0.7896498054474708,0.2477925202029358,0.8868098431575134,0.6524402342255663,0.584800523380756,0.9197891882162608,0.2296092710105085,0.9601831424439088,0.1452651304387349,0.9759933436577483,0.10433711204905172,0.984009563484529,0.08003091272667112
-5.035859736828424,-5.7111802662874815,0,2,0.0004342308386913,0.9963224784259176,0.003243290735391,1,0.0109427920486256,0.9525591457157288,0.0364980622356455,1,0.675711608776326,0.2213042164626763,0.1029841747609977,0,0.1551774307752153,0.2795511062053155,0.5652714630194691,2,0.1879727766954198,0.3047123186998114,0.5073149046047688,2,0.3178013389389517,0.210824792657358,0.4713738684036903,2,1.0,1.0,0.995,0.995,0.9361965811965813,0.878263888888889,0.8353532608695652,0.786828793774319,0.0233206730588875,0.9930791876905266,0.19709548263786092,0.9160610834800833,0.7579997073937418,0.4544073923136497,0.8810119744010841,0.2857203568141536,0.9289724751249937,0.2026025859049574,0.9530420436287924,0.1535725294647386
-4.374653341201388,-5.441450634873115,0,2,0.0025114588621324,0.973486045703872,0.0240024954339956,1,0.0142067374750506,0.9309365713385254,0.054856691186424,1,0.717091394713705,0.1987103829945025,0.0841982222917924,0,0.1373986528728641,0.2666266804508903,0.5959746666762455,2,0.1722593970322139,0.2972160890984895,0.5305245138692966,2,0.3133509705882649,0.1969686846232932,0.4896803447884418,2,0.99,0.985,0.985,0.985,0.927905982905983,0.8695104895104895,0.8274054054054054,0.781692607003891,0.11898172856519242,0.9494835502698764,0.26060910465453935,0.8760798801521014,0.6989936348352979,0.5183810117192025,0.8498217086781835,0.32934798622535527,0.910117825742515,0.23330842477080704,0.9405250446269849,0.1763293742001769
-6.0678414397470615,-5.86220852229224,0,2,0.0003774874420736,0.9973528852987514,0.0022696272591748,1,0.0187349597255458,0.9262923182830342,0.05497272199142,1,0.6288165831348108,0.246668407315431,0.1245150095497581,0,0.1734226701379321,0.2927075682921429,0.5338697615699249,2,0.2034557891457525,0.3121244572022892,0.4844197536519581,2,0.3221484725974854,0.2241870837862277,0.453664443616287,2,1.0,1.0,1.0,1.0,0.9361965811965813,0.878263888888889,0.8403005464480875,0.7896498054474708,0.017692102898270327,0.9950832580395766,0.2775402045489353,0.8713195962916142,0.8159274397545525,0.3821481758193798,0.9088866765938289,0.24116219327778204,0.9452800191399772,0.1722952964496689,0.9636773455134247,0.13151597101880158
