0,1,2,3,4,5,6,7,8,clusters,kmeans,mu_1.5_0,mu_1.5_1,mu_1.5_2,mu_1.5_3,cluster_hard_1.5,mu_1.8_0,mu_1.8_1,mu_1.8_2,mu_1.8_3,cluster_hard_1.8,mu_2.1_0,mu_2.1_1,mu_2.1_2,mu_2.1_3,cluster_hard_2.1,mu_2.4_0,mu_2.4_1,mu_2.4_2,mu_2.4_3,cluster_hard_2.4,mu_2.7_0,mu_2.7_1,mu_2.7_2,mu_2.7_3,cluster_hard_2.7,mu_3.0_0,mu_3.0_1,mu_3.0_2,mu_3.0_3,cluster_hard_3.0
-3.455151037714547,-0.221245117383006,0.0855582455213241,1.2866874307819325,0.0844000945481401,-0.828421056614239,2.285785119122076,0.9783810623020732,1.1356201429561898,0,2,0.02304622384558492,0.9568291614310305,0.003774223092037349,0.016350391631347192,1,0.0426319961254503,0.664136916156774,0.14661838234135136,0.1466127053764245,1,0.30175613658727685,0.09472099507630684,0.30175259698372264,0.3017702713526936,3,0.29291235455621417,0.121255014553667,0.29291679579071495,0.2929158350994039,2,0.286068202549129,0.14179440945438299,0.28606906566640666,0.28606832233008145,2,0.28073766544286005,0.2807378269615715,0.15778670010774334,0.2807378074878251,1
-2.4927524386230067,-2.044487291014653,-0.571458482266093,0.9668006368358611,2.007202155433625,0.0501063628475001,0.1800548151572436,0.0,0.0,0,3,0.31399119519764,0.30423560242448544,0.014824174842789048,0.36694902753508546,3,0.040968751572653485,0.31042714183580805,0.324301064063966,0.3243030425275724,3,0.3104394598583122,0.06868146724726788,0.3104394088094856,0.31043966408493434,3,0.30110282546604533,0.09669384377668076,0.301101517811703,0.30110181294557087,0,0.2934636585676206,0.11961170571178702,0.29346125805948203,0.2934633776611103,0,0.28733069804998757,0.28733335427161183,0.13800295400201545,0.28733299367638504,1
-1.0253572744269484,0.2804411659596053,-0.4519487947637712,1.5275178522671529,1.0993797080328238,-2.9000581251512387,2.145952304477334,0.5500432046745377,0.0,0,3,0.3910984757283986,0.3718695013426674,0.034564147868165765,0.20246787506076835,0,0.0687794204424723,0.3472405021057152,0.29199458142312745,0.29198549602868495,1,0.3014598803997371,0.09561760639075213,0.30145896069796463,0.30146355251154605,3,0.2928709496158373,0.12138498778796691,0.2928721630825522,0.2928718995136437,2,0.2861791424235711,0.1414622923208453,0.2861793894818448,0.2861791757737388,2,0.28093177642517025,0.28093190320057776,0.15720443381873744,0.28093188655551454,1
-2.7563728168960244,0.2736561630015224,-0.445652821796816,0.5763865812262235,0.7347184520865492,0.2829785964232619,1.0033242582018032,0.8862318841931986,2.366161593076478,0,2,0.09417614551546588,0.8386836838262067,0.014461113060233066,0.05267905759809428,1,0.052455600454768096,0.5880199248193805,0.17976701130782047,0.17975746341803095,1,0.3022529314408387,0.09323048583863792,0.30224935000435016,0.3022672327161733,3,0.29382621275427967,0.1185121700602883,0.29383136890122197,0.29383024828421006,2,0.28716727929616837,0.13849606917665652,0.28716913539258593,0.28716751613458913,2,0.28188829785560393,0.28188747857234575,0.15433663118990013,0.28188759238215017,0
-2.292227481888414,-0.1799552622544791,0.1108580642263895,0.2322045097636338,1.937939424880396,1.3984344240001922,2.6368734238808638,2.1600998919327674,0.0,0,2,0.15380392885892957,0.7040438036297304,0.03135322341390036,0.11079904409743965,1,0.07654818300183645,0.477202526307566,0.22312845246199872,0.2231208382285988,1,0.2956276287906146,0.11311032412483747,0.2956253604371105,0.2956366866474374,3,0.28740770665822396,0.13777154001940783,0.2874107010349344,0.2874100522874339,2,0.2812018969675288,0.15639345812155228,0.2812026477727672,0.2812019971381517,2,0.2764366668039322,0.2764365847928119,0.17069015085594935,0.27643659754730665,0
-4.340757130527797,-0.8318102942597883,2.479299067930167,1.1336550163286527,-0.2273972235269193,-0.8248204773683652,1.6819048269983543,0.7675792022535519,1.6144133217071763,0,2,0.09169776457596074,0.7907883980617286,0.02284931449428781,0.09466452286802296,1,0.0768810428113227,0.5006592871055339,0.21123159828071614,0.21122807180242723,1,0.2931270378898697,0.12061269910297968,0.2931249708900952,0.29313529211705536,3,0.2847933214634459,0.14561598559603148,0.2847955902716193,0.28479510266890323,2,0.27869470407080005,0.163915922935687,0.27869466264047305,0.27869471035303994,3,0.27411937430675626,0.27412003363889287,0.17764064645814895,0.274119945596202,1
-1.7441406866496665,-0.4235747037846999,1.2166650787931688,0.1950343604219859,0.1416332772516014,-1.579616880872977,2.0028684213577628,0.2553859995954355,1.8045321410683277,0,2,0.1130124212184452,0.762267940081716,0.009076277178046044,0.11564336152179279,1,0.035007626386339676,0.537143992420807,0.21392672492436585,0.2139216562684874,1,0.31088671434914644,0.06733147948572941,0.31088391563932105,0.31089789052580313,3,0.30181102013372507,0.09456202706836518,0.30181377061560155,0.3018131821823081,2,0.294316250775685,0.11705190956323337,0.2943156453235975,0.29431619433748407,0,0.2882421525679449,0.2882436788243533,0.13527069511652245,0.2882434734911793,1
-2.034989975943195,0.6105300174710003,0.3746365552485914,0.8440906268012844,0.5710415141977581,0.4763868646803056,1.4102961449847002,0.0,2.07723297352664,0,2,0.1248171662613337,0.7816116670482186,0.026215015634506775,0.06735615105594091,1,0.06555971079019614,0.5633818629327444,0.1855346353095197,0.18552379096753968,1,0.29880461213772624,0.10357505602755505,0.2988009010891414,0.29881943074557726,3,0.2909744067368857,0.12706619956750212,0.29098034387679284,0.2909790498188194,2,0.2848049677945845,0.1455818864813978,0.28480782255289194,0.2848053231711258,2,0.2799036072781917,0.27990175539306894,0.16029262768497793,0.27990200964376144,0
-2.513908181359496,0.6452893711619204,-0.0934753824963282,1.0961020036958136,1.036346760865334,-0.0960561359400232,1.730359432018853,0.0,1.551488434082565,0,2,0.06985807785361108,0.8846979797310028,0.011567749183008614,0.03387619323237734,1,0.048794813882328744,0.6409505442215293,0.1551321394903429,0.15512250240579908,1,0.3020094972041505,0.09395893648691943,0.3020052970228782,0.3020262692860519,3,0.2938099164618241,0.11855885357642303,0.2938163109895727,0.29381491897218015,2,0.28729330485379967,0.1381170166138516,0.2872960311344072,0.2872936473979415,2,0.28209618276162385,0.2820946306561735,0.15371434210283647,0.28209484447936634,0
-2.942205107272669,-0.1795238238997333,1.6131848369578083,1.574372005305985,1.8849195575840036,-0.942659163613258,0.1549842174008768,0.0,1.6194854938914145,0,2,0.1744648063807601,0.653722739697824,0.023255371161324832,0.14855708276009102,1,0.060895284835907885,0.45788928049765754,0.24061065403642953,0.24060478063000515,1,0.30158804749881646,0.0952299530876579,0.3015860749029033,0.3015959245106224,3,0.2927189721357515,0.12183934570937742,0.29272106573206647,0.29272061642280456,2,0.28586641121880213,0.14240098403987142,0.2858662069264843,0.2858663978148422,0,0.28053831351035224,0.2805391621046652,0.1583834761042862,0.2805390482806964,1
-3.085464692471213,-0.1212364937554119,1.828542818550828,0.566740274710935,0.654819704715002,0.4757496970204883,2.6415859161214894,1.2327375622817798,0.3558933261072372,0,2,0.054634616509112145,0.8861325823934496,0.013122835807656842,0.04610996528978139,1,0.06359460083094202,0.5808396283139682,0.17778577127236844,0.17777999958272145,1,0.29600437502598015,0.11197796564758515,0.2960013985991887,0.29601626072724607,3,0.28762477005940407,0.13711895759672665,0.28762854431021717,0.28762772803365216,2,0.28132801311207,0.15601508638144887,0.2813287812929937,0.2813281192134875,2,0.2765122973890778,0.2765123759876071,0.17046295916979398,0.27651236745352115,1
-3.191151220501624,-1.0395606920901008,-0.4277635650458967,-0.0915132531289419,0.1974158548083932,1.5939085808477422,0.4687448489506018,0.0,1.9534223877181744,0,2,0.20751697727890162,0.5678001949709485,0.038659063486576634,0.18602376426357323,1,0.0784993305374885,0.41543207893026873,0.25303698044066075,0.25303161009158204,1,0.2963715507941923,0.11088060343432637,0.2963699657768367,0.29637787999464466,3,0.28799320021723623,0.1360169963775953,0.2879951075050808,0.2879946959000877,2,0.2816629148332664,0.1550110371302864,0.28166310264317507,0.2816629453932721,2,0.27680517310577557,0.27680549503414,0.16958387939855507,0.2768054524615295,1
-2.9543838513097325,1.5274012689738043,1.7808430901229162,-0.1249348808582558,1.3219014983620163,-0.2726225066615516,1.4973532064111763,2.888844087718761,2.123258022467991,0,2,0.12550172574590673,0.7365016822543887,0.05001472242779982,0.08798186957190489,1,0.10999438029383192,0.4793591657450674,0.205327003905623,0.2053194500554778,1,0.28366208184668307,0.1490067916462446,0.28365975558099477,0.28367137092607764,3,0.27701378098671203,0.16895268869863736,0.27701712881633156,0.27701640149831896,2,0.27219065558896155,0.18342664864526834,0.27219188346625683,0.27219081229951325,2,0.26857742965513043,0.2685768346103437,0.1942688186112148,0.2685769171233111,0
-1.3602739868023217,-0.6505069976937228,0.8282304533350496,0.3215526258808026,-0.1574269026016326,-1.5298558931079675,0.7849061567738254,1.458077766180964,0.9830265945300646,0,2,0.2408551676498786,0.5501551562051057,0.008285493144707229,0.20070418300030857,1,0.02457854700226095,0.4558823083233923,0.25977416811819426,0.25976497655615244,1,0.31823635427574776,0.045282623820779126,0.3182335768699622,0.318247445033511,3,0.30984544473654363,0.07045966966221771,0.30984767935573254,0.30984720624550616,2,0.3023004423335455,0.09310032815503666,0.302298948373469,0.3023002811379489,0,0.29584267558890737,0.29584522595842977,0.11246721698667407,0.29584488146598864,1
-2.105692229796793,1.535410892607402,1.5735429551579456,0.1383991364387737,0.9367442120136736,0.273943125976181,0.0027187111200053,1.1606022619379424,1.9746925871005965,0,2,0.20925543804317762,0.5862515398618893,0.08780352215620088,0.11668949993873227,1,0.12659357398107332,0.4331196458412447,0.22014901971336676,0.22013776046431519,1,0.28255939627465776,0.15231452811034357,0.2825569628617725,0.28256911275322627,3,0.2765763313586597,0.1702636571147335,0.27658045601452574,0.276579555512081,2,0.2720544664742796,0.1838340448105701,0.2720567417697349,0.2720547469454154,2,0.2685657630926777,0.2685640932704517,0.19430582176709257,0.268564321869778,0
