0,1,2,3,4,5,6,7,8,clusters,kmeans,mu_1.5_0,mu_1.5_1,mu_1.5_2,mu_1.5_3,mu_1.5_4,cluster_hard_1.5,mu_1.8_0,mu_1.8_1,mu_1.8_2,mu_1.8_3,mu_1.8_4,cluster_hard_1.8,mu_2.1_0,mu_2.1_1,mu_2.1_2,mu_2.1_3,mu_2.1_4,cluster_hard_2.1,mu_2.4_0,mu_2.4_1,mu_2.4_2,mu_2.4_3,mu_2.4_4,cluster_hard_2.4,mu_2.7_0,mu_2.7_1,mu_2.7_2,mu_2.7_3,mu_2.7_4,cluster_hard_2.7,mu_3.0_0,mu_3.0_1,mu_3.0_2,mu_3.0_3,mu_3.0_4,cluster_hard_3.0
0.5244345407939566,-3.474243003105191,-1.2899630679396192,1.067001074103443,0.1856982385543711,-0.5339483107538532,0.0049498479382258,0.0,0.1206724871125122,0,4,0.027690958511758595,0.9370113340304603,0.013258687835269126,0.010753961347183498,0.011285058275328278,1,0.022588847950308695,0.0225888851992632,0.03733701756223,0.7822713044204626,0.13521394486773552,3,0.5744139515355282,0.09234075621765785,0.20694965860882036,0.0631478168177463,0.06314781682024728,0,0.2548124445054418,0.0981420615975316,0.09814206159753157,0.414590034150019,0.1343133981494761,3,0.12064785679904749,0.3001604279453808,0.30024553248290137,0.12064785679904749,0.15829832597362284,2,0.2788203966816837,0.17272447233065985,0.13483099223551845,0.27879314651661946,0.13483099223551845,0
1.0976434850630212,-2.0238964598023665,-2.515925866820283,2.701647505785955,0.1972644641182553,-1.711749783540503,0.0,0.7890529886827016,0.3895017872338234,0,4,0.03010798609319942,0.9268539677034687,0.010633582898575977,0.015719644637753105,0.016684818667002842,1,0.03487468649149461,0.03487475271522267,0.047501453144292397,0.7032851963707738,0.17946391127821656,3,0.5420203757337879,0.09382562283408911,0.216571052726171,0.07379147435131739,0.07379147435463446,0,0.25338720398085696,0.10601624150946752,0.10601624150946751,0.4043707435818783,0.1302095694183296,3,0.12697044077023528,0.296668876513228,0.29675246785967313,0.1269704407702353,0.15263777408662832,2,0.27623619394271615,0.1670680658568945,0.14024346636927323,0.2762088074618429,0.14024346636927323,0
1.36902793900342,-2.9389785853519643,-3.1893987667840946,0.9654798618421624,-0.8419923541353314,-3.2813626680159964,0.0,0.0,0.9017369090157614,0,4,0.033945331934345596,0.8892121894915911,0.017134339918628182,0.028527623977099674,0.03118051467833555,1,0.043322883782309134,0.043322980063511256,0.04345110399012998,0.7189859860560084,0.1509170461080412,3,0.523254247646208,0.0918501807458815,0.20417018546997842,0.09036269306673372,0.09036269307119835,0,0.2413960951916819,0.12337526480771875,0.12337526480771871,0.3848763511984596,0.126977023994421,3,0.14263454204634138,0.2832497234042687,0.2833290985816094,0.1426345420463414,0.14815209392143908,2,0.2651873266485583,0.1618319081859113,0.15390983550150647,0.2651610941625175,0.15390983550150644,0
1.2640431115304442,-2.9873201171645376,-1.6478325207608755,0.9528157790191748,1.3521743626034186,-1.516752040218375,0.1196087388313418,0.0,1.6421017581382436,0,4,0.02242766910689062,0.942522446531992,0.007684643135424176,0.013451352999151097,0.013913888226542121,1,0.0303487971597879,0.030348838268356625,0.03836457202136066,0.7549468902358368,0.1459909023146579,3,0.5684913355496825,0.08684747016722469,0.20032422098776825,0.07216848664642506,0.07216848664889959,0,0.24661708725615042,0.10753242882106064,0.1075324288210606,0.4119777796467541,0.12634027545497425,3,0.12952138856757262,0.295442317063097,0.2955323188363476,0.12952138856757262,0.14998258696541023,2,0.27494937257428703,0.1646158108048861,0.14275735794902433,0.2749201007227782,0.14275735794902436,0
0.281550171206285,-1.977060106299808,-0.6794749850029813,1.4706308212398522,-0.8914283189345396,-1.0352611202526951,0.0,0.0,0.0,0,4,0.0402785046901136,0.9052268473153835,0.02248070765859525,0.01562550925922196,0.01638843107668586,1,0.027039060586302593,0.02703910993731213,0.04454390322751937,0.7419895696147916,0.15938835663407436,3,0.5516986303775144,0.09630610807612021,0.22019237062796054,0.06590144545774855,0.06590144546065618,0,0.26010209579022897,0.09757203392921902,0.097572033929219,0.41102657182820945,0.13372726452312345,3,0.11870815489274371,0.3031500126399564,0.30323335924242206,0.11870815489274374,0.15620031833213413,2,0.28186332247497803,0.1707952827998277,0.13275264283549096,0.2818361090542123,0.13275264283549096,0
0.9646620745779452,-3.004592801057365,-1.4554720778944112,0.6647261519789872,0.3860240492460625,-1.7862996827051765,0.0,0.0,1.204622826190066,0,4,0.017611500716505066,0.9536843536037929,0.007870193128619063,0.010185547616028757,0.010648404935054048,1,0.015745500324988237,0.015745525503652665,0.020210789243665397,0.8667212620609278,0.08157692286676589,3,0.6344241982303356,0.07228119549214367,0.17457975202827253,0.05935742712346377,0.05935742712578438,0,0.24160897070694717,0.09997405806229112,0.09997405806229111,0.43978843599454415,0.11865447717392645,3,0.12467486782281209,0.3024311695013626,0.30253603999160134,0.12467486782281209,0.1456830548614118,2,0.28038235261614075,0.16151931410217357,0.13887476516950248,0.28034880294268055,0.13887476516950248,0
0.8873651899920165,-4.497149602001019,-2.332264299791441,1.2985258476922923,1.27177309769468,-3.1008981531136017,0.0,0.0,0.3273143739748065,0,4,0.044670824387320444,0.846857887310262,0.02745493190234283,0.04021903613644904,0.040797320263625675,1,0.05990388690970229,0.05990393938435436,0.059674253661350575,0.6444881397153297,0.1760297803292632,3,0.4675446908377814,0.1075518512396097,0.2117225572565354,0.10659045033176734,0.10659045033430632,0,0.2378246466717377,0.1360825698769829,0.13608256987698283,0.3511837610396938,0.13882645253460266,3,0.1525781348120028,0.268932642533927,0.26899513427241717,0.1525781348120028,0.15691595356965027,2,0.25352904630373785,0.1685781642317168,0.16219222299119776,0.25350834348214984,0.16219222299119776,0
0.8370982974499143,-2.259772888754761,-2.632598987469238,0.878565891269183,0.0387969685616596,-1.171791577703912,0.0783201786281607,0.0,1.383437491938676,0,4,0.017748813647307207,0.9546064394872288,0.007138633879538633,0.009726286089700869,0.010779826896224571,1,0.01568930040934113,0.015689342418973958,0.020369292128473982,0.8616006295287774,0.08665143551443355,3,0.6418521786513162,0.06961990287048578,0.17526862397829449,0.05662964724826227,0.05662964725164128,0,0.24326594201578788,0.09633675922628117,0.09633675922628111,0.44868235580487814,0.1153781837267717,3,0.1212879648707442,0.3071736704114074,0.3072834789184957,0.1212879648707442,0.14296692092860852,2,0.2844339445692677,0.15940667189789634,0.13588036717985755,0.28439864917312097,0.13588036717985755,0
2.2594267794490657,-3.049343958644359,-1.991435809222583,0.6474288250291541,0.8858879208475366,-0.1752310125655294,0.0,0.1660652167406567,0.2064045222797618,0,4,0.010426573879542527,0.9826777216093291,0.0014980682479164154,0.002602632733620678,0.002795003529591479,1,0.019461220412951046,0.01946125655375783,0.04174488131131053,0.7085629523902343,0.21076968933174625,3,0.6078268815914557,0.08137323666679362,0.21900305288828192,0.0458984144257517,0.045898414427716965,0,0.2658934537130802,0.07658847808642874,0.07658847808642869,0.45859386755305254,0.12233572256100975,3,0.10068262310150243,0.3240349584293761,0.3241413829713967,0.10068262310150244,0.1504584123962222,2,0.2985311346213862,0.16839199500986582,0.11728988192705984,0.29849710651462824,0.11728988192705984,0
0.7113332606364138,-3.275406128302356,-1.732601417380777,-1.1368109691941553,1.633677735099436,-2.7669087236001246,0.0,0.0,0.0,0,4,0.05002471733887238,0.7730314584322865,0.037405305255250626,0.06880089014354304,0.07073762883004749,1,0.07786634153694644,0.07786643565349079,0.05900474843021099,0.6135441252175858,0.17171834916176587,3,0.44165440447305604,0.10313595045867827,0.20596636409852448,0.12462164048294554,0.12462164048679562,0,0.23023521318738577,0.1504037135382405,0.15040371353824045,0.33752539919755875,0.13143196053857445,3,0.16401029222713862,0.2616511354704466,0.2617123813381837,0.16401029222713862,0.14861589873709244,2,0.24794604743504275,0.1605315707654394,0.1717986087678251,0.24792516426386765,0.17179860876782507,0
