0,1,2,3,4,clusters,kmeans,mu_1.5_0,mu_1.5_1,cluster_hard_1.5,mu_1.8_0,mu_1.8_1,cluster_hard_1.8,mu_2.1_0,mu_2.1_1,cluster_hard_2.1,mu_2.4_0,mu_2.4_1,cluster_hard_2.4,mu_2.7_0,mu_2.7_1,cluster_hard_2.7,mu_3.0_0,mu_3.0_1,cluster_hard_3.0
-4.642792176387023,-1.2853853397660604,-0.4417830956515356,1.1301819108803377,0.0,0,1,0.9915712213522266,0.008428778647773288,0,0.04409559351547685,0.9559044064845231,1,0.9047290911799819,0.09527090882001811,0,0.8522259353259436,0.1477740646740563,0,0.8050411145234901,0.19495888547650986,0,0.2350026549790535,0.7649973450209466,1
-4.04538341964313,-0.0355706252436538,-1.358056597198276,-0.6407266962164107,0.0,0,1,0.9920917881685687,0.00790821183143139,0,0.04351986210971027,0.9564801378902898,1,0.9050464646961613,0.09495353530383857,0,0.8529040385348848,0.1470959614651152,0,0.8065346085189363,0.19346539148106362,0,0.23262744882761854,0.7673725511723815,1
-2.229002135611968,-0.1742095953920173,-0.226974080591836,1.2351475080897945,0.3415000989281227,0,1,0.9929754805115472,0.007024519488452883,0,0.039492854039928305,0.9605071459600717,1,0.9118972208216825,0.0881027791783175,0,0.8608719840101094,0.13912801598989064,0,0.8143247785748229,0.1856752214251772,0,0.22562426536497318,0.7743757346350267,1
-4.570648653554038,-0.1428463500589988,-2.548746725820683,1.3801048736855157,0.0,0,1,0.9850619692452286,0.014938030754771445,0,0.06336625128170943,0.9366337487182905,1,0.8777781884966752,0.12222181150332476,0,0.82324215737935,0.17675784262065003,0,0.7771619230657559,0.22283807693424396,0,0.2605229758486083,0.7394770241513918,1
-2.826028379630967,0.2103779719594982,-0.1657572215035948,1.913729887392881,0.3461921080389788,0,1,0.9955228470301489,0.004477152969851061,0,0.029485710308001532,0.9705142896919985,1,0.9284490997201622,0.07155090027983783,0,0.8808251772130529,0.11917482278694716,0,0.8351287071549488,0.16487129284505117,0,0.20544135754178344,0.7945586424582165,1
-3.171176098809366,-0.2825953302400146,-0.7919738830666124,1.682768448501861,0.0,0,1,0.9945640679838043,0.005435932016195846,0,0.032737678404476174,0.9672623215955238,1,0.9231950693915075,0.07680493060849239,0,0.8740569523386769,0.1259430476613231,0,0.8273402584184345,0.1726597415815656,0,0.21377733065236112,0.7862226693476388,1
-5.264368994280481,0.5705346575626696,-1.151123450381918,0.7977165441565786,0.0,0,1,0.9954768059328514,0.004523194067148642,0,0.03083161294769653,0.9691683870523035,1,0.9254258742163065,0.07457412578369348,0,0.877268821029812,0.12273117897018808,0,0.8320790551452287,0.16792094485477127,0,0.2075394521619653,0.7924605478380348,1
-3.1288174657924475,-1.2301727336697352,1.133942074782956,2.289354484276662,0.0,0,1,0.983049763790514,0.016950236209486085,0,0.06928650666124672,0.9307134933387533,1,0.8696083870048201,0.13039161299517982,0,0.8146053152501163,0.18539468474988366,0,0.7689974680584905,0.23100253194150955,0,0.2678772177251987,0.7321227822748013,1
-4.516421795985472,-2.987097024559864,-1.1634515242455012,2.8236608134036487,0.0,0,1,0.9640239666402028,0.035976033359797065,0,0.10815550822328518,0.8918444917767148,1,0.8237888166669506,0.1762111833330495,0,0.7689429312292063,0.23105706877079368,0,0.7262519573346538,0.2737480426653462,0,0.30692861686881046,0.6930713831311897,1
-3.456248088510552,-0.2534073535421243,-0.9832586466037864,1.7423855941954445,0.0,0,1,0.9946297701536551,0.005370229846344917,0,0.032434293140405544,0.9675657068595944,1,0.9237329672168605,0.07626703278313945,0,0.8747094240635942,0.12529057593640588,0,0.8279984136546196,0.17200158634538057,0,0.21317269177525194,0.786827308224748,1
-3.302844167283375,0.7845206903253671,-1.5501524192933398,0.8470390800102416,0.0,0,1,0.9954218699263653,0.004578130073634803,0,0.030056243535148235,0.9699437564648518,1,0.9274211287499348,0.07257887125006533,0,0.8796845557713879,0.12031544422861216,0,0.8341617092154519,0.16583829078454815,0,0.2061110401962102,0.7938889598037899,1
-3.934922436296871,-1.4937521759032932,-0.3589825894091923,0.7134464881969804,0.0,0,1,0.9909950447002774,0.009004955299722587,0,0.045894816192221265,0.9541051838077786,1,0.902033755277116,0.09796624472288404,0,0.8490989671656134,0.15090103283438666,0,0.801815723755588,0.19818427624441218,0,0.2381359405626189,0.7618640594373811,1
-4.43625195377491,-0.3628107757879469,-0.9288961927316792,0.9715616004772202,0.0,0,1,0.9962027534449739,0.0037972465550260167,0,0.026098494156719155,0.9739015058432808,1,0.9343185995513528,0.06568140044864731,0,0.8875471370033466,0.1124528629966533,0,0.8414343887677915,0.1585656112322085,0,0.20010398912742505,0.7998960108725749,1
-4.452585454086052,-0.7423314111853507,0.5154016046726265,1.9879156220620788,0.0,0,1,0.9925012708104778,0.007498729189522267,0,0.0415088251913114,0.9584911748086885,1,0.9085313375474522,0.09146866245254788,0,0.8568936336680711,0.14310636633192877,0,0.8102674849685868,0.18973251503141322,0,0.22950043075777177,0.7704995692422283,1
-3.726858437483383,0.4092109864109688,0.135706621282773,1.741534768294813,0.0,0,1,0.9981411861265976,0.0018588138734022955,0,0.016630649458619435,0.9833693505413806,1,0.952407378253412,0.04759262174658805,0,0.9119253761249797,0.08807462387502026,0,0.8691204318296888,0.13087956817031124,0,0.17146254436892713,0.8285374556310728,1
-3.8801093921791656,-0.5196670568378585,-0.8473089630500175,0.8174459706437283,0.0,0,1,0.9960620000994804,0.003937999900519518,0,0.026547405761756137,0.9734525942382438,1,0.9335883494542816,0.06641165054571833,0,0.8865260510164691,0.11347394898353083,0,0.8401537186744934,0.1598462813255066,0,0.20156460815589378,0.7984353918441062,1
-3.497992374604522,-1.056556679732097,-2.353873099519275,1.3140359859668072,0.0,0,1,0.9833663831612467,0.01663361683875337,0,0.06708609535085971,0.9329139046491403,1,0.8730380439699915,0.12696195603000845,0,0.8180050164509564,0.18199498354904364,0,0.7717213326133205,0.22827866738667957,0,0.26596866119066587,0.734031338809334,1
-4.422288155560481,-0.7073389040300295,-1.786987357709302,0.1689214577729993,0.0,0,1,0.9897247788240475,0.010275221175952467,0,0.05018982244015237,0.9498101775598478,1,0.8957139395216827,0.1042860604783174,0,0.8422715390721388,0.15772846092786114,0,0.7953834204145062,0.20461657958549379,0,0.24382746911697992,0.75617253088302,1
-3.071569408166795,0.0172123152421306,-2.0831625261554216,2.51632121151546,0.0,0,1,0.9831201445899234,0.016879855410076576,0,0.06798365302224664,0.9320163469777533,1,0.8720187303820663,0.12798126961793363,0,0.8173404789821312,0.18265952101786875,0,0.771542771812802,0.228457228187198,0,0.2657171475389566,0.7342828524610434,1
-3.2445784867078733,-1.2924288807578277,0.3055074573448805,1.4710636931887462,0.0,0,1,0.990374678525095,0.009625321474904976,0,0.047992017427875434,0.9520079825721245,1,0.899005026402775,0.10099497359722505,0,0.8458882907469418,0.1541117092530582,0,0.7988383223857511,0.20116167761424894,0,0.24073892066360267,0.7592610793363974,1
-3.681680330556717,-0.898415238597578,-1.0767307591329611,0.3596841499201004,0.0,0,1,0.9929631610708273,0.00703683892917285,0,0.03904649785820925,0.9609535021417906,1,0.9126018713636418,0.0873981286363581,0,0.8612224791097045,0.1387775208902954,0,0.8140053453257693,0.18599465467423065,0,0.22661418203528197,0.7733858179647181,1
-2.7969954063397764,-1.3456342318022454,-0.6656340220483772,0.2224978168577271,0.0,0,1,0.9881042225917305,0.011895777408269602,0,0.054841159309821606,0.9451588406901784,1,0.8891437665138585,0.11085623348614161,0,0.8349565862522809,0.16504341374771916,0,0.7880335676227518,0.2119664323772483,0,0.25085938589171397,0.7491406141082861,1
-1.913714851924917,0.4041365393671637,-1.6973348458403614,-0.1464057679388628,0.0,0,1,0.9822421537991796,0.017757846200820507,0,0.0716280557877617,0.9283719442122382,1,0.8665595473079447,0.13344045269205523,0,0.8116892228162409,0.1883107771837592,0,0.7666133397696939,0.23338666023030608,0,0.2696370382754964,0.7303629617245035,1
-2.721462018045135,-2.027646235091649,-1.087821139674404,2.234935491777033,0.2762799540364111,0,1,0.9777092998425294,0.022290700157470505,0,0.08052084938249358,0.9194791506175064,1,0.8560096846706419,0.143990315329358,0,0.8004908055203879,0.19950919447961216,0,0.755164734858364,0.24483526514163595,0,0.28107864042863584,0.7189213595713642,1
-4.1763562362359945,1.0201706269892288,0.459301510919177,0.6854650315334179,0.7390984304228637,0,1,0.9999879094720272,1.2090527972838596e-05,0,0.0009648782023171757,0.9990351217976827,1,0.9931187265082879,0.006881273491711981,0,0.9803110936077707,0.01968890639222933,0,0.9619991880245887,0.038000811975411226,0,0.060550227228333024,0.9394497727716671,1
-3.8068385564745566,-0.2297439230501634,-0.2392257980400474,2.156424712832168,0.8669380073265817,0,1,0.9958011289597842,0.004198871040215702,0,0.028212871150192824,0.9717871288498072,1,0.9305696293425487,0.06943037065745124,0,0.8832158146811185,0.1167841853188814,0,0.8373572835919013,0.16264271640809863,0,0.20356658365509528,0.7964334163449047,1
-4.770023208233929,-0.3528547628240638,1.179497206364888,1.7271897985620086,0.0,0,1,0.9922084920909237,0.0077915079090763745,0,0.04391374133146933,0.9560862586685307,1,0.9042268278539932,0.09577317214600681,0,0.8522831538667321,0.14771684613326783,0,0.8064302070914411,0.19356979290855894,0,0.23220223468804072,0.7677977653119593,1
-3.2600925887078063,-1.000819064662214,0.9830232130041044,2.306853736949507,0.0,0,1,0.9861732079184207,0.013826792081579336,0,0.06103186443911258,0.9389681355608874,1,0.8805405406091656,0.11945945939083441,0,0.8261092940672136,0.17389070593278644,0,0.7800232833588545,0.21997671664114543,0,0.2577263081739638,0.7422736918260362,1
-4.570292754507327,0.1504936265416671,-0.412197220383054,0.6303226247891235,1.4498223575429017,0,1,0.9986892649323267,0.0013107350676733974,0,0.014003493444128053,0.9859965065558719,1,0.9569923761191345,0.043007623880865396,0,0.9180254648844558,0.08197453511554416,0,0.8764632984202174,0.12353670157978258,0,0.16319689324312364,0.8368031067568763,1
