0,1,2,3,4,clusters,kmeans,mu_1.5_0,mu_1.5_1,cluster_hard_1.5,mu_1.8_0,mu_1.8_1,cluster_hard_1.8,mu_2.1_0,mu_2.1_1,cluster_hard_2.1,mu_2.4_0,mu_2.4_1,cluster_hard_2.4,mu_2.7_0,mu_2.7_1,cluster_hard_2.7,mu_3.0_0,mu_3.0_1,cluster_hard_3.0
-1.1976636647891024,-6.135485223554932,1.045260950489737,-3.065404220160033,0.0,0,0,0.9999180815835433,8.191841645673732e-05,0,0.9971467576496977,0.002853242350302366,0,0.9857952500462656,0.014204749953734518,0,0.9649761686057962,0.035023831394203966,0,0.9381169164142419,0.06188308358575817,0,0.09105055427519235,0.9089494457248076,1
0.0475987046121286,-5.837181716667897,0.2386492098542315,-2.3637195494312504,0.0,0,0,0.9993714736089768,0.0006285263910230901,0,0.990071058984737,0.009928941015263043,0,0.9658363216466936,0.034163678353306415,0,0.9321432942405771,0.06785670575942293,0,0.8958770259522131,0.10412297404778696,0,0.13891104204310184,0.8610889579568982,1
0.3051315371012564,-6.302203335219295,-0.0017635427642825,-4.168162747751232,1.189005442527032,0,0,0.998461495011546,0.0015385049884540415,0,0.9825876320478986,0.017412367952101323,0,0.9487472771277102,0.051252722872289644,0,0.9072115366357745,0.0927884633642255,0,0.8661130126689685,0.13388698733103158,0,0.17102367370901564,0.8289763262909844,1
-0.7746277761197726,-6.926276191306973,-0.4384137932118379,-3.891888609308747,2.059751584576528,0,0,0.9948255196513057,0.00517448034869438,0,0.9635149703770483,0.036485029622951796,0,0.9142722734459348,0.08572772655406523,0,0.8638608742476397,0.1361391257523602,0,0.819353607669822,0.18064639233017793,0,0.21797167563973383,0.7820283243602661,1
0.5579162408353586,-6.033322117581196,1.6441249157373612,-2.4232126150762667,0.0,0,0,0.9989995235882743,0.0010004764117257378,0,0.9867262743725865,0.013273725627413493,0,0.9579957686196756,0.0420042313803244,0,0.9206107946720736,0.07938920532792636,0,0.8820675180918708,0.11793248190812927,0,0.15383862867118184,0.8461613713288181,1
-1.4710234211976498,-5.63728458720302,0.2080687683654136,-3.916136751773865,0.0,0,0,0.9996697561543667,0.00033024384563332056,0,0.9933010196535157,0.006698980346484329,0,0.9739208923730671,0.026079107626932795,0,0.94434234521346,0.05565765478653996,0,0.9106660131391713,0.08933398686082865,0,0.12277594453846859,0.8772240554615313,1
-0.3164780828693918,-6.255936907472411,1.2200076252780605,-4.8491859881425565,0.0,0,0,0.9992084287491727,0.0007915712508272235,0,0.988381044714668,0.011618955285331911,0,0.9613326708363333,0.03866732916366677,0,0.9248087025267572,0.07519129747324288,0,0.8864056676678235,0.11359433233217646,0,0.14972215258105007,0.85027784741895,1
-0.316709349555295,-4.702119188449862,-0.1863071491816563,-4.003958731069695,0.0,0,0,0.9987172446677289,0.0012827553322711073,0,0.9846968241581701,0.015303175841830016,0,0.953666396414466,0.04633360358553389,0,0.9145947383958715,0.08540526160412848,0,0.875241918694099,0.12475808130590096,0,0.16078417255588676,0.8392158274441133,1
1.6546634474245376,-3.783949824693885,1.825376260338278,-4.132656142050472,0.0,0,0,0.986843458844335,0.013156541155664924,0,0.9368772233948547,0.06312277660514541,0,0.8762417463076799,0.12375825369232007,0,0.8224116348407635,0.17758836515923643,0,0.7786184839147589,0.2213815160852411,0,0.25634208220922555,0.7436579177907744,1
-1.6659331984720365,-4.422567736783724,-0.3913973731887326,-4.403400863319995,0.0,0,0,0.9916093832378098,0.008390616762190278,0,0.9516782375563606,0.04832176244363933,0,0.896461171941348,0.10353882805865199,0,0.8438478279628034,0.15615217203719658,0,0.7993774469998415,0.20062255300015858,0,0.23688902665247047,0.7631109733475295,1
-1.8553526841978312,-3.864582165036479,0.0968686434694793,-2.6748187377214414,0.0,0,0,0.9893730810834379,0.010626918916562119,0,0.9446322747562036,0.05536772524379633,0,0.8868887248055555,0.11311127519444458,0,0.8338615072297101,0.1661384927702899,0,0.7899201973079281,0.21007980269207205,0,0.24553064640980432,0.7544693535901956,1
