cluster_hard_3.0,mu_3.0_0,mu_3.0_1,mu_3.0_2,mu_3.0_3,_maxu,_second,_margin
0,0.2732883267661843,0.2713677714560646,0.1875261531945962,0.2678177485831548,0.2732883267661843,0.2713677714560646,0.0019205553101196982
3,0.2702608225302647,0.268415475437724,0.1836921876793401,0.2776315143526711,0.2776315143526711,0.2702608225302647,0.0073706918224064055
1,0.2586425580511549,0.2980388912071421,0.1872037941778472,0.2561147565638557,0.2980388912071421,0.2586425580511549,0.03939633315598723
3,0.2559798732829351,0.2003521342730908,0.2449673781518192,0.2987006142921548,0.2987006142921548,0.2559798732829351,0.04272074100921969
1,0.2583266112230973,0.2993779673937544,0.1878756026694862,0.2544198187136621,0.2993779673937544,0.2583266112230973,0.04105135617065708
1,0.2548903982549003,0.2998196885410235,0.1919531479523168,0.2533367652517593,0.2998196885410235,0.2548903982549003,0.04492929028612319
1,0.2566417214457517,0.3003982924797198,0.1872602423158247,0.2556997437587036,0.3003982924797198,0.2566417214457517,0.04375657103396807
1,0.242192546390467,0.301489301310334,0.1839556751055114,0.2723624771936874,0.301489301310334,0.2723624771936874,0.029126824116646632
1,0.2530480716604152,0.3076541323618277,0.1882586451354788,0.2510391508422783,0.3076541323618277,0.2530480716604152,0.054606060701412495
1,0.2529951250621782,0.3082432519845203,0.1866845687704482,0.2520770541828531,0.3082432519845203,0.2529951250621782,0.0552481269223421
3,0.2864738392541949,0.1710631786017743,0.2155376458577239,0.3269253362863067,0.3269253362863067,0.2864738392541949,0.040451497032111816
1,0.2398534281368941,0.3272610687280215,0.1841469115656808,0.2487385915694036,0.3272610687280215,0.2487385915694036,0.07852247715861793
2,0.214345730405392,0.1800446915268268,0.3308206959756016,0.2747888820921795,0.3308206959756016,0.2747888820921795,0.0560318138834221
1,0.2256799879088196,0.3325705441910139,0.1824864454489508,0.2592630224512156,0.3325705441910139,0.2592630224512156,0.07330752173979832
2,0.2107341348488807,0.1787445746724994,0.3356585464943857,0.2748627439842339,0.3356585464943857,0.2748627439842339,0.06079580251015182
1,0.236074941890399,0.3362359065020266,0.1881710072652186,0.2395181443423557,0.3362359065020266,0.2395181443423557,0.09671776215967093
3,0.2766403305560667,0.1664307237719071,0.2206481631202327,0.3362807825517934,0.3362807825517934,0.2766403305560667,0.059640451995726707
1,0.2349345303125811,0.337347945885128,0.1888653569741816,0.2388521668281092,0.337347945885128,0.2388521668281092,0.09849577905701881
3,0.2619230656387858,0.1595469582056098,0.2381955890608915,0.3403343870947127,0.3403343870947127,0.2619230656387858,0.07841132145592689
1,0.2231133138866592,0.3447146117278779,0.1885341784748436,0.243637895910619,0.3447146117278779,0.243637895910619,0.10107671581725888
3,0.3288687080883435,0.0980718174154526,0.2219355375440099,0.3511239369521939,0.3511239369521939,0.3288687080883435,0.022255228863850396
3,0.326829979670614,0.0962499429605042,0.2244916257718671,0.3524284515970146,0.3524284515970146,0.326829979670614,0.02559847192640058
3,0.2843588369555688,0.1525293523272868,0.2091752706827576,0.3539365400343867,0.3539365400343867,0.2843588369555688,0.06957770307881789
3,0.3320531758705794,0.0953237876954207,0.2178083129961854,0.3548147234378143,0.3548147234378143,0.3320531758705794,0.022761547567234863
3,0.3514866892082841,0.1237237884938071,0.1699102997941176,0.3548792225037911,0.3548792225037911,0.3514866892082841,0.0033925332955070386
1,0.2250370136632697,0.3581981188072034,0.1840874722566285,0.2326773952728982,0.3581981188072034,0.2326773952728982,0.1255207235343052
3,0.3174283985726923,0.1368655777992978,0.1853237297050846,0.3603822939229252,0.3603822939229252,0.3174283985726923,0.04295389535023292
3,0.3284548337569462,0.1212571824664451,0.1891746844805849,0.3611132992960237,0.3611132992960237,0.3284548337569462,0.03265846553907753
2,0.2012073337692148,0.1671424602768358,0.3617340073152809,0.2699161986386684,0.3617340073152809,0.2699161986386684,0.09181780867661249
2,0.2017355521691052,0.1655248422206117,0.3655438204052378,0.2671957852050452,0.3655438204052378,0.2671957852050452,0.09834803520019259
3,0.2795779559631815,0.1477692342478975,0.2061905900389788,0.3664622197499421,0.3664622197499421,0.2795779559631815,0.08688426378676056
2,0.2017177580003193,0.165107924008199,0.3666052825067453,0.2665690354847363,0.3666052825067453,0.2665690354847363,0.10003624702200897
3,0.3263768575004135,0.129165709208522,0.1758013543773417,0.3686560789137226,0.3686560789137226,0.3263768575004135,0.04227922141330909
1,0.2099480529792223,0.3690727069841782,0.1805818899702045,0.240397350066395,0.3690727069841782,0.240397350066395,0.1286753569177832
1,0.2141042400345491,0.3691070532377349,0.1770930027457154,0.2396957039820004,0.3691070532377349,0.2396957039820004,0.1294113492557345
3,0.3565470641631581,0.0921571773597545,0.1816882004093161,0.3696075580677712,0.3696075580677712,0.3565470641631581,0.013060493904613057
3,0.3330132334701408,0.1252424841299995,0.1715328204062108,0.3702114619936489,0.3702114619936489,0.3330132334701408,0.037198228523508126
1,0.2170561442942596,0.3707192779280695,0.1825657639991139,0.2296588137785569,0.3707192779280695,0.2296588137785569,0.14106046414951262
3,0.348024199611246,0.1158260011241039,0.1620585386584135,0.3740912606062366,0.3740912606062366,0.348024199611246,0.02606706099499062
3,0.3498188788813673,0.1017387870992256,0.1743309251917665,0.3741114088276403,0.3741114088276403,0.3498188788813673,0.02429252994627301
3,0.3168778688206265,0.124335751477651,0.1832019135981281,0.3755844661035942,0.3755844661035942,0.3168778688206265,0.058706597282967676
3,0.3181898645777762,0.0935004948439971,0.2122707577887482,0.3760388827894784,0.3760388827894784,0.3181898645777762,0.057849018211702186
3,0.2875543712403635,0.1398889423602305,0.1960430593306105,0.3765136270687955,0.3765136270687955,0.2875543712403635,0.088959255828432
0,0.3768820260283845,0.0951733715073602,0.1582696510421921,0.369674951422063,0.3768820260283845,0.369674951422063,0.007207074606321473
3,0.2587999448256869,0.1348131101579343,0.2283364742732244,0.3780504707431542,0.3780504707431542,0.2587999448256869,0.11925052591746726
3,0.2940936209174097,0.1274722745011819,0.1998966488634443,0.3785374557179638,0.3785374557179638,0.2940936209174097,0.08444383480055412
3,0.3211833147378012,0.1253551940586554,0.1745020107216238,0.3789594804819196,0.3789594804819196,0.3211833147378012,0.05777616574411837
3,0.324807507163913,0.1204073114780274,0.1699647015568872,0.3848204798011723,0.3848204798011723,0.324807507163913,0.0600129726372593
3,0.2762130121159329,0.1291730195512979,0.2097836932599248,0.3848302750728442,0.3848302750728442,0.2762130121159329,0.10861726295691126
1,0.2093798968840479,0.3852158379297531,0.1817085617197047,0.2236957034664941,0.3852158379297531,0.2236957034664941,0.16152013446325902
3,0.3204911561389677,0.1075112535974903,0.1853159211947627,0.3866816690687792,0.3866816690687792,0.3204911561389677,0.06619051292981148
1,0.202447937244712,0.3868716371145359,0.1772742149247325,0.2334062107160194,0.3868716371145359,0.2334062107160194,0.1534654263985165
1,0.2097009069284681,0.3871942378339666,0.1768847963262136,0.2262200589113513,0.3871942378339666,0.2262200589113513,0.1609741789226153
2,0.19565402338162,0.1557542250419552,0.3881723685974249,0.2604193829789999,0.3881723685974249,0.2604193829789999,0.12775298561842496
1,0.202358744309904,0.3882286858970582,0.1791464577112932,0.2302661120817444,0.3882286858970582,0.2302661120817444,0.1579625738153138
3,0.354668877904331,0.0885091024526083,0.1680495076395428,0.388772512003518,0.388772512003518,0.354668877904331,0.034103634099186986
3,0.3860201153612981,0.0808431150675473,0.1418810202468261,0.3912557493243283,0.3912557493243283,0.3860201153612981,0.005235633963030173
2,0.1909307411079729,0.1621836217191463,0.3913856012508895,0.2555000359219911,0.3913856012508895,0.2555000359219911,0.1358855653288984
1,0.2071035750717147,0.3929303221037816,0.1765933653870948,0.2233727374374087,0.3929303221037816,0.2233727374374087,0.16955758466637288
1,0.2001017810001355,0.3949255743692871,0.175410034255181,0.2295626103753964,0.3949255743692871,0.2295626103753964,0.1653629639938907
3,0.2808286015312427,0.1162659057432564,0.2011388752409791,0.4017666174845217,0.4017666174845217,0.2808286015312427,0.12093801595327897
3,0.2929684521878982,0.116804341182845,0.1867888947796248,0.4034383118496319,0.4034383118496319,0.2929684521878982,0.11046985966173373
0,0.4073306493596564,0.0895106262434064,0.1422308844913168,0.3609278399056201,0.4073306493596564,0.3609278399056201,0.0464028094540363
0,0.4089809671465,0.0859632381923331,0.1784750175564564,0.3265807771047103,0.4089809671465,0.3265807771047103,0.08240019004178972
1,0.1967035883120255,0.4110666735652384,0.1749385192770813,0.2172912188456547,0.4110666735652384,0.2172912188456547,0.1937754547195837
3,0.2988612480459486,0.1089613240589168,0.1798730489790731,0.4123043789160613,0.4123043789160613,0.2988612480459486,0.11344313087011271
3,0.3391429825405602,0.0834854723872064,0.1649180411184991,0.4124535039537341,0.4124535039537341,0.3391429825405602,0.0733105214131739
3,0.3704824228673336,0.0794589391398593,0.1356690685263267,0.4143895694664803,0.4143895694664803,0.3704824228673336,0.043907146599146685
0,0.4153198771832028,0.0761393019600539,0.1444805515021922,0.364060269354551,0.4153198771832028,0.364060269354551,0.0512596078286518
2,0.1835059691164327,0.1489090590756903,0.4156422707594179,0.251942701048459,0.4156422707594179,0.251942701048459,0.1636995697109589
1,0.1691281793218561,0.4181662132557419,0.2070828882546184,0.2056227191677836,0.4181662132557419,0.2070828882546184,0.21108332500112348
2,0.1844467432445346,0.1451753390544706,0.4213980930279626,0.2489798246730322,0.4213980930279626,0.2489798246730322,0.1724182683549304
1,0.1908051151259186,0.4221374169429552,0.1765608724593602,0.2104965954717659,0.4221374169429552,0.2104965954717659,0.2116408214711893
0,0.4241590324862764,0.0904603696642461,0.1633733213153823,0.322007276534095,0.4241590324862764,0.322007276534095,0.1021517559521814
2,0.1855364633049199,0.1466538702665296,0.4283213564471154,0.2394883099814349,0.4283213564471154,0.2394883099814349,0.1888330464656805
3,0.276027697477619,0.098810138839477,0.1959217249976776,0.4292404386852262,0.4292404386852262,0.276027697477619,0.1532127412076072
3,0.3175674731738656,0.0903106025443183,0.1626388942281694,0.4294830300536466,0.4294830300536466,0.3175674731738656,0.111915556879781
2,0.1804046238882276,0.1430697399073252,0.4295185720691831,0.2470070641352641,0.4295185720691831,0.2470070641352641,0.182511507933919
3,0.3021708538895748,0.0993694696691156,0.1642295899647127,0.4342300864765968,0.4342300864765968,0.3021708538895748,0.13205923258702196
2,0.1797483525393468,0.1416064283892149,0.4349229869447686,0.2437222321266695,0.4349229869447686,0.2437222321266695,0.19120075481809912
3,0.3179241429527882,0.0865466607859895,0.160032227415389,0.4354969688458331,0.4354969688458331,0.3179241429527882,0.11757282589304491
1,0.1863854624359583,0.4408395238009275,0.1703737421254943,0.2024012716376198,0.4408395238009275,0.2024012716376198,0.2384382521633077
1,0.1775927438654004,0.442799685338361,0.1686908876837752,0.2109166831124634,0.442799685338361,0.2109166831124634,0.2318830022258976
3,0.2718796587280042,0.1053410873095969,0.1781550846040272,0.4446241693583717,0.4446241693583717,0.2718796587280042,0.1727445106303675
2,0.1817398619473648,0.13857990558941,0.4468947840831582,0.2327854483800668,0.4468947840831582,0.2327854483800668,0.2141093357030914
1,0.1745356480061068,0.4526188307122144,0.1719094359472282,0.2009360853344506,0.4526188307122144,0.2009360853344506,0.2516827453777638
0,0.462529127448007,0.082834711601185,0.1556583086198632,0.2989778523309446,0.462529127448007,0.2989778523309446,0.1635512751170624
2,0.1724028588495114,0.1372070283909362,0.4634728839024042,0.2269172288571481,0.4634728839024042,0.2269172288571481,0.2365556550452561
2,0.1875188277108784,0.1315300912988873,0.4677786970031695,0.2131723839870647,0.4677786970031695,0.2131723839870647,0.2546063130161048
2,0.1840865518738766,0.1277973039167053,0.4788061021665457,0.2093100420428723,0.4788061021665457,0.2093100420428723,0.2694960601236734
1,0.1533805968873679,0.4791269302054792,0.1836963256797996,0.1837961472273531,0.4791269302054792,0.1837961472273531,0.2953307829781261
0,0.4914694316708661,0.0879393461210902,0.1459453661994568,0.274645856008587,0.4914694316708661,0.274645856008587,0.2168235756622791
2,0.1762218333674864,0.1242716880257243,0.4960214480584052,0.2034850305483838,0.4960214480584052,0.2034850305483838,0.2925364175100214
2,0.1743593344179502,0.1240200340157012,0.4980418522448005,0.2035787793215481,0.4980418522448005,0.2035787793215481,0.2944630729232524
2,0.1631518708419466,0.1302967425698328,0.4983160492257042,0.2082353373625164,0.4983160492257042,0.2082353373625164,0.29008071186318785
0,0.5013425938891675,0.0903935871236433,0.1358102232402076,0.2724535957469817,0.5013425938891675,0.2724535957469817,0.22888899814218577
2,0.1739812268247022,0.121032797178793,0.5054625349424995,0.1995234410540052,0.5054625349424995,0.1995234410540052,0.3059390938884943
2,0.1628108653273061,0.1252974591667823,0.5074798413322759,0.2044118341736357,0.5074798413322759,0.2044118341736357,0.30306800715864013
2,0.1723228590873917,0.1208017237461396,0.5075270976820303,0.1993483194844383,0.5075270976820303,0.1993483194844383,0.308178778197592
0,0.509802921228158,0.0798584256680093,0.1400865729980619,0.2702520801057707,0.509802921228158,0.2702520801057707,0.23955084112238728
0,0.5100903210327193,0.0731435084608604,0.1359543573143366,0.2808118131920837,0.5100903210327193,0.2808118131920837,0.22927850784063564
2,0.1594257655724074,0.1201013790178148,0.5132399199904328,0.2072329354193448,0.5132399199904328,0.2072329354193448,0.30600698457108805
2,0.1566172913295686,0.1197577655851341,0.5158101043627364,0.2078148387225606,0.5158101043627364,0.2078148387225606,0.3079952656401759
0,0.5158762337579313,0.0868498677495133,0.1345053394937268,0.2627685589988284,0.5158762337579313,0.2627685589988284,0.25310767475910295
0,0.516561763856181,0.0946710671377331,0.1361736257843942,0.2525935432216916,0.516561763856181,0.2525935432216916,0.26396822063448944
1,0.148513069188533,0.5179960452651436,0.1695573927704668,0.1639334927758565,0.5179960452651436,0.1695573927704668,0.34843865249467687
2,0.1675786562926818,0.1185044970177232,0.5184873443272192,0.1954295023623758,0.5184873443272192,0.1954295023623758,0.32305784196484344
2,0.1619375840205256,0.1213112153588877,0.5186662185727332,0.1980849820478535,0.5186662185727332,0.1980849820478535,0.3205812365248797
0,0.51923332786278,0.0711595550673992,0.1294715347146773,0.2801355823551433,0.51923332786278,0.2801355823551433,0.23909774550763668
1,0.1349814357148283,0.5223640809421223,0.1786716025480177,0.1639828807950317,0.5223640809421223,0.1786716025480177,0.34369247839410455
2,0.1531120537284187,0.1213998660437316,0.5226164494217358,0.2028716308061138,0.5226164494217358,0.2028716308061138,0.319744818615622
2,0.1561111339116096,0.1196611168789247,0.5232395417593378,0.2009882074501277,0.5232395417593378,0.2009882074501277,0.32225133430921016
2,0.1561650072085181,0.1231608160086525,0.5234055217881727,0.1972686549946568,0.5234055217881727,0.1972686549946568,0.3261368667935159
1,0.1431149715702757,0.5248634638933701,0.1714248055502782,0.160596758986076,0.5248634638933701,0.1714248055502782,0.35343865834309196
2,0.1637180535593095,0.1195941336370577,0.5268667533718224,0.1898210594318104,0.5268667533718224,0.1898210594318104,0.33704569394001205
0,0.5272912345438041,0.0843546584580646,0.1264908107729445,0.2618632962251866,0.5272912345438041,0.2618632962251866,0.2654279383186175
2,0.1563427803207464,0.1169429069671785,0.5284116290936768,0.1983026836183982,0.5284116290936768,0.1983026836183982,0.3301089454752786
0,0.5284152860080124,0.0785303816555671,0.1320740159220134,0.2609803164144071,0.5284152860080124,0.2609803164144071,0.26743496959360524
2,0.1625628604846312,0.118835731704884,0.5294420502942196,0.1891593575162651,0.5294420502942196,0.1891593575162651,0.34028269277795453
2,0.1620433618711777,0.1195887335755177,0.5295792644191714,0.1887886401341331,0.5295792644191714,0.1887886401341331,0.34079062428503826
2,0.1631588752333827,0.1174474726971503,0.5299012813426514,0.1894923707268156,0.5299012813426514,0.1894923707268156,0.3404089106158358
0,0.5323501123633129,0.0748138021302043,0.1305260221879946,0.2623100633184884,0.5323501123633129,0.2623100633184884,0.2700400490448245
0,0.5333687665030481,0.0907084989296933,0.1270270285585467,0.2488957060087118,0.5333687665030481,0.2488957060087118,0.2844730604943363
1,0.1408883803129103,0.5378744231051185,0.1643162002623529,0.1569209963196182,0.5378744231051185,0.1643162002623529,0.3735582228427655
0,0.5403202916864446,0.0867504990016516,0.1254496437088359,0.2474795656030677,0.5403202916864446,0.2474795656030677,0.29284072608337686
