solar_power,solar_seas_ind,wind_power,wind_std,offshore_wind_potential,hydro_potential,geothermal_potential,evi,res_area,mu_1.5_0,mu_1.5_1,mu_1.5_2,cluster_hard_1.5,mu_1.8_0,mu_1.8_1,mu_1.8_2,cluster_hard_1.8,mu_2.1_0,mu_2.1_1,mu_2.1_2,cluster_hard_2.1,mu_2.4_0,mu_2.4_1,mu_2.4_2,cluster_hard_2.4,mu_2.7_0,mu_2.7_1,mu_2.7_2,cluster_hard_2.7,mu_3.0_0,mu_3.0_1,mu_3.0_2,cluster_hard_3.0,st_0.8_const_ass,st_1_const_ass,st_1.2_const_ass,st_1.4_const_ass,st_0.8_thr_0.5,st_1_thr_0.5,st_1.2_thr_0.5,st_1.4_thr_0.5,fuz_1.5_entropy,fuz_1.8_entropy,fuz_2.1_entropy,fuz_2.4_entropy,fuz_2.7_entropy,fuz_3.0_entropy,fuz_1.5_gap,fuz_1.8_gap,fuz_2.1_gap,fuz_2.4_gap,fuz_2.7_gap,fuz_3.0_gap
0.6205431146936133,-0.1854054711942056,-1.192384666882948,0.0278620590535811,0.0,6.891233283570036,0.0,0.6242290936003307,-1.6701191659119854,0.9918088271466938,0.0056378354775626,0.0025533373757434,0,0.0365048866049168,0.940630697812042,0.022864415583041,1,0.0802823629310933,0.8590109149417556,0.060706722127151,1,0.104029507263909,0.7753605986324187,0.1206098941036721,1,0.6998712835919096,0.1476387821570686,0.1524899342510217,0,0.1780237786876996,0.1819930942152959,0.6399831270970044,2,1.0,1.0,0.99,0.985,0.9884405940594061,0.9775742574257424,0.952821782178218,0.9300247524752475,0.04787495271104464,0.24103060401858434,0.45795746815470917,0.6260745677014056,0.745456334409702,0.8219011474271677,0.9861709916691312,0.9041258112071252,0.7787285520106624,0.6547507045287466,0.5473813493408879,0.4579900328817086
0.8331090685113238,-0.2401742025669549,-0.8224816033333807,0.2315117271283502,0.0,6.563492237979098,0.0,0.7241372048488456,-0.4003917501130424,0.9983299833207137,0.0012037031432435,0.000466313536043,0,0.0133680925987428,0.9789881560724596,0.0076437513287974,1,0.0389064598200958,0.933375901454177,0.0277176387257272,1,0.0582177918991824,0.8715414237512625,0.0702407843495549,1,0.8026954647439536,0.0959672180143519,0.1013373172416944,0,0.1300725181998211,0.1318728214864042,0.7380546603137745,2,1.0,1.0,0.995,0.99,0.9884405940594061,0.9775742574257424,0.957450495049505,0.9347029702970298,0.012140103864480542,0.10533828524879778,0.26401851850864416,0.42956302460224666,0.5764826537188444,0.6887255470996826,0.9971262801774702,0.9656200634737168,0.8944694416340813,0.8013006394017076,0.7013581475022592,0.6061818388273703
0.8690903665590707,-0.1741009330246654,-0.8693849867135289,0.3584739480143014,0.0,6.494349613283983,0.0,0.5250209986179255,-0.4345619398792781,0.9985545264547684,0.0010440445612203,0.0004014289840111,0,0.0121773542191306,0.980886694151976,0.0069359516288932,1,0.0363874183301211,0.93774205862938,0.0258705230404989,1,0.0553705177062863,0.8777717614285563,0.0668577208651573,1,0.8097680785163779,0.0925466087545318,0.0976853127290903,0,0.1265247347275855,0.128389003077081,0.7450862621953336,2,1.0,1.0,1.0,1.0,0.9884405940594061,0.9775742574257424,0.9622029702970297,0.9436138613861386,0.01069603854941555,0.09747595307232884,0.2506771643184498,0.4146347079865138,0.5628449553605094,0.6775413478069438,0.9975104818935481,0.9687093399328455,0.9013546402992589,0.810914040563399,0.7120827657872876,0.6166972591182526
0.820266900004234,-0.2447828828926417,-1.0957662899658145,-0.1238816531843425,0.0,6.773629912277979,1.8758230565163825,0.3960780147648358,0.251236981532937,0.9867880514954396,0.0093012694982723,0.0039106790062881,0,0.0500673024562114,0.919692881111112,0.0302398164326762,1,0.1001046633506386,0.8256929729638609,0.0742023636855004,1,0.1209528430544553,0.7372595832584318,0.1417875736871129,1,0.6613596969080556,0.1662849367713671,0.1723553663205771,0,0.1959181899463322,0.2005254167028373,0.6035563933508306,2,1.0,1.0,0.995,0.985,0.9884405940594061,0.9775742574257424,0.9577227722772276,0.9323134328358208,0.07128349196756964,0.30284598488238806,0.5293395818130824,0.6892282926408875,0.7962796750264086,0.8613687500051996,0.9774867819971673,0.8696255786549006,0.7255883096132223,0.5954720095713188,0.4890043305874785,0.40303097664799326
0.3677385275136041,-0.0840125939441309,-1.174508440793122,0.3241943228270918,0.0,7.006333427832303,2.502502801107024,0.5813823547845978,-1.7872998893917378,0.96506977534659,0.0232689434044063,0.0116612812490036,0,0.084739393665108,0.8584404631106172,0.0568201432242746,1,0.1405149440697465,0.7478547454111447,0.1116303105191086,1,0.1604638683804978,0.6600554857915014,0.1794806458280007,1,0.5918612352339852,0.2031530038535763,0.2049857609124386,0,0.2242339925654297,0.2319797370757056,0.5437862703588646,2,1.0,1.0,1.0,0.985,0.9884405940594061,0.9775742574257424,0.9622029702970297,0.9324875621890547,0.15813488543053192,0.4579729264132661,0.6715703015715789,0.7974588244788503,0.8729832050546898,0.9152139496487977,0.9418008319421837,0.7737010694455092,0.6073398013413982,0.4805748399635007,0.38687547432154656,0.311806533283159
0.399136677883268,-0.0936037402684723,-1.1774536606570607,0.0959741630505833,0.0,7.257139796271253,0.0,0.5495502832096218,-0.3560185854996004,0.9980285841175393,0.0013050512681614,0.0006663646142994,0,0.0144497895449906,0.9758763278763478,0.0096738825786612,1,0.0416229253755144,0.925514218337498,0.0328628562869874,1,0.0658177729342775,0.8601276857181532,0.0740545413475692,1,0.7910821410830856,0.1037988285291029,0.1051190303878114,0,0.1332879310362499,0.1377215945870586,0.7289904743766914,2,1.0,1.0,0.995,0.995,0.9884405940594061,0.9775742574257424,0.9575495049504951,0.939059405940594,0.014118319710459539,0.11826355315412254,0.28782125843341955,0.45643133011695436,0.5983239409375459,0.7027716527299501,0.9967235328493779,0.9614265383313572,0.8838912929619837,0.7860731443705841,0.6859631106952742,0.5912688797896328
0.5583081144617543,-0.1247613996103021,-1.1784160853413013,0.0690906513658001,0.0,7.217276302433022,1.5928332122574365,0.6031273653796505,-2.2538086870799887,0.9739406822769268,0.0172843208823155,0.0087749968407574,0,0.0714493345335261,0.8804984496352856,0.0480522158311882,1,0.1257827111553391,0.7743654446562985,0.0998518441883623,1,0.1481135057778637,0.6858348908755577,0.1660516033465786,1,0.6153394339749534,0.1911442180500366,0.19351634797501,0,0.2143576892151971,0.2211112641037226,0.5645310466810801,2,1.0,1.0,1.0,0.995,0.9884405940594061,0.9775742574257424,0.9622029702970297,0.9391336633663365,0.12507856541609363,0.4063831617202947,0.6270202008098945,0.7642760540485325,0.849179237911229,0.8980302763261925,0.9566563613946113,0.8090491151017595,0.6485827335009594,0.5197832875289792,0.4218230859999434,0.3434197825773575
0.3962583998499973,-0.0880694638943004,-1.1500706873075102,0.0518353820818091,0.0,5.977319792732509,0.0,0.4745787360425517,0.1715647311607969,0.9977004867178378,0.0016973216523661,0.000602191629796,0,0.0170800865395429,0.9736025668800796,0.0093173465803774,1,0.0470819562954058,0.9202502848350542,0.0326677588695398,1,0.0666040981899562,0.8519572150835284,0.0814386867265154,1,0.7794881091582108,0.1071486505400863,0.113363240301703,0,0.1414531533046198,0.143957688728423,0.7145891579669572,2,1.0,1.0,1.0,0.985,0.9884405940594061,0.9775742574257424,0.9622029702970297,0.9303465346534654,0.016010007596894887,0.12663788642513235,0.302314235990496,0.4743893468383848,0.6192491206337424,0.7243793465106184,0.9960031650654717,0.9565224803405368,0.8731683285396484,0.770518528357013,0.6661248688565078,0.5706314692385343
0.2097542092497646,-0.0162898901226547,-1.080738851790408,0.2262662266416345,0.0,7.29624652766988,0.0,0.4884420113434016,-1.6050606668821337,0.9941447178781916,0.0037947173094586,0.0020605648123497,0,0.0288107732366378,0.9511748034301534,0.0200144233332087,1,0.0684325381396004,0.8761711027182156,0.0553963591421838,1,0.0971909927148922,0.795344563533574,0.1074644437515337,1,0.7208519701679351,0.1394290519365909,0.1397189778954737,0,0.1663299393118164,0.1726569399026866,0.661013120785497,2,1.0,1.0,1.0,1.0,0.9884405940594061,0.9775742574257424,0.9622029702970297,0.9436138613861386,0.036167939088842825,0.2076144609042354,0.41837252321148793,0.5901875206022988,0.715117963234647,0.7967050367149369,0.990350000568733,0.9223640301935155,0.8077385645786153,0.6878801197820402,0.5811329922724614,0.4883561808828104
0.3259877699393739,-0.0686597036925223,-1.131326062096064,0.0360792270454768,0.0,7.3371309222115615,0.0,0.6230607807167445,-0.4165238634012432,0.9978560253253164,0.0014029265413864,0.000741048133297,0,0.0152041819118296,0.9744174523487418,0.0103783657394284,1,0.0432719305369191,0.922124359361828,0.0346037101012527,1,0.0684106516587413,0.8552934701264101,0.0762958782148485,1,0.7857380147264612,0.1067477355253582,0.1075142497481806,0,0.135574543751121,0.1404545656467727,0.7239708906021062,2,1.0,1.0,1.0,0.995,0.9884405940594061,0.9775742574257424,0.9622029702970297,0.9387623762376237,0.015199935705660434,0.12407353250906085,0.29769000329824175,0.46741151851127094,0.6080968996497895,0.710395659623638,0.99645309878393,0.9592132704369122,0.8788524288249089,0.7789975919115616,0.6782237649782806,0.5835163249553335
0.1576766513908518,-0.044062824205573,-1.0804718656464,0.1417192838405718,0.0,6.602914910572574,0.0,0.4775282231287944,-1.545558242075148,0.995370973230771,0.0031755482261542,0.0014534785430747,0,0.0259039305378686,0.9577308720806568,0.0163651973814747,1,0.0638722464126491,0.8873713919558176,0.0487563616315332,1,0.089373788041197,0.808117744094949,0.1025084678638539,1,0.732628184052496,0.1323477498393339,0.1350240661081702,0,0.161961974684461,0.1672223777153428,0.6708156476001962,2,1.0,1.0,1.0,1.0,0.9884405940594061,0.9775742574257424,0.9622029702970297,0.9436138613861386,0.029475052247717373,0.185054192393803,0.3905170350448808,0.5657077813418087,0.6971903226635476,0.7843810624453483,0.9921954250046168,0.9318269415427882,0.8234991455431685,0.705609276231095,0.5976041179443258,0.5035932698848534
0.3977729434606676,-0.0587737798618778,-1.0716804277427914,-0.0448172661464133,0.0,6.568355417963799,0.0,0.6364781267751564,-1.6021125850617768,0.993660676034935,0.004400587686687,0.0019387362783779,0,0.0315882247585215,0.948894314126454,0.0195174611150242,1,0.0730729725642882,0.8719912150266554,0.0549358124090562,1,0.0973497477562787,0.789728326714606,0.1129219255291151,1,0.7136549667842307,0.141162375728363,0.1451826574874063,0,0.1713295674808701,0.1760761201708737,0.6525943123482562,2,1.0,1.0,1.0,0.995,0.9884405940594061,0.9775742574257424,0.9622029702970297,0.9393069306930694,0.038508265877134185,0.21458232665301502,0.4278338994141189,0.6002922718756856,0.7257315431158112,0.8070150899494111,0.989260088348248,0.9173060893679325,0.7989182424623672,0.676806401185491,0.5684723092968244,0.47651819217738245
0.062077336080695,-0.015855421419622,-1.0366731323392389,0.3051041006337061,0.0,7.039684847471936,0.0,0.5198820846864967,-1.392114933011496,0.9965489491373474,0.0022724634837829,0.0011785873788695,0,0.0209491333746129,0.9648613084304808,0.0141895581949063,1,0.0549261939854066,0.9012708618573864,0.0438029441572067,1,0.0821657255778374,0.8262174667486426,0.0916168076735198,1,0.7527987528265364,0.123308138582536,0.1238931085909275,0,0.1514487959261277,0.1572881601758455,0.6912630438980266,2,1.0,1.0,1.0,0.99,0.9884405940594061,0.9775742574257424,0.9622029702970297,0.9366915422885572,0.022960837223005643,0.1600894655008635,0.35507293750597907,0.5297894918333088,0.66500768554202,0.7573475016533989,0.9942764856535645,0.9439121750558679,0.8463446678719797,0.7346006590751228,0.6289056442356089,0.5339748837221812
0.2883233768354682,-0.0564253535699059,-1.053176209443677,0.0044225758691375,0.0,6.6417994265730655,0.0,0.5248999876673714,-0.0320935047103053,0.9991105232112264,0.000614645196962,0.0002748315918116,0,0.0087978611102157,0.98572935794196,0.0054727809478241,1,0.0288735235740476,0.9493232656447752,0.0218032107811773,1,0.0484451729845675,0.8955765560647662,0.0559782709506662,1,0.8327253185842779,0.0826439740981321,0.08463070731759,0,0.1124809719882254,0.1160554964127243,0.7714635315990502,2,1.0,1.0,0.995,0.985,0.9884405940594061,0.9775742574257424,0.9573267326732673,0.9304950495049505,0.006997459214387962,0.07674485913567859,0.2140287831129056,0.3702887972764562,0.5165358356008113,0.6334203102649527,0.9984958780142644,0.9769314968317443,0.9204497420707276,0.8395982851141,0.7480946112666879,0.655408035186326
0.3119504184551736,-0.0444017079197556,-1.0615056142647454,0.0631031847015121,0.0,6.949298036172734,0.0,0.5078562994686692,-0.5640816203508227,0.9988389028756544,0.0007818754155691,0.0003792217087765,0,0.0104061937633957,0.982817563123326,0.0067762431132783,1,0.0329146406455952,0.9415068133073632,0.0255785460470416,1,0.0547894404983119,0.883049206198632,0.0621613533030558,1,0.8174061024028946,0.0906377416375452,0.0919561559595601,0,0.1200696385931522,0.1242465080784525,0.7556838533283952,2,1.0,1.0,1.0,0.995,0.9884405940594061,0.9775742574257424,0.9622029702970297,0.939108910891089,0.008866724138525548,0.08955364613061695,0.23928761932288786,0.40199525646616907,0.547839962327223,0.6602106605815404,0.9980570274600853,0.9724113693599303,0.908592172661768,0.8208878528955762,0.7254499464433345,0.6314373452499427
0.7071422666943553,-0.3279898012002391,-1.2512345617196952,0.459711856003038,0.0,0.0,0.0,0.3896602579796141,0.6805648953207902,0.0110665151617746,0.9818587507051104,0.007074734133115,1,0.9005808307486886,0.0514041413616773,0.0480150278896342,0,0.7950364650622062,0.095584975682323,0.1093785592554707,0,0.1702933219414175,0.1306974872285347,0.6990091908300476,2,0.1553241074443698,0.2344443238480816,0.6102315687075486,2,0.525054305706655,0.3015822295818765,0.1733634647114683,0,1.0,1.0,0.99,0.97,0.993819095477387,0.9857462686567166,0.9710499999999999,0.937825,0.09361447657020279,0.3574138247447283,0.5905743448298596,0.7443211793519103,0.8471822035354365,0.9134929515171608,0.9707922355433358,0.8491766893870113,0.6856579058067355,0.5287158688886302,0.375787244859467,0.22347207612477848
0.9026966215112774,-0.2091866928036756,-1.1953754591334862,0.1373207541955732,0.0,6.866064493779462,2.080963034169891,0.6759086009451147,0.0882076540612349,0.9832811487106928,0.0116724549027176,0.0050463963865894,0,0.0569393458274048,0.9081177255939576,0.0349429285786374,1,0.1086635902412534,0.8100296565894721,0.0813067531692744,1,0.1286486524268317,0.721296324834153,0.1500550227390154,1,0.6468128517850662,0.1735222726580659,0.1796648755568678,0,0.2022939572403289,0.2068303600306439,0.5908756827290271,2,1.0,1.0,1.0,0.99,0.9884405940594061,0.9775742574257424,0.9622029702970297,0.9367164179104478,0.08667083031389153,0.33487744040524625,0.5605987995116848,0.7137045548665923,0.8138945662572319,0.8739174589651281,0.9716086938079752,0.8511783797665529,0.7013660663482187,0.5712413020951376,0.46714797622819837,0.3840453226983832
0.8067577839114016,-0.1999273268683237,-1.1790919200389918,0.0447296302734231,0.0,6.5552090048103455,0.0,0.7361059550400706,-0.2990569510543742,0.9973283274923386,0.0019160950815027,0.0007555774261587,0,0.0181874500998991,0.9713045104954714,0.0105080394046295,1,0.0487575356743757,0.916271385488687,0.0349710788369371,1,0.0693023497314573,0.8474497503675585,0.0832478999009841,1,0.7754681390464158,0.1093302602437476,0.1152016007098364,0,0.143393352887571,0.1454526927958336,0.7111539543165952,2,1.0,1.0,1.0,1.0,0.9884405940594061,0.9775742574257424,0.9622029702970297,0.9436138613861386,0.01828589786554186,0.1356510369838428,0.3137402171948132,0.4844373512525345,0.6263730110045409,0.7293935298516606,0.9954122324108359,0.9531170603955723,0.8675138498143113,0.7642018504665744,0.6602665383365793,0.5657012615207616
0.9811585290862131,-0.1673598463481083,-0.7346247065827116,0.202008411706954,0.0,0.0,0.0,0.3211286557417032,0.3784617726183855,0.0051879149462105,0.9912793278951236,0.003532757158666,1,0.9355302927588348,0.0325410746534933,0.0319286325876716,0,0.8454110945450299,0.0703514424566773,0.0842374629982926,0,0.1433605118612839,0.1051555015872035,0.7514839865515126,2,0.1326408857341246,0.2108558774438062,0.656503236822069,2,0.5583648122327203,0.2869677367683801,0.1546674509988995,0,1.0,1.0,1.0,1.0,0.993819095477387,0.9857462686567166,0.9808500000000001,0.9665,0.050903451858503174,0.2583049788097497,0.48890357327707334,0.6644826061127991,0.7941273053426623,0.8850372388650586,0.9860914129489131,0.9029892181053415,0.7611736315467373,0.6081234746902286,0.44564735937826283,0.27139707546434017
0.5247962160603721,-0.1949132572711819,-1.0963297104321932,0.6753393581419168,0.0,5.874927604105498,0.0,0.1015781632183773,-2.2538086870799887,0.975938881340444,0.0178236055781966,0.0062375130813594,0,0.0729302020354566,0.8874777915871892,0.0395920063773541,1,0.1281787592274577,0.7832822909520388,0.0885389498205033,1,0.1372727323010838,0.6937865920252035,0.1689406756737127,1,0.6202195681841504,0.1835595313508503,0.1962209004649993,0,0.2162469506514087,0.2177649382436775,0.5659881111049138,2,1.0,1.0,0.99,0.96,0.9884405940594061,0.9775742574257424,0.9529702970297029,0.9095522388059701,0.11579883584066816,0.38661240748753456,0.6092173751127329,0.752447308747125,0.843781909690471,0.8968080298743566,0.9581152757622474,0.8145475895517326,0.6551035317245811,0.5248459163514908,0.42399866771915107,0.3482231728612363
