solar_power,solar_seas_ind,wind_power,wind_std,offshore_wind_potential,hydro_potential,geothermal_potential,evi,res_area,mu_1.5_0,mu_1.5_1,mu_1.5_2,mu_1.5_3,cluster_hard_1.5,mu_1.8_0,mu_1.8_1,mu_1.8_2,mu_1.8_3,cluster_hard_1.8,mu_2.1_0,mu_2.1_1,mu_2.1_2,mu_2.1_3,cluster_hard_2.1,mu_2.4_0,mu_2.4_1,mu_2.4_2,mu_2.4_3,cluster_hard_2.4,mu_2.7_0,mu_2.7_1,mu_2.7_2,mu_2.7_3,cluster_hard_2.7,mu_3.0_0,mu_3.0_1,mu_3.0_2,mu_3.0_3,cluster_hard_3.0,st_0.8_const_ass,st_1_const_ass,st_1.2_const_ass,st_1.4_const_ass,st_0.8_thr_0.5,st_1_thr_0.5,st_1.2_thr_0.5,st_1.4_thr_0.5,fuz_1.5_entropy,fuz_1.8_entropy,fuz_2.1_entropy,fuz_2.4_entropy,fuz_2.7_entropy,fuz_3.0_entropy,fuz_1.5_gap,fuz_1.8_gap,fuz_2.1_gap,fuz_2.4_gap,fuz_2.7_gap,fuz_3.0_gap
0.5419279355488035,-0.1814532890306513,-1.1188950490209046,0.3728864781618265,0.0,5.335738976983238,0.0,0.6578474395374867,0.4612795146998869,0.0118525635248547,0.0010061314902623,0.0025016005979066,0.9846397043869765,3,0.0104256155884813,0.0486329403146517,0.9223409123297358,0.0186005317671311,2,0.0452834951299596,0.088746711148072,0.8366660486785821,0.0293037450433861,2,0.1225651153635246,0.0744531534695014,0.0521438652936653,0.7508378658733086,3,0.063151978090647,0.2530372303803264,0.1224298475157763,0.5613809440132502,3,0.509802921228158,0.0798584256680093,0.1400865729980619,0.2702520801057707,0,1.0,1.0,0.995,0.955,0.9863483146067415,0.9762359550561797,0.9539887640449438,0.8908426966292134,0.06473441102173892,0.24763432283924167,0.43838596102202587,0.591404374727438,0.7959444060265791,0.8470419587651576,0.9727871408621217,0.8737079720150841,0.7479193375305101,0.628272750509784,0.30834371363292384,0.23955084112238728
0.4103854951800326,-0.1557101155874221,-1.0863139533165926,0.6874080605910337,0.0,6.323371330664608,0.0,0.601765664783658,0.5556941536277009,0.0056893618958619,0.0007365913372721,0.0022600801085726,0.9913139666582932,3,0.0084020552068196,0.0299845854235269,0.9444997954578412,0.0171135639118123,2,0.042213632222192,0.0618107798160544,0.8711469951220114,0.024828592839742,2,0.0923324405525762,0.0703832999613093,0.0458184207188734,0.791465838767241,3,0.0569861889902638,0.2119735706998955,0.0966950119995229,0.6343452283103177,3,0.5715015950386856,0.0755357812463109,0.11835364421258,0.2346089795024234,0,1.0,1.0,1.0,1.0,0.9863483146067415,0.9762359550561797,0.958258426966292,0.9220224719101124,0.04121779822127447,0.19394193427152417,0.3733683349469059,0.5288289344907159,0.72619764377434,0.7989563643125985,0.9856246047624313,0.9145152100343144,0.809336215305957,0.6991333982146648,0.42237165761042217,0.33689261553626215
0.3019744296230867,-0.0915173242424712,-1.0623870025051962,0.5618880974748165,0.0,6.15807376649357,0.0,0.5960074302142506,-1.47031698915286,0.0081799559076963,0.0010255139281807,0.0030735944409678,0.9877209357231552,3,0.0104088874466739,0.0378039321673214,0.9308908777595865,0.0208963026264181,2,0.0486961687983629,0.0728724682910426,0.8494764964080463,0.028954866502548,2,0.1043071282238556,0.0781974757791519,0.0513780691200095,0.7661173268769829,3,0.0614893019852876,0.2241293297013737,0.1050737553821293,0.6093076129312093,3,0.5501165808577105,0.0798886719751796,0.1258829400256848,0.2441118071414248,0,1.0,1.0,0.995,0.985,0.9863483146067415,0.9762359550561797,0.953932584269663,0.9093258426966291,0.05507879072661117,0.22998953156090027,0.4177767672318169,0.5710851469854504,0.7540180995536705,0.819278451231012,0.979540979815459,0.8930869455922651,0.7766040281170037,0.6618101986531273,0.3851782832298356,0.30600477371628576
0.4328103477412507,-0.1427475523506828,-1.0677698436601366,0.3931541347172581,0.0,7.0035250934036135,6.670477492097432,0.5998485970260761,-1.818866452417176,0.006604608318874,0.0170476063705836,0.9509687348944244,0.0253790504161177,2,0.0638473743595426,0.0345383697696861,0.0809402986214608,0.8206739572493105,3,0.6967043439404458,0.0679682619293443,0.1271275791458596,0.1081998149843504,0,0.097474641391911,0.599790986018231,0.142767177017334,0.1599671955725239,1,0.276332435202186,0.2683390853548629,0.1777881621099244,0.2775403173330268,3,0.2732883267661843,0.2713677714560646,0.1875261531945962,0.2678177485831548,0,1.0,1.0,0.97,0.905,0.9657142857142859,0.9677777777777777,0.9277777777777777,0.8848148148148148,0.17573180108383188,0.47434563487011505,0.6761572701851342,0.7968164796611586,0.9891286312092352,0.991983544236696,0.9255896844783067,0.7397336586278497,0.5695767647945862,0.4398237904457071,0.0012078821308408316,0.0019205553101196982
0.1342395004042043,-0.0450905329312499,-0.8139040199990988,0.3773155588944907,0.0,6.266508871426863,0.0,0.5558979684985944,-1.161221366775809,0.0037777256979112,0.0004702843453844,0.0014452308816196,0.9943067590750848,3,0.0061314002042711,0.022360287541875,0.9590055505296078,0.0125027617242459,2,0.0332275482876834,0.0492879106834621,0.8979548237838818,0.0195297172449725,2,0.0774154892219833,0.0584759285652924,0.0380550509825968,0.8260535312301274,3,0.0486258004029951,0.1923694701996099,0.0831270210085415,0.6758777083888533,3,0.6091807883634216,0.0668744603751652,0.1054302881153752,0.2185144631460379,0,1.0,1.0,1.0,0.975,0.9863483146067415,0.9762359550561797,0.958258426966292,0.9046067415730336,0.028713971446174234,0.15230682309974106,0.3137837860523105,0.46623634538896463,0.6749318422273769,0.7591116225133778,0.9905290333771736,0.9366452629877328,0.8486669131004198,0.7486380420081441,0.4835082381892434,0.3906663252173837
0.4902596087367068,-0.1654798310725544,-0.2946166640588671,0.1022034956502016,1.5891032332693673,0.0,0.0,-0.7469454346719393,0.5707891821762174,0.9959577856606204,0.0007276295941381,0.0003993922048211,0.0029151925404203,0,0.0100706264091106,0.9599851857853008,0.0230395801304455,0.006904607675143,1,0.0244427628723718,0.8874272958354545,0.0562089071870276,0.0319210341051459,1,0.802221985454865,0.0487035727077262,0.0593228299317985,0.0897516119056101,0,0.0762200292988044,0.1356506293608242,0.6810058023422667,0.1071235389981047,2,0.1284613912970385,0.0964630624593652,0.6136120513227671,0.1614634949208291,2,1.0,1.0,1.0,1.0,0.9999397590361446,0.9981927710843375,0.9936144578313253,0.9818072289156627,0.02123323795636795,0.14912808806115382,0.3379230388280622,0.510646090959341,0.6983418341793005,0.7814468892344303,0.9930425931202002,0.9369456056548553,0.8312183886484269,0.7124703735492549,0.5453551729814425,0.45214855640193796
0.249739793856448,-0.0877140638795179,-1.0513036870428916,0.6953119531593857,0.0,6.616807821124383,0.0,0.5452688267701014,-0.3549249317807153,0.0033716101267591,0.0004759496836461,0.0015681982142623,0.9945842419753324,3,0.0060417722665798,0.0203853164397965,0.9606981730223572,0.0128747382712664,2,0.0332196113765513,0.0451497835112104,0.9027186386996492,0.0189119664125893,2,0.071367606239458,0.0576623992469448,0.036617477382919,0.834352517130678,3,0.0454463456954808,0.1707875704372392,0.0748695258571285,0.7088965580101513,3,0.6353025206681716,0.0646196416775598,0.0987431917347378,0.2013346459195307,0,1.0,1.0,0.995,0.99,0.9863483146067415,0.9762359550561797,0.9536516853932584,0.9131460674157303,0.027672164109423927,0.14771965244397212,0.3032499626275714,0.45093357032697473,0.634986940705323,0.7332685275797189,0.9912126318485732,0.9403128565825607,0.8575688551884388,0.76298491089122,0.5381089875729121,0.4339678747486409
-0.3134702831694806,-0.2030235260225852,-1.0685862816961802,0.0725955102188905,0.0,3.899061393229839,7.847921107544407,-0.7443249581211364,0.6605697272033867,0.0092542220003941,0.1274338274075747,0.851061672656383,0.0122502779356481,2,0.2160887274046973,0.0405020445541758,0.0480794315763681,0.6953297964647587,3,0.5947773625277948,0.0724359620632823,0.0818722307291931,0.2509144446797296,0,0.0976496163797294,0.5303708874661127,0.2646396779010723,0.1073398182530854,1,0.4601296022320905,0.1978168698621073,0.1632276453203734,0.1788258825854286,0,0.1908051151259186,0.4221374169429552,0.1765608724593602,0.2104965954717659,1,0.895,0.835,0.775,0.68,0.8730357142857142,0.8073214285714284,0.7617857142857144,0.7169642857142858,0.35854426635143966,0.6200023148617806,0.7581317624197466,0.8330724038961432,0.9243404830664175,0.9480793212104318,0.7236278452488083,0.47924106906006136,0.34386291784806516,0.2657312095650404,0.2623127323699832,0.2116408214711893
-0.233798305901493,1.2089343555899028,-0.7612679613681131,-1.1000562389795354,0.0120977352873189,0.0,0.0,-0.8049442802159514,0.3268604330590092,0.9892301192837272,0.001887124265728,0.0010665393330951,0.0078162171174498,0,0.0193697242950297,0.9220243977746148,0.0450211147964926,0.0135847631338627,1,0.0398931809399156,0.8179810655014073,0.0909941418738563,0.0511316116848208,1,0.7187477088916376,0.0698098763021231,0.0837147863954118,0.1277276284108272,0,0.0981457275471836,0.1785565690603205,0.5848014918157812,0.1384962115767146,2,0.1563427803207464,0.1169429069671785,0.5284116290936768,0.1983026836183982,2,1.0,1.0,0.995,0.98,0.9999397590361446,0.9981927710843375,0.9887951807228915,0.9633734939759037,0.04888466393319122,0.2519234818385458,0.4782570553318517,0.6446547851219936,0.8100608820709888,0.8648975389308746,0.9814139021662773,0.8770032829781221,0.726986923627551,0.5910200804808105,0.40624492275546076,0.3301089454752786
0.090665899949084,-0.0318775725928484,-0.7610277476650874,0.8646320659541455,0.0,4.996636587799872,0.0,0.0420854714881034,0.068401068595,0.009638479507401,0.000650254672274,0.001516491116969,0.988194774703356,3,0.0079748159750865,0.0429395866573116,0.9354088253068648,0.0136767720607367,2,0.0367490212896586,0.0821568802788398,0.8566414630731282,0.0244526353583734,2,0.117031352438558,0.0642074923159993,0.0459117524969546,0.772849402748488,3,0.0574726045615172,0.2630075583809519,0.1192566507585803,0.5602631862989504,3,0.5100903210327193,0.0731435084608604,0.1359543573143366,0.2808118131920837,0,0.995,0.985,0.965,0.93,0.9814044943820225,0.962303370786517,0.9253370786516852,0.8598314606741574,0.05128258583038569,0.2126982800284311,0.3967578884060608,0.5539630861900607,0.7888781900252602,0.8386456954254246,0.978556295195955,0.8924692386495532,0.7744845827942883,0.65581805030993,0.29725562791799853,0.22927850784063564
