0,1,clusters,kmeans,mu_1.5_0,mu_1.5_1,cluster_hard_1.5,mu_1.8_0,mu_1.8_1,cluster_hard_1.8,mu_2.1_0,mu_2.1_1,cluster_hard_2.1,mu_2.4_0,mu_2.4_1,cluster_hard_2.4,mu_2.7_0,mu_2.7_1,cluster_hard_2.7,mu_3.0_0,mu_3.0_1,cluster_hard_3.0,st_p_0.4_const_ass,st_p_0.6_const_ass,st_p_0.8_const_ass,st_p_1_const_ass,st_p_0.4_thr_0.5,st_p_0.6_thr_0.5,st_p_0.8_thr_0.5,st_p_1_thr_0.5,fuz_1.5_entropy,fuz_1.5_gap,fuz_1.8_entropy,fuz_1.8_gap,fuz_2.1_entropy,fuz_2.1_gap,fuz_2.4_entropy,fuz_2.4_gap,fuz_2.7_entropy,fuz_2.7_gap,fuz_3.0_entropy,fuz_3.0_gap
3.250883633709424,5.201060450967486,0,1,0.0079859771300096,0.9920140228699904,1,0.9594605340980472,0.0405394659019527,0,0.9202318865393994,0.0797681134606005,0,0.1142025313920167,0.8857974686079833,1,0.8566232542512802,0.1433767457487197,0,0.1689751430978487,0.8310248569021513,1,1.0,1.0,1.0,1.0,0.9919,0.9931313131313132,0.9878282828282828,0.9779292929292929,0.06712400908051293,0.9840280457399808,0.2447601765028985,0.9189210681960945,0.40136159613671457,0.8404637730787988,0.5124633541108287,0.7715949372159665,0.5930143436776899,0.7132465085025604,0.6553549618507272,0.6620497138043027
0.7383077412140002,6.569349687142566,0,1,0.0076134831736129,0.992386516826387,1,0.9604576960456216,0.0395423039543782,0,0.9210441510185186,0.0789558489814814,0,0.1144456411313936,0.8855543588686062,1,0.8548263971762718,0.1451736028237281,0,0.1724273107082898,0.8275726892917102,1,1.0,1.0,1.0,1.0,0.9919,0.9931313131313132,0.9878282828282828,0.9779292929292929,0.06451982916707608,0.9847730336527741,0.24018972019907694,0.9209153920912434,0.3984893312032273,0.8420883020370371,0.5131814151350917,0.7711087177372127,0.5976292708758293,0.7096527943525437,0.6632274301180441,0.6551453785834205
2.8100393624885847,5.001726043120254,0,1,0.0061019110923734,0.9938980889076268,1,0.9661515661480022,0.0338484338519978,0,0.9308630348595852,0.0691369651404146,0,0.1008936103555718,0.8991063896444281,1,0.8717945932937682,0.1282054067062317,0,0.1525287404082456,0.8474712595917543,1,1.0,1.0,1.0,1.0,0.9919,0.9931313131313132,0.9878282828282828,0.9779292929292929,0.05366513397138713,0.9877961778152534,0.21333873834394648,0.9323031322960045,0.36269468933164656,0.8617260697191707,0.47182188799209845,0.7982127792888564,0.5524958845262039,0.7435891865875365,0.6161324665602074,0.6949425191835087
1.8101171132545253,5.479217943026491,0,1,0.0050566048365443,0.9949433951634556,1,0.9702519348772604,0.0297480651227395,0,0.9377408283088694,0.0622591716911304,0,0.0919915547402906,0.9080084452597093,1,0.8821755608526619,0.117824439147338,0,0.1410856014114783,0.8589143985885217,1,1.0,1.0,1.0,1.0,0.9919,0.9931313131313132,0.9878282828282828,0.9779292929292929,0.0458464993759521,0.9898867903269113,0.19312683928372262,0.9405038697545208,0.33634846188481204,0.875481656617739,0.4430826630468349,0.8160168905194186,0.5230747811831323,0.7643511217053239,0.5870748581892647,0.7178287971770434
2.586431425829305,5.273811238994983,0,1,0.006193307488438,0.993806692511562,1,0.9658681646180995,0.0341318353819004,0,0.930507936344496,0.069492063655504,0,0.1012092809585396,0.8987907190414604,1,0.8715779367791034,0.1284220632208966,0,0.1526242692480646,0.8473757307519355,1,1.0,1.0,1.0,1.0,0.9919,0.9931313131313132,0.9878282828282828,0.9779292929292929,0.054335697958991,0.9876133850231239,0.21470724298800167,0.9317363292361991,0.36402526686469217,0.861015872688992,0.472817244492616,0.7975814380829207,0.5530947520645031,0.7431558735582069,0.6163687619536494,0.6947514615038709
2.358225386756138,4.702806448163734,0,1,0.0042753369509605,0.9957246630490394,1,0.973412766841503,0.0265872331584969,0,0.9430785882277422,0.0569214117722579,0,0.0850125309659324,0.9149874690340676,1,0.8904486846062876,0.1095513153937125,0,0.1317752482401777,0.8682247517598222,1,1.0,1.0,1.0,1.0,0.9919,0.9931313131313132,0.9878282828282828,0.9779292929292929,0.039800619970424986,0.9914493260980789,0.176977031685585,0.9468255336830061,0.3151008632694859,0.8861571764554843,0.4195994539003683,0.8299749380681352,0.49856110484739313,0.780897369212575,0.5622867871240732,0.7364495035196444
1.815506183337032,7.354461433933382,0,1,0.0128287003997042,0.9871712996002958,1,0.9446583320099082,0.0553416679900918,0,0.8983545138645119,0.1016454861354881,0,0.1404857559468386,0.8595142440531613,1,0.8274835453113061,0.172516454688694,0,0.1998878859873903,0.8001121140126096,1,1.0,1.0,1.0,1.0,0.9919,0.9931313131313132,0.9878282828282828,0.9779292929292929,0.09901040134393996,0.9743425992005916,0.30866854196666316,0.8893166640198165,0.4741900646222165,0.7967090277290239,0.5855095503414217,0.7190284881063227,0.6634291136635305,0.654967090622612,0.7217038101824695,0.6002242280252194
3.3599680113422794,6.844523958979174,0,1,0.0143461928842382,0.9856538071157616,1,0.9406662023652684,0.0593337976347314,0,0.8931728054038148,0.1068271945961852,0,0.1458774500528231,0.8541225499471767,1,0.8223572286059646,0.1776427713940354,0,0.2045611139008334,0.7954388860991666,1,1.0,1.0,1.0,1.0,0.9919,0.9931313131313132,0.9878282828282828,0.9779292929292929,0.10839244315115806,0.9713076142315233,0.32479464844608613,0.8813324047305371,0.4902710116437832,0.7863456108076297,0.5994267323664842,0.7082450998943537,0.6748930598692365,0.6447144572119292,0.7309570587840714,0.5908777721983332
2.397493161951574,5.325604221742997,0,1,0.0058608225477517,0.9941391774522484,1,0.9671286720479024,0.0328713279520975,0,0.9325877279333248,0.0674122720666752,0,0.0985356573127295,0.9014643426872704,1,0.8746911621400821,0.1253088378599178,0,0.1491879429063812,0.8508120570936187,1,1.0,1.0,1.0,1.0,0.9919,0.9931313131313132,0.9878282828282828,0.9779292929292929,0.05188668367447094,0.9882783549044968,0.20859308708274377,0.934257344095805,0.35619169668034045,0.8651754558666496,0.4643364754627439,0.8029286853745409,0.5444308320729203,0.7493823242801643,0.6078043951526875,0.7016241141872375
2.0266461619629137,5.127808006535585,0,1,0.0045290787107623,0.9954709212892376,1,0.9724064614383482,0.0275935385616518,0,0.9414488558926974,0.0585511441073024,0,0.0870348120869423,0.9129651879130576,1,0.888182612681039,0.111817387318961,0,0.1341904059502446,0.8658095940497554,1,1.0,1.0,1.0,1.0,0.9919,0.9931313131313132,0.9878282828282828,0.9779292929292929,0.041785233670122435,0.9909418425784754,0.18217614459992373,0.9448129228766964,0.32166644957893137,0.882897711785395,0.4264941870325544,0.8259303758261153,0.5053735268810909,0.7763652253620781,0.5688194022486129,0.7316191880995109
