0,1,2,3,4,clusters,kmeans,mu_1.5_0,mu_1.5_1,cluster_hard_1.5,mu_1.8_0,mu_1.8_1,cluster_hard_1.8,mu_2.1_0,mu_2.1_1,cluster_hard_2.1,mu_2.4_0,mu_2.4_1,cluster_hard_2.4,mu_2.7_0,mu_2.7_1,cluster_hard_2.7,mu_3.0_0,mu_3.0_1,cluster_hard_3.0,st_p_0.4_const_ass,st_p_0.6_const_ass,st_p_0.8_const_ass,st_p_1_const_ass,st_p_0.4_thr_0.5,st_p_0.6_thr_0.5,st_p_0.8_thr_0.5,st_p_1_thr_0.5,fuz_1.5_entropy,fuz_1.5_gap,fuz_1.8_entropy,fuz_1.8_gap,fuz_2.1_entropy,fuz_2.1_gap,fuz_2.4_entropy,fuz_2.4_gap,fuz_2.7_entropy,fuz_2.7_gap,fuz_3.0_entropy,fuz_3.0_gap
2.172583262832964,-6.410137073286126,-1.4183814081487358,-1.8043607377908009,0.6876637355933718,0,1,0.4172015230952502,0.5827984769047497,1,0.5188493526453855,0.4811506473546145,0,0.4979831528225391,0.5020168471774609,1,0.4907010479239643,0.5092989520760357,1,0.511568109137382,0.4884318908626178,0,0.4881659309311388,0.5118340690688612,1,0.7,0.595,0.59,0.56,0.6857692307692308,0.5862711864406779,0.5795726495726496,0.5532327586206898,0.9801275413997722,0.16559695380949951,0.9989745834309952,0.03769870529077096,0.999988263143292,0.004033694354921791,0.9997504844610394,0.01859790415207141,0.999613839325736,0.023136218274764253,0.9995958772575612,0.023668138137722394
0.5690760252542441,-7.572252944709263,-2.5813276446444293,-1.0341320166176924,0.0,0,1,0.1614034241766753,0.8385965758233247,1,0.7161953603680212,0.2838046396319788,0,0.6470472172945694,0.3529527827054306,0,0.6060818424936396,0.3939181575063604,0,0.420235960114348,0.5797640398856518,1,0.5616189314868189,0.438381068513181,0,0.995,0.96,0.89,0.83,0.9433333333333332,0.8840598290598288,0.8061538461538461,0.7413675213675215,0.637656444480747,0.6771931516466494,0.8605832466461292,0.43239072073604246,0.9366775307431422,0.29409443458913875,0.9672815793851262,0.21216368498727922,0.9815636081979884,0.15952807977130384,0.9890165822753761,0.12323786297363787
0.5051382474589383,-6.915316332194303,1.1879270615735895,-2.035256162948292,0.0,0,1,0.2170125750114088,0.7829874249885912,1,0.6647523640286992,0.3352476359713007,0,0.6069499595393011,0.3930500404606989,0,0.5750016418240723,0.4249983581759277,0,0.4446665797298049,0.5553334202701949,1,0.5421541265839057,0.4578458734160943,0,0.955,0.83,0.785,0.73,0.91,0.78008547008547,0.7237288135593221,0.6628151260504201,0.7546749135042652,0.5659748499771824,0.9201982526481979,0.3295047280573985,0.9667396657383889,0.21389991907860217,0.9837075466143188,0.15000328364814464,0.9911474272727137,0.11066684054039005,0.9948666559443164,0.08430825316781143
0.7576295521769071,-6.172362101255141,-0.5015191086008792,-1.9852680371911584,0.0,0,0,0.687528093471979,0.3124719065280209,0,0.3071626194535115,0.6928373805464886,1,0.3121746751958406,0.6878253248041595,1,0.3189515368439456,0.6810484631560543,1,0.6743568525312992,0.3256431474687008,0,0.3319240430962806,0.6680759569037195,1,0.58,0.57,0.575,0.585,0.5736363636363636,0.5608641975308641,0.559186046511628,0.563103448275862,0.8960062734583388,0.37505618694395804,0.8898709942996339,0.3856747610929771,0.8956678190033887,0.3756506496083189,0.9032376467726859,0.36209692631210866,0.910412928291887,0.34871370506259836,0.9168800922532055,0.33615191380743886
-0.0776537769368802,-6.5766093591413775,-1.801877656903456,0.077631783804893,1.677057604337579,0,1,0.1925910876425289,0.807408912357471,1,0.6912900738309455,0.3087099261690544,0,0.6289392986662132,0.3710607013337867,0,0.5924164431688492,0.4075835568311508,0,0.4309189563008703,0.5690810436991296,1,0.5530907095395889,0.446909290460411,0,0.995,0.965,0.915,0.855,0.9441025641025639,0.8872222222222222,0.8247844827586207,0.7535897435897436,0.7068604550194811,0.6148178247149421,0.8916786729565558,0.38258014766189113,0.9514830470305193,0.2578785973324265,0.9752141930420332,0.18483288633769845,0.9861862230842027,0.1381620873982593,0.9918518202883688,0.10618141907917794
2.791001915004606,-7.225485569920307,-0.679454001939829,-2.214569798806465,0.0,0,1,0.2565922324053953,0.7434077675946048,1,0.6348237764735154,0.3651762235264846,0,0.5850250946191423,0.4149749053808577,0,0.5586098252233794,0.4413901747766205,0,0.4572588251635981,0.5427411748364018,1,0.5322377661985334,0.4677622338014666,0,0.985,0.905,0.82,0.76,0.9348717948717948,0.8430603448275863,0.7557826086956521,0.6981578947368421,0.8215603412302084,0.4868155351892095,0.9468961309849624,0.2696475529470308,0.9790390329359825,0.17005018923828463,0.9900655389531784,0.11721965044675892,0.994722507930355,0.08548234967280371,0.9969992092318736,0.06447553239706677
0.0156980802502108,-8.485448516232422,-1.861671390411024,-1.5535676720704783,0.0,0,1,0.0961757153253817,0.9038242846746184,1,0.7858648588747346,0.2141351411252655,0,0.7050928676767676,0.2949071323232323,0,0.6524613984468373,0.3475386015531627,0,0.3832616742748005,0.6167383257251995,1,0.5912302413565085,0.4087697586434916,0,1.0,0.97,0.925,0.895,0.9482051282051281,0.8917521367521368,0.828034188034188,0.7840869565217391,0.4567543231798209,0.8076485693492367,0.7493129153644371,0.5717297177494691,0.8749760306999288,0.4101857353535353,0.9318505869560426,0.3049227968936746,0.9603131043098935,0.23347665145039898,0.9758499654039651,0.1824604827130169
0.7036673970935882,-7.855821617352549,-0.4365952032626017,0.833229530287025,2.76705144325411,0,1,0.1044089706924641,0.8955910293075358,1,0.7784798029820199,0.22152019701798,0,0.6992855460747669,0.3007144539252332,0,0.6473261812512406,0.3526738187487594,0,0.38807140231955,0.6119285976804499,1,0.586702348962773,0.413297651037227,0,1.0,1.0,1.0,0.995,0.9482051282051281,0.9150854700854701,0.8862068965517241,0.8533043478260869,0.4828178878135628,0.7911820586150716,0.7629336393771614,0.5569596059640399,0.8821624897149974,0.3985710921495337,0.9364333599983795,0.2946523625024812,0.9635436719154551,0.22385719536089993,0.9781996341890856,0.17340469792554597
-0.0961720038500424,-6.65098327194889,0.3226126209622788,-0.5380629480470763,0.7717229999592786,0,1,0.0546850772374546,0.9453149227625454,1,0.8398673502165122,0.1601326497834879,0,0.755198198446218,0.2448018015537819,0,0.6957931132161856,0.3042068867838143,0,0.3463233903998992,0.6536766096001009,1,0.6226513075259383,0.3773486924740616,0,1.0,0.975,0.9,0.835,0.9482051282051281,0.8957692307692309,0.8125641025641026,0.7489380530973451,0.30597491242069347,0.8906298455250907,0.6346268006064462,0.6797347004330243,0.8029347327493408,0.5103963968924361,0.886372734569314,0.39158622643237134,0.9307416007825597,0.3073532192002017,0.9561479445982215,0.24530261505187673
1.6463054920108522,-7.187877877462878,-2.063744597001042,-2.5411659843400085,0.0,0,1,0.4810489346758531,0.5189510653241469,1,0.485248764867501,0.5147512351324989,1,0.4767309449649121,0.5232690550350878,1,0.4759541878658803,0.5240458121341198,1,0.5223336745833114,0.4776663254166886,0,0.4800937078191634,0.5199062921808366,1,0.565,0.53,0.535,0.505,0.5601209677419353,0.5349212598425197,0.5375000000000001,0.5219172932330828,0.9989634844474143,0.03790213064829384,0.9993720510672723,0.02950247026499786,0.9984371442240423,0.04653811007017572,0.9983310206475137,0.04809162426823954,0.9985603086014527,0.044667349166622794,0.998856331732988,0.03981258436167323
