0,1,clusters,kmeans,mu_1.5_0,mu_1.5_1,mu_1.5_2,cluster_hard_1.5,mu_1.8_0,mu_1.8_1,mu_1.8_2,cluster_hard_1.8,mu_2.1_0,mu_2.1_1,mu_2.1_2,cluster_hard_2.1,mu_2.4_0,mu_2.4_1,mu_2.4_2,cluster_hard_2.4,mu_2.7_0,mu_2.7_1,mu_2.7_2,cluster_hard_2.7,mu_3.0_0,mu_3.0_1,mu_3.0_2,cluster_hard_3.0
5.5986278886739935,1.847681442409299,0,1,3.1697650969529195e-05,1.18426834325946e-05,0.9999564596655979,2,0.0015423661239440218,0.000843287886524606,0.9976143459895314,2,0.008832949112733945,0.005771129539644099,0.9853959213476219,2,0.023401137647356532,0.01694260299818055,0.9596562593544629,2,0.04303166203484453,0.03327924736289621,0.9236890906022591,2,0.06476421685628914,0.05241687579867168,0.8828189073450392,2
5.43656733227836,2.139923322283762,0,1,5.609683172489821e-06,2.0456322632220414e-06,0.9999923446845643,2,0.0005299114554536213,0.0002854731863764007,0.99918461535817,2,0.004116938415220973,0.0026622363521758116,0.9932208252326034,2,0.013055546701503225,0.009379480332890884,0.9775649729656058,2,0.02709420125183306,0.02082679664000857,0.9520790021081584,2,0.04449535266791918,0.03583485290205999,0.9196697944300208,2
5.159783459387695,1.4731427695512456,0,1,8.573604150114828e-05,3.1376317697443696e-05,0.9998828876408014,2,0.002807744709208332,0.0015157261042145094,0.9956765291865772,2,0.013364283878186018,0.008653150515068535,0.9779825656067455,2,0.03174607985598535,0.02282569023869867,0.9454282299053158,2,0.05431279687740013,0.04177028899136758,0.9039169141312324,2,0.07770286105700637,0.06259802944777164,0.859699109495222,2
4.562473673551311,1.8711183676316532,0,1,4.012163187502704e-05,1.367127255480255e-05,0.9999462070955702,2,0.0017010724120213403,0.000879122274120742,0.997419805313858,2,0.009136338343357713,0.005737890151406225,0.9851257715052361,2,0.023385007508829596,0.016432568434693765,0.9601824240564767,2,0.04214373935676023,0.031830016375151655,0.9260262442680881,2,0.0626357697989003,0.04971987890063293,0.8876443513004668,2
4.386428824157104,2.899271865163193,0,1,1.855759931121961e-05,6.0037726075538124e-06,0.9999754386280811,2,0.001036203844843534,0.0005188901310666261,0.9984449060240899,2,0.006380877971256389,0.003920834536895537,0.989698287491848,2,0.0178214203118804,0.012321671881760053,0.9698569078063595,2,0.034134768809236334,0.025457929698864092,0.9404073014918997,2,0.05301718225924472,0.041659625467781125,0.9053231922729741,2
4.286096383424377,3.114034648577084,0,1,4.648903776838876e-05,1.481398616325645e-05,0.9999386969760683,2,0.0018616248911468385,0.0009236655670978238,0.9972147095417553,2,0.009823588388524079,0.005997683414861926,0.984178728196614,2,0.02499783966860839,0.017200961288605834,0.9578011990427857,2,0.04492639324729643,0.033381344005571044,0.9216922627471326,2,0.06662066365424484,0.052190832927970734,0.8811885034177844,2
4.318140517337917,1.1989459392272284,0,1,0.00044876075464023434,0.0001542187330737078,0.9993970205122862,2,0.007744811769494934,0.004022818535368028,0.9882323696951371,2,0.027245386020654985,0.0171677494859467,0.9555868644933984,2,0.054063665804984735,0.03807780976031181,0.9078585244347034,2,0.08212857001173109,0.06213209405378205,0.8557393359344869,2,0.10813529127734538,0.08594192336389896,0.8059227853587557,2
5.476386229604955,2.5105162671242267,0,1,1.2654779286142107e-06,4.573444485536332e-07,0.9999982771776228,2,0.00022057507167722902,0.00011818261830673181,0.9996612423100161,2,0.002275035774552638,0.0014656720940210274,0.9962592921314263,2,0.008501096209355661,0.006090688002892165,0.9854082157877523,2,0.019644127976771675,0.015068252175685961,0.9652876198475424,2,0.0347858854775687,0.027968329756666795,0.9372457847657645,2
5.255767540767867,3.5191007306923376,0,1,3.1115297186363615e-05,1.0766539433665058e-05,0.9999581181633799,2,0.00151988977796051,0.000793062961204408,0.997687047260835,2,0.008817534089966876,0.0055771874176968,0.9856052784923364,2,0.023660780156020196,0.016721733304364418,0.9596174865396154,2,0.04391168357744933,0.033325743705375506,0.9227625727171752,2,0.06645829046671471,0.05297595835420469,0.8805657511790805,2
5.664780123984382,2.3269358182118256,0,1,7.5622968088656675e-06,2.7921291307666257e-06,0.9999896455740603,2,0.0006498857856944016,0.0003527832550264212,0.9989973309592792,2,0.004847038907620982,0.0031513030956588106,0.9920016579967204,2,0.015000378884764767,0.010821109813108881,0.9741785113021264,2,0.03058390047791142,0.02358676302641784,0.9458293364956707,2,0.04952060213752581,0.039990807545892,0.9104885903165821,2
3.535031013515173,2.770618745514949,0,1,0.000471981653462736,0.000139908816344607,0.9993881095301926,2,0.007898600191921085,0.0037495549192553537,0.9883518448888234,2,0.027484834304207666,0.016267946772179985,0.9562472189236123,2,0.054346339435754225,0.036529057954403,0.9091246026098427,2,0.08246725134240544,0.06014650650540139,0.8573862421521932,2,0.10853276868200241,0.08373796484015257,0.807729266477845,2
5.9323347082654,4.461870456643867,0,1,0.0005536751289126838,0.00019993714154943476,0.999246387729538,2,0.009049841683682001,0.004847130870365869,0.9861030274459522,2,0.031123705068633017,0.0200524537298304,0.9488238412015366,2,0.06085285665642642,0.043613996826911694,0.8955331465166619,2,0.09136947703901087,0.07012410806957577,0.8385064148914134,2,0.11915297904749501,0.0958642783301641,0.7849827426223409,2
4.711492564932465,2.3971325540146373,0,1,1.7943614144366812e-06,6.080408138552042e-07,0.9999975975977717,2,0.00023096011758408185,0.00011896807736269762,0.9996500718050533,2,0.0020623725291548573,0.0012924266437086109,0.9966452008271366,2,0.007135357277319071,0.005006475413811084,0.9878581673088699,2,0.01576810499771959,0.011896419640139917,0.9723354753621404,2,0.027168607164851012,0.021549235973487107,0.9512821568616618,2
5.24997669978825,2.65538236999203,0,1,4.749939270647447e-08,1.6764611999654077e-08,0.9999999357359953,2,3.206517653477523e-05,1.6933662869408755e-05,0.9999510011605958,2,0.0006135197882913305,0.0003912776198394345,0.9989952025918692,2,0.0032561398765074564,0.0023152190704566118,0.9944286410530359,2,0.009439026288911233,0.007197034895495527,0.9833639388155933,2,0.01958614662796961,0.01567070896609719,0.9647431444059331,2
4.68583644563641,2.0112520640865053,0,1,1.5247445025047586e-05,5.2268990142403955e-06,0.9999795256559607,2,0.0009242529791610104,0.00047943367382544946,0.9985963133470136,2,0.005851817193470144,0.003684848025255317,0.9904633347812746,2,0.016513778307660255,0.011627821091685895,0.9718584006006538,2,0.0317876557476197,0.024047839462028223,0.9441645047903522,2,0.04954571480374697,0.03938307185671449,0.9110712133395386,2
