cluster_hard_2.7,mu_2.7_0,mu_2.7_1,mu_2.7_2,_maxu,_second,_margin
0,0.3747421701707805,0.3707937395097407,0.2544640903194787,0.3747421701707805,0.3707937395097407,0.003948430661039781
1,0.359141868208759,0.3773074767044633,0.2635506550867776,0.3773074767044633,0.359141868208759,0.01816560849570431
1,0.3403147147617661,0.3775779074413652,0.2821073777968685,0.3775779074413652,0.3403147147617661,0.0372631926795991
1,0.3496141921975818,0.3787558687927445,0.2716299390096737,0.3787558687927445,0.3496141921975818,0.029141676595162702
1,0.317979039347511,0.3796181481968614,0.3024028124556274,0.3796181481968614,0.317979039347511,0.06163910884935042
1,0.3680413764081062,0.3811036951571324,0.2508549284347615,0.3811036951571324,0.3680413764081062,0.013062318749026192
1,0.356713914446576,0.382213836970958,0.2610722485824659,0.382213836970958,0.356713914446576,0.02549992252438199
0,0.3825280843681566,0.320534028332716,0.2969378872991275,0.3825280843681566,0.320534028332716,0.061994056035440614
0,0.387753970584964,0.3683445036756694,0.2439015257393664,0.387753970584964,0.3683445036756694,0.019409466909294626
0,0.3901965393843876,0.3367607465610742,0.273042714054538,0.3901965393843876,0.3367607465610742,0.0534357928233134
1,0.3480532571130563,0.3917327639001566,0.260213978986787,0.3917327639001566,0.3480532571130563,0.04367950678710031
1,0.3605815657580855,0.3918814593049917,0.2475369749369228,0.3918814593049917,0.3605815657580855,0.03129989354690621
1,0.3527763293339994,0.394174041028522,0.2530496296374784,0.394174041028522,0.3527763293339994,0.04139771169452261
1,0.3235538735807258,0.4006075256448793,0.2758386007743948,0.4006075256448793,0.3235538735807258,0.07705365206415349
2,0.2408614354225768,0.358033435858532,0.4011051287188912,0.4011051287188912,0.358033435858532,0.04307169286035922
1,0.3306276539248531,0.4030790244646071,0.2662933216105396,0.4030790244646071,0.3306276539248531,0.07245137053975398
1,0.3025426951609318,0.404520750622422,0.2929365542166461,0.404520750622422,0.3025426951609318,0.10197805546149019
1,0.3388758235616759,0.4045228958409206,0.2566012805974034,0.4045228958409206,0.3388758235616759,0.06564707227924471
0,0.4071719486172135,0.3417568894703024,0.251071161912484,0.4071719486172135,0.3417568894703024,0.06541505914691109
0,0.4105537138320406,0.3183782485719092,0.2710680375960502,0.4105537138320406,0.3183782485719092,0.09217546526013137
0,0.4127399868433341,0.3195453413090369,0.267714671847629,0.4127399868433341,0.3195453413090369,0.09319464553429718
1,0.3311058780249355,0.4145739155165895,0.2543202064584748,0.4145739155165895,0.3311058780249355,0.08346803749165399
0,0.4214100914344713,0.3352216804759582,0.2433682280895704,0.4214100914344713,0.3352216804759582,0.0861884109585131
0,0.4265183184378122,0.2848375969545113,0.2886440846076764,0.4265183184378122,0.2886440846076764,0.1378742338301358
0,0.4270701693759333,0.3080570023497074,0.2648728282743592,0.4270701693759333,0.3080570023497074,0.11901316702622589
2,0.2157540376187049,0.3563448106268074,0.4279011517544876,0.4279011517544876,0.3563448106268074,0.07155634112768022
1,0.3125913168729642,0.4303141841385536,0.257094498988482,0.4303141841385536,0.3125913168729642,0.11772286726558939
2,0.228631097050774,0.3401945461418901,0.4311743568073358,0.4311743568073358,0.3401945461418901,0.09097981066544569
2,0.2263709343860658,0.3392039371491848,0.4344251284647493,0.4344251284647493,0.3392039371491848,0.0952211913155645
1,0.1625734899211057,0.4346493343258289,0.4027771757530655,0.4346493343258289,0.4027771757530655,0.03187215857276343
