solar_power,solar_seas_ind,wind_power,wind_std,offshore_wind_potential,hydro_potential,geothermal_potential,evi,res_area,mu_1.5_0,mu_1.5_1,mu_1.5_2,mu_1.5_3,cluster_hard_1.5,mu_1.8_0,mu_1.8_1,mu_1.8_2,mu_1.8_3,cluster_hard_1.8,mu_2.1_0,mu_2.1_1,mu_2.1_2,mu_2.1_3,cluster_hard_2.1,mu_2.4_0,mu_2.4_1,mu_2.4_2,mu_2.4_3,cluster_hard_2.4,mu_2.7_0,mu_2.7_1,mu_2.7_2,mu_2.7_3,cluster_hard_2.7,mu_3.0_0,mu_3.0_1,mu_3.0_2,mu_3.0_3,cluster_hard_3.0
0.5419279355488035,-0.18145328903065133,-1.1188950490209046,0.3728864781618265,0.0,5.335738976983238,0.0,0.6578474395374867,0.4612795146998869,0.0118525635248547,0.0010061314902623708,0.0025016005979066826,0.9846397043869763,3,0.010425615588481338,0.04863294031465177,0.9223409123297358,0.018600531767131126,2,0.04528349512995967,0.088746711148072,0.8366660486785821,0.02930374504338614,2,0.12256511536352466,0.07445315346950143,0.052143865293665353,0.7508378658733086,3,0.06315197809064706,0.2530372303803264,0.12242984751577639,0.5613809440132502,3,0.509802921228158,0.07985842566800934,0.14008657299806196,0.27025208010577073,0
0.4103854951800326,-0.1557101155874221,-1.0863139533165926,0.6874080605910337,0.0,6.3233713306646075,0.0,0.601765664783658,0.5556941536277009,0.005689361895861974,0.0007365913372721339,0.0022600801085726407,0.9913139666582933,3,0.008402055206819638,0.02998458542352694,0.9444997954578411,0.01711356391181239,2,0.04221363222219203,0.06181077981605446,0.8711469951220114,0.02482859283974205,2,0.09233244055257622,0.07038329996130933,0.045818420718873445,0.791465838767241,3,0.05698618899026388,0.21197357069989556,0.09669501199952293,0.6343452283103177,3,0.5715015950386856,0.07553578124631095,0.11835364421258007,0.2346089795024234,0
0.30197442962308674,-0.09151732424247128,-1.0623870025051962,0.5618880974748165,0.0,6.15807376649357,0.0,0.5960074302142506,-1.47031698915286,0.008179955907696324,0.0010255139281807948,0.003073594440967872,0.9877209357231551,3,0.010408887446673948,0.03780393216732144,0.9308908777595865,0.020896302626418194,2,0.04869616879836291,0.07287246829104267,0.8494764964080463,0.028954866502548058,2,0.1043071282238556,0.07819747577915195,0.051378069120009584,0.7661173268769829,3,0.06148930198528767,0.2241293297013737,0.10507375538212933,0.6093076129312093,3,0.5501165808577105,0.07988867197517965,0.1258829400256848,0.24411180714142489,0
0.43281034774125077,-0.14274755235068287,-1.0677698436601366,0.3931541347172581,0.0,7.0035250934036135,6.670477492097432,0.5998485970260761,-1.8188664524171756,0.0066046083188740145,0.017047606370583644,0.9509687348944245,0.025379050416117706,2,0.0638473743595426,0.034538369769686175,0.08094029862146088,0.8206739572493105,3,0.6967043439404458,0.06796826192934437,0.1271275791458596,0.10819981498435041,0,0.09747464139191107,0.599790986018231,0.14276717701733407,0.1599671955725239,1,0.276332435202186,0.2683390853548629,0.1777881621099244,0.2775403173330268,3,0.2732883267661843,0.27136777145606467,0.1875261531945962,0.2678177485831548,0
0.13423950040420438,-0.04509053293124998,-0.8139040199990988,0.37731555889449075,0.0,6.266508871426863,0.0,0.5558979684985944,-1.1612213667758087,0.0037777256979112245,0.00047028434538440485,0.0014452308816196209,0.9943067590750848,3,0.006131400204271154,0.02236028754187502,0.9590055505296078,0.012502761724245994,2,0.0332275482876834,0.04928791068346215,0.8979548237838818,0.019529717244972555,2,0.0774154892219833,0.058475928565292476,0.038055050982596886,0.8260535312301274,3,0.048625800402995197,0.19236947019960995,0.08312702100854158,0.6758777083888533,3,0.6091807883634216,0.06687446037516526,0.10543028811537528,0.21851446314603795,0
0.4902596087367068,-0.16547983107255448,-0.2946166640588671,0.10220349565020166,1.5891032332693673,0.0,0.0,-0.7469454346719393,0.5707891821762174,0.9959577856606204,0.0007276295941381286,0.00039939220482110695,0.0029151925404203426,0,0.01007062640911061,0.9599851857853009,0.02303958013044554,0.0069046076751430804,1,0.02444276287237183,0.8874272958354545,0.05620890718702767,0.03192103410514593,1,0.802221985454865,0.048703572707726225,0.059322829931798535,0.08975161190561019,0,0.0762200292988044,0.1356506293608242,0.6810058023422667,0.1071235389981047,2,0.12846139129703857,0.09646306245936526,0.6136120513227671,0.16146349492082915,2
0.24973979385644804,-0.08771406387951797,-1.0513036870428916,0.6953119531593857,0.0,6.616807821124383,0.0,0.5452688267701014,-0.3549249317807153,0.0033716101267591597,0.00047594968364618164,0.0015681982142623022,0.9945842419753324,3,0.006041772266579816,0.020385316439796526,0.9606981730223572,0.01287473827126646,2,0.03321961137655131,0.045149783511210455,0.9027186386996491,0.018911966412589302,2,0.07136760623945804,0.05766239924694486,0.036617477382919025,0.834352517130678,3,0.04544634569548085,0.17078757043723927,0.07486952585712858,0.7088965580101513,3,0.6353025206681716,0.06461964167755987,0.09874319173473786,0.20133464591953076,0
-0.3134702831694806,-0.20302352602258522,-1.0685862816961802,0.07259551021889052,0.0,3.8990613932298386,7.847921107544407,-0.7443249581211364,0.6605697272033867,0.009254222000394179,0.12743382740757472,0.851061672656383,0.012250277935648127,2,0.21608872740469734,0.040502044554175866,0.04807943157636818,0.6953297964647587,3,0.5947773625277948,0.07243596206328232,0.08187223072919314,0.2509144446797296,0,0.09764961637972942,0.5303708874661127,0.26463967790107235,0.10733981825308547,1,0.46012960223209054,0.19781686986210734,0.1632276453203734,0.17882588258542867,0,0.19080511512591863,0.42213741694295526,0.17656087245936025,0.2104965954717659,1
-0.23379830590149306,1.2089343555899028,-0.7612679613681131,-1.1000562389795354,0.012097735287318992,0.0,0.0,-0.8049442802159514,0.3268604330590092,0.9892301192837272,0.0018871242657280106,0.001066539333095105,0.00781621711744981,0,0.019369724295029783,0.9220243977746148,0.045021114796492616,0.01358476313386277,1,0.03989318093991561,0.8179810655014073,0.0909941418738563,0.05113161168482084,1,0.7187477088916376,0.06980987630212314,0.08371478639541183,0.12772762841082727,0,0.09814572754718363,0.17855656906032055,0.5848014918157812,0.13849621157671463,2,0.15634278032074644,0.11694290696717856,0.5284116290936768,0.19830268361839823,2
0.09066589994908403,-0.03187757259284845,-0.7610277476650874,0.8646320659541455,0.0,4.996636587799872,0.0,0.042085471488103446,0.06840106859500003,0.009638479507401057,0.0006502546722740481,0.001516491116969013,0.988194774703356,3,0.00797481597508658,0.04293958665731167,0.9354088253068649,0.013676772060736725,2,0.03674902128965865,0.08215688027883981,0.8566414630731282,0.024452635358373484,2,0.11703135243855804,0.06420749231599936,0.04591175249695464,0.772849402748488,3,0.05747260456151723,0.2630075583809519,0.11925665075858036,0.5602631862989504,3,0.5100903210327193,0.07314350846086047,0.1359543573143366,0.2808118131920837,0
