solar_power,solar_seas_ind,wind_power,wind_std,offshore_wind_potential,hydro_potential,geothermal_potential,evi,res_area,mu_1.5_0,mu_1.5_1,mu_1.5_2,cluster_hard_1.5,mu_1.8_0,mu_1.8_1,mu_1.8_2,cluster_hard_1.8,mu_2.1_0,mu_2.1_1,mu_2.1_2,cluster_hard_2.1,mu_2.4_0,mu_2.4_1,mu_2.4_2,cluster_hard_2.4,mu_2.7_0,mu_2.7_1,mu_2.7_2,cluster_hard_2.7,mu_3.0_0,mu_3.0_1,mu_3.0_2,cluster_hard_3.0
0.6205431146936133,-0.1854054711942056,-1.192384666882948,0.02786205905358119,0.0,6.891233283570036,0.0,0.6242290936003307,-1.6701191659119854,0.9918088271466938,0.005637835477562684,0.0025533373757434495,0,0.036504886604916846,0.9406306978120419,0.022864415583041094,1,0.08028236293109337,0.8590109149417556,0.06070672212715102,1,0.104029507263909,0.7753605986324187,0.12060989410367215,1,0.6998712835919096,0.14763878215706863,0.15248993425102172,0,0.17802377868769967,0.18199309421529594,0.6399831270970044,2
0.8331090685113238,-0.2401742025669549,-0.8224816033333807,0.23151172712835028,0.0,6.563492237979098,0.0,0.7241372048488456,-0.40039175011304245,0.9983299833207135,0.0012037031432435982,0.00046631353604300387,0,0.013368092598742885,0.9789881560724596,0.007643751328797473,1,0.03890645982009581,0.933375901454177,0.02771763872572729,1,0.058217791899182435,0.8715414237512625,0.07024078434955491,1,0.8026954647439536,0.09596721801435196,0.10133731724169447,0,0.13007251819982119,0.13187282148640428,0.7380546603137745,2
0.8690903665590707,-0.17410093302466542,-0.8693849867135289,0.3584739480143014,0.0,6.494349613283983,0.0,0.5250209986179255,-0.43456193987927816,0.9985545264547684,0.0010440445612203667,0.00040142898401110687,0,0.012177354219130606,0.980886694151976,0.0069359516288932995,1,0.03638741833012115,0.9377420586293801,0.025870523040498937,1,0.05537051770628635,0.8777717614285563,0.06685772086515737,1,0.8097680785163779,0.09254660875453187,0.09768531272909034,0,0.12652473472758555,0.128389003077081,0.7450862621953336,2
0.820266900004234,-0.24478288289264177,-1.0957662899658145,-0.12388165318434252,0.0,6.773629912277979,1.8758230565163825,0.3960780147648358,0.25123698153293705,0.9867880514954396,0.009301269498272317,0.003910679006288133,0,0.050067302456211486,0.9196928811111121,0.030239816432676266,1,0.10010466335063864,0.8256929729638609,0.07420236368550046,1,0.1209528430544553,0.7372595832584318,0.14178757368711298,1,0.6613596969080556,0.1662849367713671,0.17235536632057713,0,0.1959181899463322,0.2005254167028373,0.6035563933508306,2
0.3677385275136041,-0.08401259394413095,-1.1745084407931219,0.3241943228270918,0.0,7.006333427832303,2.5025028011070236,0.5813823547845978,-1.7872998893917378,0.9650697753465899,0.023268943404406328,0.011661281249003622,0,0.08473939366510803,0.8584404631106172,0.05682014322427467,1,0.14051494406974652,0.7478547454111447,0.11163031051910864,1,0.16046386838049786,0.6600554857915014,0.17948064582800075,1,0.5918612352339852,0.20315300385357632,0.20498576091243864,0,0.22423399256542972,0.23197973707570566,0.5437862703588646,2
0.39913667788326807,-0.09360374026847239,-1.1774536606570607,0.09597416305058339,0.0,7.257139796271253,0.0,0.5495502832096218,-0.3560185854996004,0.9980285841175391,0.001305051268161437,0.0006663646142994385,0,0.014449789544990654,0.9758763278763478,0.009673882578661289,1,0.041622925375514416,0.925514218337498,0.032862856286987416,1,0.06581777293427757,0.8601276857181532,0.0740545413475692,1,0.7910821410830856,0.10379882852910291,0.10511903038781141,0,0.13328793103624992,0.13772159458705865,0.7289904743766914,2
0.5583081144617543,-0.12476139961030216,-1.1784160853413013,0.0690906513658001,0.0,7.217276302433022,1.5928332122574365,0.6031273653796505,-2.2538086870799887,0.9739406822769269,0.017284320882315587,0.008774996840757453,0,0.07144933453352618,0.8804984496352856,0.048052215831188246,1,0.12578271115533915,0.7743654446562985,0.0998518441883623,1,0.14811350577786378,0.6858348908755577,0.16605160334657862,1,0.6153394339749534,0.1911442180500366,0.19351634797501005,0,0.21435768921519718,0.22111126410372267,0.5645310466810801,2
0.3962583998499973,-0.08806946389430041,-1.1500706873075102,0.05183538208180913,0.0,5.977319792732509,0.0,0.47457873604255174,0.17156473116079696,0.9977004867178378,0.001697321652366165,0.0006021916297960162,0,0.017080086539542995,0.9736025668800795,0.009317346580377434,1,0.047081956295405875,0.9202502848350542,0.03266775886953984,1,0.06660409818995627,0.8519572150835284,0.08143868672651544,1,0.7794881091582108,0.10714865054008632,0.11336324030170303,0,0.14145315330461988,0.14395768872842304,0.7145891579669572,2
0.20975420924976462,-0.01628989012265472,-1.080738851790408,0.2262662266416345,0.0,7.29624652766988,0.0,0.48844201134340165,-1.6050606668821337,0.9941447178781916,0.003794717309458674,0.0020605648123497907,0,0.028810773236637843,0.9511748034301534,0.020014423333208752,1,0.06843253813960043,0.8761711027182156,0.055396359142183875,1,0.09719099271489225,0.795344563533574,0.10746444375153374,1,0.7208519701679351,0.13942905193659097,0.13971897789547377,0,0.1663299393118164,0.17265693990268663,0.661013120785497,2
0.3259877699393739,-0.06865970369252233,-1.131326062096064,0.036079227045476836,0.0,7.3371309222115615,0.0,0.6230607807167445,-0.41652386340124326,0.9978560253253164,0.0014029265413864817,0.0007410481332970226,0,0.015204181911829635,0.9744174523487418,0.010378365739428448,1,0.04327193053691914,0.9221243593618281,0.0346037101012527,1,0.06841065165874134,0.8552934701264101,0.07629587821484851,1,0.7857380147264612,0.10674773552535821,0.10751424974818063,0,0.13557454375112107,0.1404545656467727,0.7239708906021062,2
