0,1,2,3,4,clusters,kmeans,mu_1.5_0,mu_1.5_1,mu_1.5_2,mu_1.5_3,cluster_hard_1.5,mu_1.8_0,mu_1.8_1,mu_1.8_2,mu_1.8_3,cluster_hard_1.8,mu_2.1_0,mu_2.1_1,mu_2.1_2,mu_2.1_3,cluster_hard_2.1,mu_2.4_0,mu_2.4_1,mu_2.4_2,mu_2.4_3,cluster_hard_2.4,mu_2.7_0,mu_2.7_1,mu_2.7_2,mu_2.7_3,cluster_hard_2.7,mu_3.0_0,mu_3.0_1,mu_3.0_2,mu_3.0_3,cluster_hard_3.0,st_p_0.4_const_ass,st_p_0.6_const_ass,st_p_0.8_const_ass,st_p_1_const_ass,st_p_0.4_thr_0.5,st_p_0.6_thr_0.5,st_p_0.8_thr_0.5,st_p_1_thr_0.5,fuz_1.5_entropy,fuz_1.5_gap,fuz_1.8_entropy,fuz_1.8_gap,fuz_2.1_entropy,fuz_2.1_gap,fuz_2.4_entropy,fuz_2.4_gap,fuz_2.7_entropy,fuz_2.7_gap,fuz_3.0_entropy,fuz_3.0_gap
-1.1437311971857291,-2.1389901874421,-2.3201056242417923,3.254663963954366,0.3685473745211918,0,3,0.02381476524251,0.0118472358322831,0.0600057527241908,0.904332246201016,3,0.0892243201941563,0.6809659101818893,0.1704448956553406,0.0593648739686135,1,0.1417958252192343,0.1079086326281139,0.2429000240396306,0.5073955181130212,3,0.1728778193654144,0.4062874147233865,0.141956745842205,0.278878020068994,1,0.1914191760457419,0.3474204545540029,0.1653369161718889,0.2958234532283662,1,0.3095838768858127,0.3053158078206671,0.2025837022253628,0.1825166130681574,0,1.0,1.0,1.0,1.0,0.90625,0.8693333333333333,0.8327966101694916,0.7964912280701753,0.28948406799538556,0.8443264934768252,0.6827562149476034,0.5105210145265487,0.8693778625239805,0.26449549407339057,0.9396455417347034,0.1274093946543925,0.9677960304895978,0.051597001325636715,0.9803943511512279,0.004268069065145597
-0.3373642586277275,-0.0475368746243255,-5.05284662582005,3.136676995148504,2.216053257958255,0,3,0.0833801591098047,0.0363528762707263,0.1773265211805141,0.7029404434389548,3,0.1505085799086579,0.5054314340819938,0.2521351284756991,0.0919248575336491,1,0.184496614932272,0.1316520321786863,0.2788306354008979,0.4050207174881436,3,0.2026740276541543,0.3505559096161262,0.1581186130374626,0.2886514496922568,1,0.2136786877106532,0.3175230490489774,0.1769203806484493,0.29187788259192,1,0.2950046407657791,0.2928894989322596,0.22051596018837,0.1915899001135912,0,1.0,1.0,1.0,0.99,0.90625,0.8693333333333333,0.8327966101694916,0.7864655172413793,0.6363319709869738,0.5256139222584407,0.8632329612431731,0.2532963056062947,0.9384242898563059,0.1261900820872457,0.9675142845911064,0.06190445992386939,0.9809536680504497,0.02564516645705739,0.9880608706701327,0.0021151418335195182
-1.1049844787837202,-0.4098719482561378,-0.7624937741835749,1.78357195887786,0.0,0,3,0.004536086864749,0.0028160584167577,0.0463933822302347,0.9462544724882584,3,0.0262003970460521,0.82313505330562,0.1303144514233397,0.0203500982249881,1,0.0591353581921199,0.0509535767030821,0.2206261401260139,0.669284924978784,3,0.0922940950601945,0.5293700577304239,0.0841771109251687,0.2941587362842127,1,0.1185108270856638,0.4308461505309374,0.1122269833374039,0.3384160390459949,1,0.3677745135973324,0.3613472905720762,0.1368021850482818,0.1340760107823096,0,0.99,0.945,0.875,0.805,0.8980833333333335,0.83425,0.755677966101695,0.6847368421052632,0.1700522546945446,0.8998610902580237,0.43312919479485384,0.6928206018822802,0.6644249143541628,0.4486587848527701,0.8114427859331683,0.2352113214462112,0.8855706080711968,0.09243011148494251,0.9213306551350203,0.006427223025256168
0.0591813898823114,-1.6324423432106374,-1.958033821357585,0.755225200062102,0.0,0,3,0.048654573928019,0.0089597900338079,0.023827311629834,0.9185583244083392,3,0.127071363865118,0.7351429704356738,0.0913653483320876,0.0464203173671205,1,0.181402659323768,0.0906229549757924,0.1596709661058386,0.5683034195946008,3,0.2115762756445825,0.4507469855255746,0.12624423453562,0.2114325042942228,1,0.2281690448124984,0.3695875276902136,0.153299917191438,0.2489435103058498,1,0.3012292700039002,0.2876674795599157,0.2361306021995404,0.1749726482366436,0,0.995,0.95,0.915,0.885,0.9015833333333334,0.8350847457627117,0.7810526315789473,0.7443137254901959,0.2570889515935145,0.8699037504803202,0.6127729867365341,0.6080716065705558,0.8233012134793585,0.38690076027083287,0.9215882361335244,0.23917070988099207,0.9656602183253671,0.12064401738436378,0.9851317287011898,0.013561790443984534
-1.270386488904846,1.0949235617591435,-0.3108197433773718,2.040723977003372,0.0,0,0,0.0044384063051142,0.0038540928156119,0.8540723263704257,0.137635174508848,2,0.0238328696155637,0.2370315837358963,0.7164035599933789,0.022731986655161,2,0.0487292509435288,0.0486057553973842,0.6199493747620846,0.2827156188970023,2,0.0745401606189574,0.3070424651071556,0.07608434167986,0.5423330325940269,3,0.0993083071245701,0.3259532564745243,0.1028367216484284,0.471901714752477,3,0.3652404489506243,0.3857859431567745,0.1213873782664933,0.1275862296261078,1,0.9,0.815,0.76,0.7,0.8587903225806452,0.7637903225806452,0.6955384615384614,0.6386290322580644,0.32687156231461034,0.7164371518615777,0.5447789799094687,0.4793719762574826,0.6836829778520683,0.33723375586508225,0.7818760148582335,0.23529056748687127,0.8533928968879205,0.14594845827795272,0.9045652230680922,0.020545494206150205
-1.1511413429076782,-1.9888464816500004,-1.3404081972550626,2.4146764097349025,0.0,0,3,0.0160685331134089,0.0084033392255049,0.0413193829158151,0.934208744745271,3,0.0716170430036652,0.7377792825927794,0.1411619495975808,0.0494417248059744,1,0.1251790966446047,0.0982364680949925,0.223607871830475,0.5529765634299275,3,0.1596961554923905,0.4349546491311631,0.1346457569479596,0.2707034384284866,1,0.1807858901596974,0.3641318308417295,0.1598699920977214,0.2952122869008516,1,0.3171909986925437,0.311104505021457,0.1934826755972034,0.1782218206887958,0,1.0,1.0,1.0,0.98,0.90625,0.8693333333333333,0.8327966101694916,0.7815517241379311,0.21768607388604705,0.892889361829456,0.6046494526961266,0.5966173329951986,0.8299881824302583,0.3293686915994525,0.9224457556478572,0.1642512107026765,0.9596559651661141,0.0689195439408779,0.9757386204378458,0.006086493671086712
-0.5282932663759878,-0.361858801337046,-2.225674263179465,2.152993902848974,0.0,0,3,0.0005676433040011,0.0002131270956391,0.0028908026543897,0.99632842694597,3,0.0170464737928195,0.9194083059513856,0.0539171208069721,0.0096280994488228,1,0.0643670882614095,0.0438602600261121,0.1690056978145181,0.7227669538979603,3,0.1106063667479999,0.5425386893333313,0.083801213763191,0.2630537301554776,1,0.1420030865202959,0.4270934832932502,0.1154427765522754,0.3154606536341783,1,0.3541953250384976,0.3452418732192809,0.1613964911254211,0.1391663106168004,0,1.0,0.995,0.975,0.95,0.90625,0.86575,0.8211206896551724,0.778818181818182,0.019194601442706613,0.9934376242915803,0.25162172141336747,0.8654911851444135,0.6123017698176504,0.5537612560834422,0.8182540335971022,0.27948495917785365,0.904367738576026,0.1116328296590719,0.9403539928818311,0.008953451819216696
-0.8555700426897583,-0.9733889608331678,-2.6978638195285902,3.948853670268658,0.0,0,3,0.0195018490122524,0.0093246633680772,0.0877710952380611,0.8834023923816091,3,0.0772610767939308,0.6622007112178141,0.2103981380671347,0.0501400739211203,1,0.1270489179093303,0.0949719816359494,0.278487008268998,0.4994920921857222,3,0.158853853288332,0.4053117933792717,0.1286702313006624,0.3071641220317339,1,0.1791257510662465,0.3509554637857897,0.1530124698600969,0.3169063152878668,1,0.3190413159536795,0.3171768563018898,0.1922354388611336,0.1715463888832969,0,1.0,1.0,0.995,0.985,0.90625,0.8693333333333333,0.8295762711864406,0.7830172413793103,0.31987844323506404,0.795631297143548,0.684419639661688,0.4518025731506794,0.857284142204095,0.2210050839167242,0.9267137749956406,0.09814767134753782,0.957180420704272,0.0340491484979229,0.9724622604153101,0.0018644596517897183
0.2139065690899763,-0.6420752963132978,-2.539857621042452,2.093780041661118,0.6114240623741678,0,3,0.0038941822530584,0.0009339170896668,0.0094450657319701,0.9857268349253046,3,0.0408735912296328,0.8614417900862847,0.0802168484781678,0.0174677702059147,1,0.0996077571707189,0.0555168905525228,0.1824921408587498,0.6623832114180084,3,0.1439623523043327,0.5071030049332983,0.0933529054771439,0.2555817372852249,1,0.1715853685907379,0.4073822693610563,0.1230552654066366,0.297977096641569,1,0.3380426016798691,0.3279123367298497,0.1878371930185926,0.1462078685716885,0,1.0,1.0,0.995,0.965,0.90625,0.8693333333333333,0.8301694915254236,0.7798214285714286,0.062271980327890004,0.9762817691933344,0.3839400737752884,0.781224941608117,0.7022468014207233,0.4798910705592586,0.8608663573102852,0.2515212676480734,0.9282789672441922,0.1094051727194873,0.9575713560409258,0.010130264950019396
-0.0361991228369584,-1.39535654558669,-4.034425382146137,1.8545174149762724,0.0,0,3,0.0536754118935821,0.0154026505853502,0.05352867603181,0.8773932614892574,3,0.138900870505691,0.6445991704912033,0.1506382809940611,0.0658616780090445,1,0.1878522243883769,0.1122096965131743,0.2152293270600004,0.4847087520384483,3,0.2114098179581949,0.393226336762351,0.1441350384853097,0.2512288067941444,1,0.223739269703295,0.337466419047654,0.1666343203310101,0.272159990918041,1,0.2962596733648983,0.2896549763604395,0.2300333387537198,0.1840520115209423,0,1.0,1.0,1.0,0.995,0.90625,0.8693333333333333,0.8327966101694916,0.7923684210526316,0.3554358213338361,0.8237178495956754,0.7368899094453616,0.49396088949714223,0.8953266729030824,0.2694794249784479,0.9534647774525249,0.14199752996820664,0.9769682791746119,0.06530642812961301,0.9874257404846365,0.006604697004458759
