0,1,clusters,kmeans,mu_1.5_0,mu_1.5_1,mu_1.5_2,mu_1.5_3,cluster_hard_1.5,mu_1.8_0,mu_1.8_1,mu_1.8_2,mu_1.8_3,cluster_hard_1.8,mu_2.1_0,mu_2.1_1,mu_2.1_2,mu_2.1_3,cluster_hard_2.1,mu_2.4_0,mu_2.4_1,mu_2.4_2,mu_2.4_3,cluster_hard_2.4,mu_2.7_0,mu_2.7_1,mu_2.7_2,mu_2.7_3,cluster_hard_2.7,mu_3.0_0,mu_3.0_1,mu_3.0_2,mu_3.0_3,cluster_hard_3.0
-4.487840579090039,-7.400028085337586,0,3,0.21699939156586456,0.0827052507084277,0.28197268306215656,0.4183226746635511,3,0.0012824239842289405,0.9933020521808745,0.002998931219646851,0.0024165926152497946,1,0.9684559153792456,0.007073802005115071,0.011253741967291894,0.01321654064834744,0,0.2701232203250326,0.2480542594683495,0.17844791682091238,0.30337460338570554,3,0.24867442924595126,0.26743910237144286,0.18998631567230095,0.2939001527103049,3,0.24892806358191005,0.19827596542783918,0.26541410700449575,0.287381863985755,3
-3.109959184969288,-8.848450452034045,0,3,0.31152387710484775,0.13625708132902128,0.29598325059503094,0.2562357909710999,0,0.002943231824505954,0.9886570225021623,0.0038042935831799018,0.004595452090151942,1,0.956615701777754,0.012038986882678933,0.016737605842112254,0.014607705497454873,0,0.2680203113236536,0.27489647300155956,0.20738231719583916,0.24970089847894775,1,0.27021677625858703,0.26539346468493175,0.21451947737072571,0.2498702816857556,0,0.2669262324925601,0.21951876582700633,0.26354571091713097,0.2500092907633025,0
-5.882879633762057,-8.264952031840625,0,3,0.18494179572070837,0.08099540961673447,0.236579480707447,0.49748331395511014,3,0.002307721238153589,0.9875788622644476,0.006144068892868868,0.003969347604529948,1,0.9402127715798625,0.013172585194537014,0.01959841964610853,0.027016223579492047,0,0.25701715028448985,0.23722063977567998,0.1789796125761964,0.32678259736363385,3,0.23993581277669426,0.25681467367796856,0.19058002243355235,0.3126694911117848,3,0.24162701265059466,0.1988835734146922,0.25645567392542,0.3030337400092931,3
-4.012465818303181,-7.49219785437532,0,3,0.2417241416062802,0.09118444809529737,0.29840779235212866,0.36868361794629384,3,0.0013487531895190862,0.993381761768699,0.002752836285096917,0.0025166487566849367,1,0.9717385450396199,0.006614103039798358,0.01045234669845783,0.011195005222123798,0,0.27327980289428455,0.2555454539127209,0.18320206126058888,0.2879726819324057,3,0.2546865632743801,0.2699014397027712,0.19401767696988104,0.28139432005296766,3,0.2539433270738582,0.20176441794143607,0.26744409770337335,0.27684815728133244,3
-5.577243779630457,-10.286981743738828,0,3,0.23853871263561013,0.12522434885145553,0.24826594373766847,0.387970994775266,3,0.005857580165544951,0.9752803642034725,0.010434741567149502,0.008427314063832833,1,0.9072354096697016,0.02417424477744532,0.0316101802990773,0.03698016525377568,0,0.2538386012018707,0.2520289390672797,0.202443034675544,0.29168942505530554,3,0.251755802501784,0.2537120859340018,0.21041716517499592,0.2841149463892183,3,0.251471006072293,0.2160309558231098,0.253557747928523,0.2789402901760743,3
-4.894399853434379,-7.495570676911252,0,3,0.2018591246785952,0.07911803410393477,0.26646872895797796,0.452554112259492,3,0.0012351643187577012,0.9933484212615417,0.003117774395188371,0.00229864002451219,1,0.9656223741766533,0.007554285285821548,0.01190608310135548,0.0149172574361697,0,0.266387930337867,0.2432411835551314,0.17666549930202086,0.3137053868049807,3,0.24480562613356308,0.26446226169531617,0.18849954705748173,0.302232565113639,3,0.2457000410201305,0.19700564703794207,0.2629305081124488,0.2943638038294787,3
-6.25281580255412,-6.281093418816808,0,3,0.11544982327907166,0.043186443439441516,0.1906582661389802,0.6507054671425067,3,0.010746086565644332,0.9187490716246624,0.04840970365525859,0.022095138154434705,1,0.8137204571276219,0.03267381471031785,0.05527841790226628,0.09832731025979394,0,0.2535216578420085,0.21382946986987672,0.15276695120059658,0.3798819210875182,3,0.2212518697184189,0.2550226757771311,0.16813001893987506,0.35559543556457496,3,0.2260991869167512,0.17932762526063264,0.2555312062340504,0.3390419815885658,3
-2.9161939215827624,-10.1412570157992,0,3,0.33094391028027365,0.17169483560204885,0.2735506408572456,0.22381061326043197,0,0.009836464976610625,0.9667213020575912,0.01025914323601965,0.01318308972977825,1,0.8985631163850164,0.03091013339587041,0.03846791752294771,0.0320588326961656,0,0.25946710121523514,0.2796242569471864,0.22372971814743395,0.23717892369014448,1,0.27405328661127226,0.2583224240411903,0.22823079238282457,0.2393934969647129,0,0.2701777135545015,0.23131218732080117,0.25752259877497113,0.24098750034972627,0
-5.836984048197781,-6.170438184001577,0,3,0.12509553375980675,0.045301401606615554,0.20738250934280755,0.6222205552907701,3,0.010029304679562827,0.9263083529600928,0.04259647280015303,0.02106586956019128,1,0.8263388025210344,0.03099672376922543,0.05326830954353243,0.0893961641662079,0,0.25843020022004987,0.21772597307693498,0.15383841280998606,0.3700054138930292,3,0.22438963294501318,0.25891493445309033,0.16898122235968757,0.34771421024220894,3,0.22871506750450696,0.18002526810220223,0.25875586259189465,0.33250380180139616,3
-3.975372107642905,-9.38103078532702,0,3,0.28178718955055226,0.13314870947582266,0.27820664335862283,0.3068574576150022,3,0.0012216351834005528,0.9951397278803431,0.0017971603960167985,0.0018414765402395698,1,0.9723212680161416,0.007508331451639472,0.010167313339503155,0.0100030871927159,0,0.26242477065849673,0.2655317665953607,0.20571141591902814,0.2663320468271144,3,0.2626522244500496,0.2607489094381655,0.21310618262309552,0.2634926834886894,3,0.26059087151216137,0.21830228684044764,0.25955237090969074,0.26155447073770016,3
