0,1,2,3,4,clusters,kmeans,mu_1.5_0,mu_1.5_1,mu_1.5_2,cluster_hard_1.5,mu_1.8_0,mu_1.8_1,mu_1.8_2,cluster_hard_1.8,mu_2.1_0,mu_2.1_1,mu_2.1_2,cluster_hard_2.1,mu_2.4_0,mu_2.4_1,mu_2.4_2,cluster_hard_2.4,mu_2.7_0,mu_2.7_1,mu_2.7_2,cluster_hard_2.7,mu_3.0_0,mu_3.0_1,mu_3.0_2,cluster_hard_3.0
1.3593124886796435,-3.092049922713296,-4.926260140128112,3.0541213564134333,0.0535256423533509,0,2,0.9309143529516798,0.058843760717314196,0.010241886331006176,0,0.7821351775302064,0.05484401456784168,0.16302080790195184,0,0.2388667177132477,0.10741610727992881,0.6537171750068235,2,0.15015406315617147,0.5653631081563344,0.28448282868749414,1,0.31178021955479024,0.18194362992750393,0.5062761505177058,2,0.2054103435932087,0.32874285076955573,0.46584680563723546,2
1.9143015291640195,-3.894098553504856,-3.601974816875218,4.03992737528206,0.3893943275168196,0,2,0.9621929473405015,0.03423212333867566,0.003574929320822793,0,0.84005424631765,0.03143268433648453,0.1285130693458654,0,0.21500878722704067,0.07662376743736135,0.708367445335598,2,0.11944545699670894,0.6085576158446323,0.2719969271586587,1,0.3069069950096641,0.15371910760346422,0.5393738973868716,2,0.18000555321196826,0.32850793510337395,0.49148651168465785,2
1.7492616779593135,-2.1912954226860326,-4.740461296134697,2.8904945837265448,0.0,0,2,0.9473980802000062,0.046049323753569446,0.006552596046424259,0,0.8137399136034933,0.04262261280367818,0.14363747359282836,0,0.22293460398758383,0.09140078568498382,0.6856646103274324,2,0.1341068489621788,0.5921800216639483,0.2737131293738728,1,0.30519201029239484,0.16717016335495635,0.5276378263526489,2,0.19212954821413994,0.3251585462090791,0.4827119055767809,2
3.917885815247748,-2.9883075427869503,-4.406813563742677,5.087794926186616,0.0,0,2,0.9644334301287708,0.03308079549966765,0.002485774371561503,0,0.8522562531586143,0.024546347186850018,0.12319739965453559,0,0.2091502718137975,0.06414234456995084,0.7267073836162516,2,0.10455553272158952,0.6271110854529032,0.26833338182550726,1,0.30570791666637215,0.13852984394200674,0.5557622393916211,2,0.16543091143108912,0.32924396148129287,0.5053251270876179,2
2.723082192304146,-2.864524293679945,-3.205549150514101,4.404282486880338,0.5573969504474623,0,2,0.9944234048101535,0.005317548345088805,0.000259046844757693,0,0.9404024576563268,0.007860954251202385,0.05173658809247073,0,0.13635307519821754,0.034247812849295865,0.8293991119524865,2,0.07145385846360909,0.7132426045731812,0.21530353696320967,1,0.2716195126167274,0.10741463246813948,0.6209658549151331,2,0.1375711873711669,0.30866124340848494,0.5537675692203482,2
3.5679443624856217,-3.265379729820066,-4.779693460342688,1.8322337812865097,1.155683569385796,0,2,0.8899645272631738,0.06820608201474844,0.04182939072207769,0,0.7105521513455345,0.12324016494638924,0.16620768370807623,0,0.23046411342420944,0.18472540809096846,0.5848104784848221,2,0.22393323950926114,0.507379138657054,0.26868762183368494,1,0.29243285602367664,0.2491295209674415,0.45843762300888186,2,0.26596111606238115,0.30806992819961365,0.42596895573800514,2
2.9033872873818054,-2.960213987086068,-3.558573194040192,4.682441445501161,0.0,0,2,0.991621536698009,0.007970147516716129,0.0004083157852747773,0,0.9272301330706396,0.009858779585827933,0.06291108734353253,0,0.15046750598444017,0.03865855344339055,0.8108739405721692,2,0.07667315221174444,0.6965034583823717,0.22682338940588398,1,0.27967716801885895,0.1123769094135504,0.6079459225675906,2,0.14198049475264793,0.31398730784772605,0.544032197399626,2
2.5161973332680487,-3.314452009468206,-4.353911692312469,5.181180122257007,0.0,0,2,0.9648321036354032,0.033086245808127114,0.0020816505564695983,0,0.8533494945221539,0.022167160055934554,0.12448334542191153,0,0.21197292282696356,0.05988134843044996,0.7281457287425865,2,0.0993649080742775,0.6286425297724004,0.2719925621533221,1,0.3095716975707247,0.1330733988447907,0.5573549035844845,2,0.16004520412235632,0.3329736452232088,0.5069811506544349,2
2.663975462588919,-2.799413742083864,-2.4204249875531554,4.135359553747874,0.0,0,2,0.9862461832340975,0.01315375249085569,0.0006000642750468298,0,0.9151313153497586,0.010802644744810864,0.0740660399054306,0,0.15765516508100597,0.03845179897834586,0.8038930359406482,2,0.07441529835663221,0.6961941782504392,0.22939052339292865,1,0.2801392130838434,0.10875198610400826,0.6111088008121484,2,0.137749956896967,0.3139028421597984,0.5483472009432346,2
2.5165083679222047,-1.7351775740728312,-4.098536820476496,3.189664037748984,2.232544518399836,0,2,0.9234273362690403,0.06913968238765258,0.007432981343307168,0,0.7876440390193824,0.04242901824856115,0.16992694273205644,0,0.2413813753364183,0.08737659269777405,0.6712420319658077,2,0.12705282305418372,0.5870296032904738,0.2859175736553425,1,0.3137649911305287,0.15854964489425089,0.5276853639752204,2,0.18294751041910307,0.3317259820201803,0.4853265075607166,2
