0,1,2,3,4,clusters,kmeans,mu_1.5_0,mu_1.5_1,mu_1.5_2,cluster_hard_1.5,mu_1.8_0,mu_1.8_1,mu_1.8_2,cluster_hard_1.8,mu_2.1_0,mu_2.1_1,mu_2.1_2,cluster_hard_2.1,mu_2.4_0,mu_2.4_1,mu_2.4_2,cluster_hard_2.4,mu_2.7_0,mu_2.7_1,mu_2.7_2,cluster_hard_2.7,mu_3.0_0,mu_3.0_1,mu_3.0_2,cluster_hard_3.0
0.4940976490847741,2.7822292903985177,3.778585097066638,-1.3621303083999474,0.0214147910435359,0,2,0.005334504664115545,0.9279461881818176,0.06671930715406693,1,0.03359113100863549,0.782631376007789,0.1837774929835756,1,0.07391808478095643,0.6546530120893218,0.27142890312972184,1,0.11345174052339337,0.5549450817383765,0.33160317773823006,1,0.14725896630434224,0.46860383706011377,0.384137196635544,1,0.1730891676642073,0.41346519621422545,0.4134456361215672,1
1.7492413070115016,1.452788901324384,3.330318968396705,0.2624367595418324,0.0,0,2,0.005178919599691451,0.9553767816107585,0.039444298789550115,1,0.030514128075852198,0.8243402352212531,0.14514563670289465,1,0.06353610205376384,0.6899848747538196,0.24647902319241644,1,0.09453938276555754,0.5802809917773287,0.3251796254571137,1,0.12118306680825958,0.48710335508733854,0.3917135781044019,1,0.14446957569779265,0.42777576567768627,0.42775465862452117,1
2.608336411083192,0.3454028305245207,2.7865202393066646,-0.9028549505151924,0.0,0,2,0.03720514019001231,0.727206044314891,0.2355888154950967,1,0.08050638906643594,0.5715141081167932,0.3479795028167709,1,0.10838658508893205,0.49229265017371615,0.3993207647373519,1,0.12809986343724197,0.4497486150415043,0.42215152152125374,1,0.14413372782184114,0.42896114064486796,0.4269051315332909,1,0.16238204931948766,0.41880851499516325,0.41880943568534906,2
2.69013717747599,1.0145922420353557,2.787502941916921,0.965876497320112,0.0,0,2,0.13930766687110008,0.6879014483996082,0.17279088472929172,1,0.1895636331061969,0.5305092828542617,0.27992708403954136,1,0.21026236663502595,0.44990345235698637,0.33983418100798785,1,0.22244706349764842,0.40630339912577584,0.3712495373765758,1,0.23240615232304104,0.3856307540649422,0.38196309361201675,1,0.24402657845334222,0.37798618537951384,0.3779872361671439,2
1.1938119882015097,1.6110960534010137,3.039609557286204,-0.6357641939323722,0.0,0,2,0.0005350703233717796,0.9886844314117226,0.010780498264905729,1,0.007158136248497193,0.9297152348050847,0.06312662894641806,1,0.023121208527964333,0.8380086471523331,0.13887014431970254,1,0.04919242925364424,0.7142791329527711,0.23652843779358454,1,0.0823771205918354,0.5554701128481574,0.36215276656000717,1,0.11030325351439893,0.44487045395149194,0.4448262925341092,1
1.898169644444124,1.7658200234168056,3.4326193233742828,-2.129838337684128,0.0,0,2,0.0031787915530124664,0.9580535605728243,0.038767647874163196,1,0.024900689417777573,0.8339472155959646,0.14115209498625764,1,0.06076444150710057,0.7000058164566885,0.2392297420362111,1,0.09886376576339319,0.5856827263569903,0.31545350787961646,1,0.1327794033052212,0.48450385731185275,0.3827167393829261,1,0.159094654491923,0.42046431845289484,0.4204410270551821,1
1.7992552173980556,2.4728877045202227,3.681329569892702,-0.3695964804867694,0.2607757914373259,0,2,0.0008869877118039644,0.9921175143301854,0.0069954979580106194,1,0.015010101564670149,0.9175252064695506,0.0674646919657792,1,0.051678470706744334,0.7688528549884366,0.17946867430481908,1,0.09526000349550223,0.6190323946183832,0.2857076018861146,1,0.1326526960684236,0.4934147499817604,0.3739325539498159,1,0.1593030549541138,0.42036161176620773,0.42033533327967854,1
1.2507777130016648,3.1927942479607143,4.095426735228095,-2.103104603446477,0.0,0,2,0.00834687803535842,0.9231138159170628,0.06853930604757875,1,0.04499326497694087,0.7679573839803462,0.18704935104271278,1,0.09147460423748638,0.6335420895216586,0.2749833062408551,1,0.13297870891116725,0.5343219318941488,0.33269935919468396,1,0.16603549870282983,0.4541881437232701,0.3797763575739,1,0.1902649777907832,0.40487601365343195,0.40485900855578477,1
2.230001897601029,0.5881690086608475,4.401717550837195,-0.9325105338264584,0.0,0,2,0.0130504192440766,0.8569451195589216,0.13000446119700165,1,0.049639519024002,0.6993023757986682,0.2510581051773298,1,0.08697987826423093,0.5936057527068463,0.31941436902892284,1,0.11928380860181269,0.5195813147016889,0.36113487669649835,1,0.1463685045453708,0.4571960237966042,0.3964354716580251,1,0.16967069541443672,0.41517172330485247,0.41515758128071073,1
2.3180963974628783,2.82345139784634,2.166212299122039,0.0667769913332841,0.0,0,2,0.02205038778567331,0.9204141464753997,0.057535465738927004,1,0.07799884845598778,0.7454926905874245,0.1765084609565876,1,0.127975445426387,0.5995074434023755,0.2725171111712376,1,0.1637743631070508,0.5015723760902968,0.33465326080265245,1,0.18905832378346982,0.4337227842319789,0.37721889198455116,1,0.20841584554624226,0.3957979803746982,0.3957861740790595,1
