0,1,clusters,kmeans,mu_1.5_0,mu_1.5_1,cluster_hard_1.5,mu_1.8_0,mu_1.8_1,cluster_hard_1.8,mu_2.1_0,mu_2.1_1,cluster_hard_2.1,mu_2.4_0,mu_2.4_1,cluster_hard_2.4,mu_2.7_0,mu_2.7_1,cluster_hard_2.7,mu_3.0_0,mu_3.0_1,cluster_hard_3.0
3.350938814011472,4.799100513624974,0,1,0.9970922095439503,0.002907790456049858,0,0.9796664079893298,0.02033359201067032,0,0.950244888762173,0.04975511123782704,0,0.916153625289489,0.08384637471051103,0,0.8816810741800556,0.1183189258199445,0,0.8488317837398128,0.1511682162601873,0
4.477704418431602,6.779673802768936,0,1,0.9819657898114701,0.01803421018853001,0,0.9315853816110852,0.06841461838891487,0,0.8768443272092736,0.12315567279072652,0,0.8288004819697415,0.1711995180302584,0,0.7886970620741938,0.2113029379258063,0,0.7554600418710617,0.24453995812893814,0
3.9885368276400217,5.570437265570644,0,1,0.992080341312649,0.007919658687351084,0,0.9598623189895229,0.04013768101047718,0,0.9166282256934537,0.08337177430654616,0,0.8735423023360439,0.12645769766395604,0,0.8344409020907271,0.16555909790927284,0,0.8000853912618111,0.19991460873818903,0
3.396523182277824,5.2124007665113234,0,1,0.9955620618387845,0.004437938161215452,0,0.9728987786849568,0.02710122131504322,0,0.9380561620831865,0.061943837916813606,0,0.900089673356755,0.09991032664324495,0,0.8633702604445591,0.13662973955544083,0,0.8295441855157751,0.17045581448422492,0
4.26223409529214,6.994985258334009,0,1,0.9813645363014286,0.018635463698571306,0,0.9302164155858202,0.0697835844141797,0,0.8751139493403195,0.12488605065968054,0,0.82696833150138,0.17303166849861998,0,0.7868871806915653,0.21311281930843473,0,0.7537272108331972,0.24627278916680287,0
3.167652115467585,5.370329592503496,0,1,0.9953981643647122,0.004601835635287704,0,0.972293679920846,0.027706320079154023,0,0.9370596090676272,0.06294039093237282,0,0.8988291892060186,0.10117081079398152,0,0.861953438518996,0.13804656148100403,0,0.828049342970956,0.17195065702904413,0
4.021048829478145,4.96432634050209,0,1,0.9945702031597076,0.005429796840292474,0,0.968571604516579,0.031428395483421086,0,0.9303263298974067,0.06967367010259322,0,0.8900342637228461,0.1099657362771538,0,0.8520997998327827,0.1479002001672173,0,0.8179004195658479,0.18209958043415214,0
3.484977975730497,6.420980984876732,0,1,0.9887252926482392,0.01127470735176073,0,0.9496271161434292,0.05037288385657077,0,0.9015566832103221,0.09844331678967792,0,0.8560804169967088,0.14391958300329125,0,0.816202710233099,0.1837972897669009,0,0.7820032738504457,0.21799672614955426,0
3.5584457476128364,3.8688365104020246,0,1,0.9985944339869388,0.0014055660130611795,0,0.9872139947619631,0.012786005238036892,0,0.9644477472457827,0.03555225275421725,0,0.9352797549321296,0.06472024506787037,0,0.90386583800107,0.09613416199892992,0,0.8726763063706366,0.12732369362936324,0
2.741215508206551,8.423450566121694,0,1,0.9714781712727127,0.028521828727287257,0,0.9087476958633002,0.09125230413669976,0,0.8484631576040208,0.15153684239597923,0,0.7991014659092344,0.2008985340907655,0,0.7596796395720805,0.2403203604279194,0,0.7279890955296466,0.27201090447035325,0
4.707553461042905,6.819653150081972,0,1,0.9803154287137682,0.01968457128623169,0,0.9276071222757928,0.07239287772420722,0,0.871680105042283,0.12831989495771703,0,0.823282835858439,0.176717164141561,0,0.7832507888077,0.21674921119229992,0,0.7502797202774482,0.24972027972255187,0
2.0760446271548094,6.210164414235772,0,1,0.9917211915657664,0.0082788084342336,0,0.958706591447059,0.041293408552940884,0,0.9145979625364455,0.08540203746355457,0,0.8707521831321064,0.12924781686789352,0,0.831116951115671,0.16888304888432892,0,0.7964671669399067,0.20353283306009326,0
3.0369643122073917,3.4349949121713177,0,1,0.9996850734006493,0.00031492659935078904,0,0.995583312586012,0.004416687413987922,0,0.9845793318053763,0.015420668194623746,0,0.9671921444831993,0.03280785551680079,0,0.9452499006384283,0.05475009936157171,0,0.9206739554574177,0.07932604454258238,0
3.1380912490751185,6.000424133624684,0,1,0.9922572402444506,0.007742759755549414,0,0.9607030350655972,0.03929696493440273,0,0.9180913637161866,0.0819086362838134,0,0.8753425697621533,0.12465743023784664,0,0.8363355205832893,0.16366447941671067,0,0.801921827032604,0.19807817296739602,0
3.618507246884492,4.658608036153088,0,1,0.9968689628066115,0.003131037193388416,0,0.9784230288427617,0.02157697115723834,0,0.947696904179415,0.05230309582058492,0,0.9125340019442075,0.08746599805579251,0,0.8773815389709502,0.12261846102904983,0,0.8442205210594401,0.15577947894055985,0
2.9855409032927738,3.958690700166843,0,1,0.9993172635364406,0.0006827364635594837,0,0.9927107998987638,0.007289200101236247,0,0.9779037038733537,0.022096296126646413,0,0.9570156390759276,0.04298436092407244,0,0.9323852763737428,0.06761472362625728,0,0.9057797825531141,0.09422021744688591,0
2.876256161638539,6.0510276402603855,0,1,0.9923870526702236,0.007612947329776339,0,0.9611396556184421,0.038860344381558054,0,0.9187278843786318,0.08127211562136825,0,0.8760447947537141,0.12395520524628592,0,0.8370268705979979,0.16297312940200215,0,0.8025703914618797,0.19742960853812028,0
3.762656695358397,4.084648261462876,0,1,0.9977753541434131,0.0022246458565869692,0,0.9825113615772038,0.017488638422796108,0,0.954862933883999,0.045137066116001025,0,0.9217062725759788,0.07829372742402124,0,0.8876481283768315,0.1123518716231685,0,0.8549987656936723,0.14500123430632772,0
3.5920214726064708,5.796837868865871,0,1,0.9922865384660041,0.007713461533995907,0,0.9607250681785796,0.039274931821420424,0,0.9181041539044761,0.08189584609552379,0,0.875381993916564,0.12461800608343597,0,0.8364228929431793,0.16357710705682071,0,0.8020600786006,0.1979399213993999,0
2.9944040624453203,6.428245756225252,0,1,0.9897609605682985,0.010239039431701423,0,0.9527238001072686,0.04727619989273131,0,0.9060081513717113,0.09399184862828877,0,0.861108565754125,0.13889143424587502,0,0.8213316006675997,0.17866839933240017,0,0.7869841988168538,0.2130158011831462,0
2.7113690687523,7.1359712407565565,0,1,0.9845268052490217,0.01547319475097821,0,0.9381007679858495,0.06189923201415046,0,0.8853914432040884,0.11460855679591166,0,0.8378893236535305,0.16211067634646936,0,0.7975845943631027,0.20241540563689725,0,0.7638322215773062,0.23616777842269374,0
3.2863985584518938,5.088853543765492,0,1,0.9962724949749802,0.0037275050250198437,0,0.9759574872361375,0.024042512763862593,0,0.9434840784433476,0.05651592155665235,0,0.9071632507119461,0.09283674928805391,0,0.871356847754529,0.12864315224547088,0,0.8378866060931915,0.16211339390680846,0
2.585260929974571,6.674340112567682,0,1,0.9884100889643872,0.011589911035612762,0,0.9486643304673922,0.05133566953260792,0,0.9000043479558917,0.09999565204410826,0,0.8541154108572068,0.14588458914279315,0,0.8140088987378091,0.18599110126219082,0,0.7797292677630495,0.22027073223695046,0
2.2060550340678984,5.971152699954204,0,1,0.993255301052492,0.00674469894750803,0,0.964013570914478,0.035986429085521944,0,0.9229801062694724,0.07701989373052766,0,0.8808711972867398,0.11912880271326033,0,0.8419410166723499,0.1580589833276502,0,0.8073397219406719,0.19266027805932812,0
