cluster_hard_2.4,mu_2.4_0,mu_2.4_1,mu_2.4_2,mu_2.4_3,_maxu,_second,_margin
3,0.2765253673581886,0.2198491403844793,0.2027189013180042,0.3009065909393278,0.3009065909393278,0.2765253673581886,0.0243812235811392
3,0.2983070479185528,0.1854123712527102,0.162167752615319,0.3541128282134178,0.3541128282134178,0.2983070479185528,0.05580578029486499
3,0.2584135679542625,0.2056221434056919,0.1653417471282085,0.3706225415118369,0.3706225415118369,0.2584135679542625,0.11220897355757437
3,0.2421136280213372,0.2164794792918595,0.1660363440992613,0.3753705485875419,0.3753705485875419,0.2421136280213372,0.13325692056620467
3,0.3088247378458735,0.1625603861633857,0.1394685828451542,0.3891462931455866,0.3891462931455866,0.3088247378458735,0.08032155529971308
2,0.1140260885774621,0.3742714762363353,0.3954946284393568,0.1162078067468457,0.3954946284393568,0.3742714762363353,0.02122315220302151
3,0.2490526012282059,0.1952373075733681,0.1510524713174181,0.4046576198810078,0.4046576198810078,0.2490526012282059,0.15560501865280188
3,0.2499863193456473,0.1905704495882254,0.1480736242425119,0.4113696068236153,0.4113696068236153,0.2499863193456473,0.16138328747796798
0,0.4309687353989703,0.1533606334160799,0.1811636737770253,0.2345069574079243,0.4309687353989703,0.2345069574079243,0.196461777991046
3,0.2748599348008273,0.1627621212550656,0.1311085065742305,0.4312694373698766,0.4312694373698766,0.2748599348008273,0.15640950256904929
3,0.237852209289601,0.1851318906750992,0.1394220035837531,0.4375938964515466,0.4375938964515466,0.237852209289601,0.19974168716194562
0,0.4405599873691369,0.1500666337576198,0.179854436204844,0.2295189426683992,0.4405599873691369,0.2295189426683992,0.21104104470073767
3,0.270421531763603,0.1473755680767771,0.1177006131399873,0.4645022870196324,0.4645022870196324,0.270421531763603,0.1940807552560294
1,0.1036659567097303,0.4654266823943742,0.3198306515626486,0.1110767093332468,0.4654266823943742,0.3198306515626486,0.14559603083172556
3,0.2487395777419796,0.1610675591817282,0.1247460395847629,0.4654468234915292,0.4654468234915292,0.2487395777419796,0.2167072457495496
3,0.2085774614582552,0.1838628182854102,0.1277060582717003,0.4798536619846342,0.4798536619846342,0.2085774614582552,0.271276200526379
0,0.4898302516311453,0.133518421003744,0.1626154351722787,0.214035892192832,0.4898302516311453,0.214035892192832,0.2757943594383133
3,0.2397973366478362,0.1530749908551417,0.1163121352657533,0.4908155372312687,0.4908155372312687,0.2397973366478362,0.2510182005834325
2,0.1643001291669876,0.2178393619976308,0.4939504577476801,0.1239100510877013,0.4939504577476801,0.2178393619976308,0.27611109575004933
1,0.1165002766793024,0.4940956290360657,0.2426713061615224,0.1467327881231092,0.4940956290360657,0.2426713061615224,0.2514243228745433
0,0.4945010670356671,0.132375057682472,0.1594038704493198,0.2137200048325409,0.4945010670356671,0.2137200048325409,0.2807810622031262
0,0.4960168198101428,0.1319013578602879,0.1586417515713371,0.2134400707582321,0.4960168198101428,0.2134400707582321,0.28257674905191066
3,0.2476405995175589,0.1426991226136478,0.111179790369684,0.4984804874991093,0.4984804874991093,0.2476405995175589,0.2508398879815504
3,0.2776434105230133,0.1232720128217054,0.1000365572841977,0.4990480193710834,0.4990480193710834,0.2776434105230133,0.22140460884807012
3,0.2144858936290086,0.1614565541062043,0.1167991897521961,0.5072583625125909,0.5072583625125909,0.2144858936290086,0.2927724688835823
3,0.1957426537142036,0.1750128794009804,0.1187008950587472,0.5105435718260686,0.5105435718260686,0.1957426537142036,0.31480091811186495
3,0.1995096506653947,0.169846116057057,0.1171503189088699,0.5134939143686782,0.5134939143686782,0.1995096506653947,0.3139842637032835
3,0.2201767781196841,0.150415102380531,0.1108799988829877,0.518528120616797,0.518528120616797,0.2201767781196841,0.29835134249711287
3,0.2298976788608434,0.141137026135517,0.1067644437812557,0.5222008512223838,0.5222008512223838,0.2298976788608434,0.2923031723615404
3,0.2896115910157981,0.1027101403596186,0.0834784711989206,0.5241997974256626,0.5241997974256626,0.2896115910157981,0.2345882064098645
