cluster_hard_2.4,mu_2.4_0,mu_2.4_1,mu_2.4_2,_maxu,_second,_margin
0,0.3943524809531363,0.3749303426331784,0.2307171764136853,0.3943524809531363,0.3749303426331784,0.01942213831995787
1,0.3832735352923305,0.3955655727438835,0.2211608919637859,0.3955655727438835,0.3832735352923305,0.012292037451552995
0,0.3975444675037098,0.355284996667119,0.247170535829171,0.3975444675037098,0.355284996667119,0.04225947083659082
0,0.408407949680355,0.3657546828423398,0.2258373674773052,0.408407949680355,0.3657546828423398,0.04265326683801518
0,0.4106125567246048,0.3513431745308689,0.2380442687445262,0.4106125567246048,0.3513431745308689,0.0592693821937359
0,0.4123623216858521,0.3038257699115467,0.2838119084026013,0.4123623216858521,0.3038257699115467,0.10853655177430538
0,0.4125028833094735,0.3285536433300387,0.2589434733604878,0.4125028833094735,0.3285536433300387,0.08394923997943476
0,0.414527773802623,0.3389770594324434,0.2464951667649335,0.414527773802623,0.3389770594324434,0.07555071437017963
1,0.2828608293576976,0.4163264971320073,0.3008126735102951,0.4163264971320073,0.3008126735102951,0.1155138236217122
0,0.4165720146599098,0.3483544485069723,0.2350735368331178,0.4165720146599098,0.3483544485069723,0.0682175661529375
0,0.4185929612319167,0.3438004488402226,0.2376065899278607,0.4185929612319167,0.3438004488402226,0.0747925123916941
0,0.4217420493427083,0.3491972026824015,0.22906074797489,0.4217420493427083,0.3491972026824015,0.0725448466603068
1,0.3094346375837508,0.4222523181198828,0.2683130442963664,0.4222523181198828,0.3094346375837508,0.112817680536132
0,0.4238818205033712,0.3552573950540986,0.2208607844425301,0.4238818205033712,0.3552573950540986,0.06862442544927261
1,0.3405303689515994,0.4262954610542778,0.2331741699941229,0.4262954610542778,0.3405303689515994,0.08576509210267841
2,0.3369405908234184,0.232256955677318,0.4308024534992634,0.4308024534992634,0.3369405908234184,0.09386186267584501
1,0.343401819467748,0.4360028329390324,0.2205953475932194,0.4360028329390324,0.343401819467748,0.09260101347128441
2,0.4346180402299243,0.124682956197029,0.4406990035730466,0.4406990035730466,0.4346180402299243,0.006080963343122303
2,0.4061969473520626,0.1488828077536885,0.4449202448942487,0.4449202448942487,0.4061969473520626,0.03872329754218612
0,0.4484244793291988,0.1483805843359703,0.4031949363348308,0.4484244793291988,0.4031949363348308,0.045229542994368044
2,0.4013106850390803,0.1497879562407645,0.4489013587201551,0.4489013587201551,0.4013106850390803,0.04759067368107478
0,0.4501011093592932,0.3032302100456012,0.2466686805951056,0.4501011093592932,0.3032302100456012,0.14687089931369202
0,0.4502012138731045,0.3127472059641991,0.2370515801626964,0.4502012138731045,0.3127472059641991,0.13745400790890544
1,0.2947485548937553,0.4541313000370989,0.2511201450691456,0.4541313000370989,0.2947485548937553,0.1593827451433436
0,0.4543613815019271,0.1369843183199897,0.4086543001780832,0.4543613815019271,0.4086543001780832,0.045707081323843934
1,0.2825385645642079,0.4546652537919308,0.2627961816438611,0.4546652537919308,0.2825385645642079,0.1721266892277229
0,0.4547345825540191,0.3078670084765593,0.2373984089694216,0.4547345825540191,0.3078670084765593,0.14686757407745982
0,0.4549097947183067,0.143819310308516,0.4012708949731772,0.4549097947183067,0.4012708949731772,0.05363889974512953
0,0.4559135507868216,0.2787477901513228,0.2653386590618554,0.4559135507868216,0.2787477901513228,0.17716576063549883
1,0.2709639587384373,0.4592264190931303,0.2698096221684324,0.4592264190931303,0.2709639587384373,0.18826246035469296
0,0.4620778890419269,0.3140727775583274,0.2238493333997457,0.4620778890419269,0.3140727775583274,0.14800511148359952
1,0.3183810582741264,0.4666296941173751,0.2149892476084985,0.4666296941173751,0.3183810582741264,0.1482486358432487
0,0.469563507757105,0.2798950727404356,0.2505414195024593,0.469563507757105,0.2798950727404356,0.18966843501666936
1,0.3045973336785174,0.4751885406371804,0.2202141256843021,0.4751885406371804,0.3045973336785174,0.17059120695866303
2,0.3191397631021851,0.2054864664462419,0.4753737704515728,0.4753737704515728,0.3191397631021851,0.1562340073493877
1,0.3081824329912739,0.4755064812783667,0.2163110857303592,0.4755064812783667,0.3081824329912739,0.1673240482870928
2,0.3032244652657561,0.2196794971657467,0.4770960375684973,0.4770960375684973,0.3032244652657561,0.1738715723027412
2,0.30103306113069,0.216853940225771,0.4821129986435389,0.4821129986435389,0.30103306113069,0.1810799375128489
1,0.2269486996807568,0.4823751196559979,0.2906761806632452,0.4823751196559979,0.2906761806632452,0.1916989389927527
2,0.3024957392921685,0.2088304962848896,0.4886737644229419,0.4886737644229419,0.3024957392921685,0.18617802513077342
1,0.2393109886270813,0.4897920057212567,0.2708970056516619,0.4897920057212567,0.2708970056516619,0.21889500006959478
1,0.2803987692243719,0.4961476472288205,0.2234535835468074,0.4961476472288205,0.2803987692243719,0.21574887800444859
2,0.3340937519602185,0.167142278223491,0.4987639698162904,0.4987639698162904,0.3340937519602185,0.1646702178560719
0,0.4989944265570039,0.1716193309338235,0.3293862425091725,0.4989944265570039,0.3293862425091725,0.1696081840478314
2,0.3859064371583015,0.1085885742042023,0.5055049886374963,0.5055049886374963,0.3859064371583015,0.11959855147919479
0,0.5063797050174055,0.1696082592706877,0.3240120357119068,0.5063797050174055,0.3240120357119068,0.1823676693054987
2,0.3764282788384051,0.1170187025873013,0.5065530185742936,0.5065530185742936,0.3764282788384051,0.1301247397358885
1,0.2764898725245273,0.507010180838058,0.2164999466374145,0.507010180838058,0.2764898725245273,0.23052030831353076
2,0.3793701212343943,0.1121142139298109,0.5085156648357947,0.5085156648357947,0.3793701212343943,0.1291455436014004
1,0.27171826835495,0.5109200917737756,0.2173616398712743,0.5109200917737756,0.27171826835495,0.23920182341882562
2,0.2953217275884263,0.1919729507232613,0.5127053216883124,0.5127053216883124,0.2953217275884263,0.2173835940998861
0,0.5156685845529592,0.2130299160349862,0.2713014994120545,0.5156685845529592,0.2713014994120545,0.24436708514090466
1,0.2656071330898171,0.5178144868099941,0.2165783801001887,0.5178144868099941,0.2656071330898171,0.252207353720177
0,0.5182004161079136,0.2634554279603323,0.2183441559317541,0.5182004161079136,0.2634554279603323,0.2547449881475813
1,0.2164677157961,0.5209510515400501,0.2625812326638498,0.5209510515400501,0.2625812326638498,0.25836981887620025
2,0.3020524214363771,0.1759482993892741,0.5219992791743489,0.5219992791743489,0.3020524214363771,0.21994685773797173
1,0.215416479162778,0.5228980246935707,0.2616854961436513,0.5228980246935707,0.2616854961436513,0.26121252854991944
2,0.3612351559022992,0.1127337300440148,0.5260311140536859,0.5260311140536859,0.3612351559022992,0.16479595815138665
2,0.2691721553098059,0.2020577137091501,0.528770130981044,0.528770130981044,0.2691721553098059,0.25959797567123805
2,0.295774434513223,0.1728749246043587,0.5313506408824182,0.5313506408824182,0.295774434513223,0.23557620636919524
1,0.2584802946158136,0.5325796960357027,0.2089400093484837,0.5325796960357027,0.2584802946158136,0.27409940141988903
