0,1,clusters,kmeans,mu_1.5_0,mu_1.5_1,mu_1.5_2,mu_1.5_3,cluster_hard_1.5,mu_1.8_0,mu_1.8_1,mu_1.8_2,mu_1.8_3,cluster_hard_1.8,mu_2.1_0,mu_2.1_1,mu_2.1_2,mu_2.1_3,cluster_hard_2.1,mu_2.4_0,mu_2.4_1,mu_2.4_2,mu_2.4_3,cluster_hard_2.4,mu_2.7_0,mu_2.7_1,mu_2.7_2,mu_2.7_3,cluster_hard_2.7,mu_3.0_0,mu_3.0_1,mu_3.0_2,mu_3.0_3,cluster_hard_3.0
5.067832886222445,-2.226673931927721,0,2,0.012146084812804658,0.02730526828349549,0.9602641188171452,0.00028452808655470203,2,0.8465438367836159,0.056093565819188874,0.0052411319989419565,0.0921214653982533,0,0.7321860063459982,0.10422310876218789,0.14559732962848992,0.017993555263323992,0,0.642759150690788,0.03476153684873822,0.1802198332841196,0.14225947917635415,0,0.5762198985870031,0.2019537400028464,0.05197718774650358,0.16984917366364694,0,0.21597000473268763,0.5264067550605954,0.06799039506102075,0.18963284514569625,1
6.344786428190064,-2.289407414322203,0,2,0.0021245476920278626,0.002942977869406589,0.994896594815172,3.587962339359132e-05,2,0.9546532635381849,0.019806562582689723,0.001503894455076126,0.024036279424049282,0,0.8804822015255439,0.05258933575421122,0.0591297061335404,0.007798756586704592,0,0.79768113065615,0.01916080213737486,0.09475711788112469,0.08840094932535071,0,0.7218893987455831,0.12479252226745417,0.033282868972861625,0.12003521001410113,0,0.14842025405012577,0.6579297908628187,0.048038221249874266,0.1456117338371814,1
5.83771798684889,-0.0221016777954916,0,2,0.016365181823743722,0.02751572529341836,0.9560451234849353,7.396939790270105e-05,2,0.8247677991199407,0.07279885413848801,0.0023949328990164583,0.10003841384255482,0,0.700285597118724,0.13024389533240302,0.15915688913473122,0.0103136184141418,0,0.6099891030512387,0.02239642897712862,0.19538117113184733,0.17223329683978547,0,0.5463579579441609,0.21690442342468164,0.03598620652147377,0.2007514121096838,0,0.2301739974985357,0.5002223548197705,0.04946387312505674,0.22013977455663716,1
5.903273509942935,-1.7998582008896582,0,2,0.0018108102199013692,0.0029905995649625763,0.9951721559732646,2.6434241871278294e-05,2,0.9547905259440503,0.01865032514022763,0.0012911807522460101,0.02526796816347606,0,0.8794842103720937,0.05120307951886334,0.06223226695933032,0.007080443149712595,0,0.796091600940181,0.01782050071189434,0.09899089321446307,0.08709700513346155,0,0.7204897078608066,0.1293350967482958,0.03134479380642711,0.11883040158447039,0,0.15283380925452347,0.6570498650550541,0.04559690885962112,0.14451941683080125,1
7.209425544775522,0.6532816438645794,0,2,0.0794670572848927,0.031490451675786665,0.8889110012190663,0.0001314898202543374,2,0.7222509062535835,0.1773068833889356,0.0030667917788197124,0.09737541857866128,0,0.6030760674280711,0.23723369796774474,0.1480380511937503,0.011652183410433857,0,0.5261486886160559,0.023930989476960055,0.18024286622123645,0.2696774556857475,0,0.47495963575434297,0.20076314575145093,0.037396819857880424,0.28688039863632564,0,0.21446330324243323,0.439149053634726,0.050647496953327584,0.29574014616951305,1
7.515725300581941,-0.5723517879857917,0,2,0.0013356361798175485,0.0008456688119177926,0.9978120594296825,6.635578582071541e-06,2,0.970619168627718,0.016540808588450667,0.0005776334442867535,0.01226238933954458,0,0.9061469701471608,0.0502510246175186,0.03941110389562315,0.004190901339697469,0,0.8256621427244281,0.012262000686554331,0.07239967284355027,0.0896761837454674,0,0.7487486056635058,0.10284453091927048,0.023547023371590488,0.1248598400456332,0,0.12804940093258713,0.6828507690991743,0.036209487696126565,0.15289034227211204,1
8.323836443077395,-0.2611549116167652,0,2,0.02196132573055221,0.00917924493191214,0.968768429357614,9.099997992157084e-05,2,0.8644207709421806,0.08461336271261231,0.002637012321801261,0.048328854023405914,0,0.7490668385909506,0.1452102373870935,0.09454051563852685,0.011182408383429016,0,0.6559139651927944,0.024244366339683698,0.13176892638373652,0.18807274208378522,0,0.5863884948343449,0.15888501146353487,0.03891710866206972,0.21580938504005054,0,0.17844975617534697,0.5347763745552749,0.0534124800324708,0.23336138923690727,1
6.096086844062516,-1.292272196668245,0,2,0.0004562430211136678,0.0006845582507199437,0.9988544890152236,4.709712942936987e-06,2,0.9802430683665222,0.008473523187700343,0.00047085487520232884,0.010812553570575182,0,0.9302856564192985,0.030578318268770062,0.035546292140666486,0.003589733171264989,0,0.8619563440655272,0.010875924665625472,0.06650753927410118,0.060660191994746135,0,0.7915208693132175,0.09604451077600469,0.02146405149176294,0.090970568419015,0,0.12121459890035645,0.7273899687642227,0.033701979590048774,0.11769345274537217,1
8.002143011742648,-2.5697967514029822,0,2,0.007420974109550452,0.006328391686658821,0.9861337314911559,0.00011690271263483316,2,0.9175819873087738,0.04185536413717829,0.0030441300663933773,0.03751851848765453,0,0.8209220202715132,0.0873143657474425,0.0791681717377758,0.012595442243268562,0,0.7292790693104693,0.027149252359236292,0.11608086619360225,0.12749081213669228,0,0.6536475362321121,0.14464827562075794,0.043420279359878584,0.15828390878725143,0,0.16594370710384077,0.59397319874879,0.0593175190526778,0.18076557509469152,1
6.12622114242445,-1.4920011374032514,0,2,0.000529108231301856,0.0007867071573087749,0.9986780744336318,6.110177757585479e-06,2,0.9791775251775099,0.00894310788951524,0.00053359961150667,0.011345767321468197,0,0.9287617705834448,0.031215886335713237,0.03615727980680435,0.0038650632740375966,0,0.8604336005282355,0.011453617458958837,0.06693447566272315,0.061178306350082555,0,0.7899747808721361,0.09632796834845733,0.022358667475414203,0.09133858330399244,0,0.12144425078602344,0.725708627905081,0.0348864570784766,0.11796066423041889,1
