0,1,2,3,4,5,6,7,8,clusters,kmeans,mu_1.5_0,mu_1.5_1,cluster_hard_1.5,mu_1.8_0,mu_1.8_1,cluster_hard_1.8,mu_2.1_0,mu_2.1_1,cluster_hard_2.1,mu_2.4_0,mu_2.4_1,cluster_hard_2.4,mu_2.7_0,mu_2.7_1,cluster_hard_2.7,mu_3.0_0,mu_3.0_1,cluster_hard_3.0,st_p_0.4_const_ass,st_p_0.6_const_ass,st_p_0.8_const_ass,st_p_1_const_ass,st_p_0.4_thr_0.5,st_p_0.6_thr_0.5,st_p_0.8_thr_0.5,st_p_1_thr_0.5,fuz_1.5_entropy,fuz_1.5_gap,fuz_1.8_entropy,fuz_1.8_gap,fuz_2.1_entropy,fuz_2.1_gap,fuz_2.4_entropy,fuz_2.4_gap,fuz_2.7_entropy,fuz_2.7_gap,fuz_3.0_entropy,fuz_3.0_gap
1.1416504575936537,-0.4115111326724152,1.5333083663539933,0.783760098906944,-0.046930932171699,-1.8895315430772424,0.0,0.9409004226253536,0.0,0,1,0.0994699475464178,0.9005300524535822,1,0.7713612186696,0.2286387813304001,0,0.6812368539300823,0.3187631460699177,0,0.3758736084003214,0.6241263915996786,1,0.5867574890720929,0.4132425109279071,0,0.5605503367873892,0.4394496632126107,0,1.0,1.0,0.98,0.965,0.9769354838709677,0.9682113821138212,0.9323790322580646,0.8956400000000001,0.4673131116641637,0.8010601049071644,0.7756308360882229,0.5427224373391999,0.9030313502268972,0.3624737078601646,0.9550754740712698,0.24825278319935723,0.9781717547080327,0.17351497814418582,0.9893951594789183,0.1211006735747785
0.6241728605827643,2.721322699699225,1.7013619581475985,0.0328197380740587,0.2496138205998418,-2.727485419075796,0.0,0.0,0.0,0,1,0.0128563682974389,0.9871436317025613,1,0.925339201751153,0.074660798248847,0,0.8377761245696336,0.1622238754303663,0,0.2443257396598149,0.7556742603401851,1,0.6887061435164029,0.3112938564835971,0,0.635505959651091,0.364494040348909,0,1.0,1.0,1.0,0.995,0.9769354838709677,0.9682113821138212,0.9485887096774193,0.921733870967742,0.09918372076569971,0.9742872634051224,0.38308091246555137,0.8506784035023061,0.6396033254253698,0.6755522491392673,0.8021601326902033,0.5113485206803703,0.8946613520983674,0.3774122870328058,0.9463504618046611,0.27101191930218205
0.5005545487229589,1.0115387171145451,-1.1234674780122451,0.5062566465254015,-0.3080407697876839,-2.453335227139331,0.0,0.6810636263094438,0.0,0,1,0.0580210388703201,0.9419789611296798,1,0.8270871445686346,0.1729128554313653,0,0.730173188482303,0.269826811517697,0,0.3371152064600299,0.66288479353997,1,0.6164156660901671,0.3835843339098329,0,0.5825735865173443,0.4174264134826557,0,1.0,1.0,0.995,0.97,0.9769354838709677,0.9682113821138212,0.9445967741935485,0.9026612903225806,0.3195385699315313,0.8839579222593598,0.6643249772909183,0.6541742891372693,0.841216011846341,0.46034637696460595,0.9220313671890837,0.3257695870799401,0.960534237217424,0.2328313321803342,0.9802358453547942,0.16514717303468857
-1.19923634100897,2.5034645345272653,1.3234643081832256,-0.5368476159983357,-1.43180882957155,-1.736580971659017,0.6970729264261633,0.0,0.0,0,1,0.0540628706470297,0.9459371293529704,1,0.8352335537994977,0.1647664462005023,0,0.739493587454684,0.2605064125453159,0,0.3286881653246616,0.6713118346753384,1,0.6232496640352918,0.3767503359647081,0,0.5877366990158132,0.4122633009841868,0,1.0,1.0,1.0,0.97,0.9769354838709677,0.9682113821138212,0.9485887096774193,0.9020967741935484,0.30341124119461804,0.8918742587059406,0.6455914353812342,0.6704671075989954,0.8275095948383185,0.47898717490936804,0.9135804594306045,0.3426236693506768,0.9557145169215325,0.24649932807058372,0.9776736409227066,0.17547339803162637
0.2989108869902231,1.863166571561713,1.9496825497968329,-0.0422139005433619,-0.767959795929678,-2.476911597783121,0.0,0.0,0.0,0,1,0.0082890258580087,0.9917109741419912,1,0.94176534813085,0.0582346518691501,0,0.8604546670767022,0.1395453329232978,0,0.2222478150096924,0.7777521849903076,1,0.7071684621313773,0.2928315378686226,0,0.6496679890086838,0.3503320109913161,0,1.0,1.0,1.0,1.0,0.9769354838709677,0.9682113821138212,0.9485887096774193,0.9261290322580645,0.06922398336022513,0.9834219482839824,0.3203969162453913,0.8835306962616999,0.5830468399120021,0.7209093341534043,0.7642507590226023,0.5555043699806153,0.8723508959927873,0.4143369242627547,0.9343642198752439,0.2993359780173677
-1.1451375796812395,1.7110971256874763,0.6419290061079093,1.50744897835648,-0.2982652485816257,-1.8985462579948569,0.0,0.0,0.5243267916660912,0,1,0.0422644361502868,0.957735563849713,1,0.8523141492060787,0.1476858507939213,0,0.7542770779652951,0.2457229220347049,0,0.3169378303502471,0.683062169649753,1,0.6325823685578341,0.3674176314421658,0,0.5950862170126859,0.4049137829873141,0,1.0,0.995,0.99,0.965,0.9769354838709677,0.9636585365853658,0.9396370967741935,0.8984274193548387,0.2525799142869349,0.9154711276994263,0.6040187179691662,0.7046282984121575,0.8044284678942202,0.5085541559305902,0.9010203246448611,0.3661243392995059,0.9486686249549149,0.2651647371156683,0.9737524995209358,0.19017243402537182
-0.2919485782453825,2.364034965560543,0.7627580016437375,-1.1117939920918614,1.615987921538255,-3.452072730347025,0.0,0.0,0.0,0,1,0.0471563869897034,0.9528436130102964,1,0.8493044983584769,0.1506955016415231,0,0.7542415990176828,0.2457584009823171,0,0.3166568501044852,0.6833431498955148,1,0.6319540076507754,0.3680459923492247,0,0.5935422005087853,0.4064577994912147,0,1.0,1.0,1.0,1.0,0.9769354838709677,0.9682113821138212,0.9485887096774193,0.9261290322580645,0.27419242645107006,0.905687226020593,0.611578064561283,0.6986089967169538,0.8044858701372372,0.5084831980353657,0.9007087868404173,0.3666862997910296,0.949159929516855,0.26390801530155067,0.974603041954644,0.18708440101757057
0.9564770062762944,2.402052273574377,-0.2717415505190215,1.0853794306949427,0.916701950815433,-4.144118237375476,0.0,0.0,0.0,0,1,0.0501723585430321,0.949827641456968,1,0.8434392164683575,0.1565607835316424,0,0.7474192206623533,0.2525807793376468,0,0.3231577604818901,0.6768422395181098,1,0.6263812268671792,0.3736187731328207,0,0.5891090498659463,0.4108909501340538,0,1.0,1.0,1.0,1.0,0.9769354838709677,0.9682113821138212,0.9485887096774194,0.9261290322580645,0.2871286730550248,0.8996552829139358,0.6260180007449024,0.6868784329367151,0.8153429974716203,0.49483844132470656,0.9077824065474813,0.35368447903621975,0.9534102116571586,0.2527624537343585,0.976965932119465,0.17821809973189245
0.4061418712701272,2.8000840125553985,0.6265954545775442,-0.942582129312991,0.8690385061174212,-2.7738392605057323,0.0,0.0,0.0,0,1,0.0260379704263653,0.9739620295736348,1,0.8903642771118209,0.1096357228881791,0,0.7969259448359398,0.2030740551640602,0,0.2801221243168599,0.7198778756831401,1,0.6608629555666617,0.3391370444333382,0,0.6152634749050949,0.3847365250949052,0,1.0,1.0,1.0,0.995,0.9769354838709677,0.9682113821138212,0.9485887096774194,0.9222177419354839,0.1741155601326888,0.9479240591472694,0.49881620975652596,0.7807285542236417,0.7280337638151515,0.5938518896718796,0.8556171601368833,0.4397557513662802,0.923990520953937,0.32172591113332355,0.9613187019525387,0.23052694981018973
0.2188507739140517,0.0041684988810783,1.5875168588857165,-0.7741391737545162,-0.6588013170541323,-1.6077144402885328,0.0,0.0,0.6928947095152179,0,1,0.0753074950451674,0.9246925049548328,1,0.8021726020245178,0.1978273979754822,0,0.7082833732742151,0.2917166267257848,0,0.3539414699668784,0.6460585300331216,1,0.6041201590450956,0.3958798409549044,0,0.5739375817365293,0.4260624182634707,0,1.0,0.99,0.98,0.945,0.9769354838709677,0.9589430894308942,0.9314112903225806,0.8808064516129032,0.38542507519246105,0.8493850099096654,0.7175615520486669,0.6043452040490356,0.8709284147851214,0.4165667465484303,0.9375389485178863,0.2921170600662432,0.968489374369683,0.20824031809019122,0.9841682512067688,0.14787516347305862
