solar_power,solar_seas_ind,wind_power,wind_std,offshore_wind_potential,hydro_potential,geothermal_potential,evi,res_area,mu_1.5_0,mu_1.5_1,mu_1.5_2,cluster_hard_1.5,mu_1.8_0,mu_1.8_1,mu_1.8_2,cluster_hard_1.8,mu_2.1_0,mu_2.1_1,mu_2.1_2,cluster_hard_2.1,mu_2.4_0,mu_2.4_1,mu_2.4_2,cluster_hard_2.4,mu_2.7_0,mu_2.7_1,mu_2.7_2,cluster_hard_2.7,mu_3.0_0,mu_3.0_1,mu_3.0_2,cluster_hard_3.0
-0.532187978180632,-0.5699151130743798,-0.8304966287964713,-0.20581663762013436,0.0,6.814512934606599,0.0,-0.006414418063331364,0.34644099415900625,0.00032467758050364764,0.001310673115445185,0.9983646493040512,2,0.9780904500830421,0.015096164880065916,0.006813385036891922,0,0.0268546115718028,0.044207077156035196,0.9289383112721621,2,0.07926362328117503,0.0705239715299314,0.8502124051888936,2,0.10744838580280307,0.7805982396126704,0.11195337458452659,1,0.7228924817436151,0.13736457350132006,0.13974294475506488,0
-0.8161140533842517,-0.42727719834970285,-0.4593090951032952,0.10199315819134061,0.0,0.0,0.0,-0.20377187183153275,-0.2617257147864028,0.0011206276898768437,0.9976476033320831,0.001231768978040021,1,0.01362685029889981,0.9713145247802556,0.015058624920844591,1,0.049893072154436426,0.9106790981502166,0.03942782969534697,1,0.7620209599050115,0.17499807769680617,0.06298096239818235,0,0.2685876353526524,0.0843138032026589,0.6470985614446887,2,0.10407391348051745,0.319103273106624,0.5768228134128585,2
-0.7660163777555338,-0.42798744090039403,-0.4746407254854625,-0.01913969630961436,0.0,0.0,0.0,-0.179527728512296,-1.2945060682970881,0.0033754815689554154,0.9928603904151897,0.003764128015855042,1,0.028267379573379443,0.9408905368773317,0.030842083549288784,1,0.0828143820576112,0.8508230869246876,0.0663625310177014,1,0.67052530395843,0.23867958944673595,0.09079510659483402,0,0.3232932400145412,0.11040148969338515,0.5663052702920736,2,0.12896396908404728,0.3585636152229373,0.5124724156930154,2
0.9326113127339923,-0.16607092691382014,-1.112009207537694,0.22906207241576865,0.0,6.98852416368849,0.0,0.719838845374418,-0.496534096961873,0.00045816821071251044,0.0018532252737669815,0.9976886065155205,2,0.9728827389760595,0.018715483526806385,0.008401777497134244,0,0.031046064000947633,0.05153483340023196,0.9174191025988204,2,0.08897055235565628,0.07791685776123446,0.8331125898831092,2,0.11639064375590509,0.7608597548567853,0.1227496013873095,1,0.7024247587802229,0.14685609409043304,0.15071914712934406,0
0.9420313884932384,-0.13764718035812704,-0.6997087109827426,-0.0907270065240308,0.0,8.128194463563277,0.0,0.762639282045495,0.7611573606561607,0.0014086965795298693,0.004232665238391967,0.9943586381820783,2,0.9511515829042326,0.03182434335650245,0.017024073739265053,0,0.05071221260322519,0.07492535765247085,0.874362429744304,2,0.11492378672144023,0.10480907519953692,0.7802671380790228,2,0.14363283277698013,0.7077797124631658,0.1485874547598541,1,0.6520824958692508,0.17266889351614043,0.17524861061460878,0
0.42076985152422525,-0.19161839939590602,-1.2028342769038693,-0.17002081634444707,0.0,7.324554419468735,0.0,0.3330806542564464,-0.19769602005615255,0.0002370923573386041,0.0008434796751144757,0.9989194279675471,2,0.9825435267899685,0.011750552666633678,0.005705920543397637,0,0.02405524245858764,0.03778560889672675,0.9381591486446856,2,0.07115587584071674,0.06402436525029626,0.8648197589089871,2,0.10040910684412778,0.7953534109652771,0.10423748219059521,1,0.7357258138827508,0.13110817133721164,0.1331660147800375,0
0.2795736668268873,-0.03240875643911805,-0.9609157222362608,-0.3105709567785358,0.0,7.803535215436711,0.0,0.514775371923442,0.8277933207485617,0.0008135741426109012,0.002428929239231722,0.9967574966181574,2,0.9648790735564207,0.022826362698414544,0.012294563745164761,0,0.040876541031093006,0.059913836527819286,0.8992096224410877,2,0.09776018464681212,0.09009716890887297,0.812142646444315,2,0.12813967675091265,0.740263637443831,0.1315966858052563,1,0.6826860249898051,0.15790155512354603,0.15941241988664884,0
0.12614046769648687,0.028291000033155655,-0.9184017157097503,-0.25740020469267094,0.0,7.762986204377333,0.0,0.4740647087496964,0.49063064074898616,0.00043472666666120283,0.0012883047522242337,0.9982769685811147,2,0.9758667210486812,0.015654393493284482,0.008478885458034281,0,0.031950776695021686,0.046598856751651985,0.9214503665533263,2,0.08173226577392476,0.07569777010337313,0.8425699641227021,2,0.11268501000485172,0.7719782634634654,0.11533672653168284,1,0.7128215675373168,0.14307907056037159,0.14409936190231154,0
-0.1367207447160344,0.037225646517432744,-0.5278754676243138,0.49481796474108064,0.0,0.0,0.0,-0.44362060975575035,-0.54565127124306,0.0006592121459940674,0.9986612840358239,0.0006795038181820191,1,0.009486359433068744,0.9795600964319011,0.010953544135030142,1,0.04053338542180815,0.9285557359258361,0.030910878652355856,1,0.7912880184378425,0.15579028693193653,0.052921694630221,0,0.25111390876885836,0.07358764701147053,0.6752984442196711,2,0.09285288036288152,0.30655009072960776,0.6005970289075108,2
0.6976271216337192,-0.33796371620566307,-1.3496376412023425,0.26339630687249727,0.0,6.80990180461782,0.0,0.558096307432278,-0.3191009371172783,0.0004209467637146369,0.001829840202739721,0.9977492130335457,2,0.9737527484356746,0.018358772434263156,0.007888479130062057,0,0.029514004801746256,0.05049215459745332,0.9199938406008005,2,0.08786096207986423,0.07590858160323813,0.8362304563168976,2,0.11434477174762768,0.764168187972661,0.12148704027971129,1,0.7058957509910715,0.1447990937637309,0.14930515524519752,0
