cluster_hard_3.0,mu_3.0_0,mu_3.0_1,mu_3.0_2,_maxu,_second,_margin
1,0.3010408773312749,0.3508459022208769,0.3481132204478482,0.3508459022208769,0.3481132204478482,0.002732681773028711
1,0.3167859431027563,0.3560682801862473,0.3271457767109963,0.3560682801862473,0.3271457767109963,0.028922503475250994
2,0.2929852951318098,0.3498186965702522,0.3571960082979379,0.3571960082979379,0.3498186965702522,0.007377311727685687
1,0.2840340968953377,0.3601310528458945,0.3558348502587678,0.3601310528458945,0.3558348502587678,0.004296202587126652
2,0.2787836720517898,0.3600783661042292,0.3611379618439809,0.3611379618439809,0.3600783661042292,0.001059595739751673
1,0.2994680812165601,0.3635117252972209,0.3370201934862189,0.3635117252972209,0.3370201934862189,0.026491531811002
2,0.2996371414299575,0.3366800301707306,0.3636828283993119,0.3636828283993119,0.3366800301707306,0.02700279822858126
2,0.2847492498553595,0.3509931214558578,0.3642576286887827,0.3642576286887827,0.3509931214558578,0.013264507232924883
1,0.2918139804444767,0.3642953320178364,0.3438906875376868,0.3642953320178364,0.3438906875376868,0.020404644480149614
2,0.2862464873993576,0.3480274835145807,0.3657260290860616,0.3657260290860616,0.3480274835145807,0.017698545571480928
1,0.3135358395956729,0.3688322587554887,0.3176319016488385,0.3688322587554887,0.3176319016488385,0.05120035710665022
2,0.2747169395347997,0.3559422399453878,0.3693408205198125,0.3693408205198125,0.3559422399453878,0.013398580574424668
1,0.2835426720144518,0.3700817670344596,0.3463755609510886,0.3700817670344596,0.3463755609510886,0.023706206083370984
2,0.2759210107201012,0.3501032614442604,0.3739757278356384,0.3739757278356384,0.3501032614442604,0.023872466391378022
2,0.2840715935418115,0.3402984372133135,0.3756299692448749,0.3756299692448749,0.3402984372133135,0.03533153203156142
2,0.2776950250041975,0.3440503401520782,0.3782546348437241,0.3782546348437241,0.3440503401520782,0.03420429469164593
1,0.2783595244174739,0.3801095309666816,0.3415309446158445,0.3801095309666816,0.3415309446158445,0.03857858635083711
0,0.3833820691257402,0.368993462167724,0.2476244687065357,0.3833820691257402,0.368993462167724,0.014388606958016192
2,0.2787299890872265,0.3367044436759442,0.384565567236829,0.384565567236829,0.3367044436759442,0.04786112356088479
1,0.2850593342932118,0.3883085005018331,0.3266321652049551,0.3883085005018331,0.3266321652049551,0.06167633529687799
2,0.2683733599701891,0.342645162978708,0.388981477051103,0.388981477051103,0.342645162978708,0.04633631407239497
2,0.2893957803979756,0.3204875362773495,0.3901166833246748,0.3901166833246748,0.3204875362773495,0.06962914704732531
2,0.277961541788924,0.3305763864809694,0.3914620717301067,0.3914620717301067,0.3305763864809694,0.060885685249137345
1,0.2902364107078745,0.3914676154558371,0.3182959738362884,0.3914676154558371,0.3182959738362884,0.0731716416195487
1,0.332143576770908,0.3934852066255913,0.2743712166035006,0.3934852066255913,0.332143576770908,0.06134162985468328
1,0.2969821335914932,0.3942301327371189,0.308787733671388,0.3942301327371189,0.308787733671388,0.08544239906573087
1,0.2934887872465941,0.3978447366756621,0.3086664760777436,0.3978447366756621,0.3086664760777436,0.0891782605979185
0,0.3988539438554995,0.3785544466363956,0.2225916095081049,0.3988539438554995,0.3785544466363956,0.0202994972191039
1,0.3321985486898542,0.3991471249139924,0.2686543263961531,0.3991471249139924,0.3321985486898542,0.06694857622413819
2,0.270588345137218,0.3293523993652439,0.4000592554975382,0.4000592554975382,0.3293523993652439,0.07070685613229427
