0,1,2,3,4,5,6,7,8,clusters,kmeans,mu_1.5_0,mu_1.5_1,cluster_hard_1.5,mu_1.8_0,mu_1.8_1,cluster_hard_1.8,mu_2.1_0,mu_2.1_1,cluster_hard_2.1,mu_2.4_0,mu_2.4_1,cluster_hard_2.4,mu_2.7_0,mu_2.7_1,cluster_hard_2.7,mu_3.0_0,mu_3.0_1,cluster_hard_3.0,st_p_0.4_const_ass,st_p_0.6_const_ass,st_p_0.8_const_ass,st_p_1_const_ass,st_p_0.4_thr_0.5,st_p_0.6_thr_0.5,st_p_0.8_thr_0.5,st_p_1_thr_0.5,fuz_1.5_entropy,fuz_1.5_gap,fuz_1.8_entropy,fuz_1.8_gap,fuz_2.1_entropy,fuz_2.1_gap,fuz_2.4_entropy,fuz_2.4_gap,fuz_2.7_entropy,fuz_2.7_gap,fuz_3.0_entropy,fuz_3.0_gap
-3.216680514223862,1.1022484602055416,-0.3147841910330816,-1.0214066523078715,-0.4839890296495068,-0.0201626706833317,0.4355516101351755,4.653466858370184,0.0,0,1,0.8156662754723025,0.1843337245276974,0,0.5873330357730859,0.4126669642269141,0,0.5000040148316697,0.4999959851683303,0,0.4999980468242127,0.5000019531757872,1,0.4999986660124075,0.5000013339875924,1,0.4999990028709005,0.5000009971290995,1,1.0,0.965,0.915,0.83,0.9048165137614679,0.8496759259259259,0.785857142857143,0.7094660194174757,0.6894663992920989,0.6313325509446052,0.9778796715835395,0.1746660715461718,0.9999999999506055,8.029663339348403e-06,0.9999999999861072,3.906351574489708e-06,0.9999999999919801,2.6679751848890376e-06,0.9999999999942458,1.9942581990228803e-06
-1.8502796232208576,-0.233142769441468,-0.6182583159424387,-1.308881035797446,0.1554753670518931,-0.6043232756672801,0.0,3.3136357563997905,0.0,0,1,0.3897715907389644,0.6102284092610356,1,0.4658088005461961,0.5341911994538038,1,0.4999984053991104,0.5000015946008897,1,0.5000007757576876,0.4999992242423124,0,0.5000005298298319,0.499999470170168,0,0.5000003960370166,0.4999996039629834,0,0.64,0.595,0.58,0.635,0.6161666666666668,0.5775862068965517,0.556,0.5820238095238095,0.9646519897840233,0.22045681852207122,0.9966242351914711,0.06838239890760767,0.9999999999897777,3.1892017792745087e-06,0.9999999999953783,1.5515153752310162e-06,0.9999999999963047,1.059659663904533e-06,0.9999999999966622,7.920740332512111e-07
-1.366814370193413,2.088376499386504,0.2667738355353419,-0.0457132173642249,-1.114900740771194,-0.2660142651049603,0.1162795584901717,3.6310748272212905,0.0,0,1,0.8599248102507816,0.1400751897492184,0,0.6101121013842947,0.3898878986157052,0,0.5000051216796999,0.4999948783203001,0,0.4999975083579611,0.5000024916420389,1,0.4999982982439332,0.5000017017560668,1,0.4999987279539082,0.5000012720460918,1,0.99,0.96,0.895,0.85,0.8969266055045872,0.8461467889908257,0.771745283018868,0.7156132075471698,0.5844356929470177,0.7198496205015632,0.9647271674366142,0.2202242027685895,0.9999999999214264,1.0243359399808583e-05,0.9999999999792014,4.983284077830774e-06,0.9999999999887587,3.4035121336262186e-06,0.9999999999924458,2.54409218358731e-06
-1.2563811597850711,2.780497270867955,0.8511179068345034,-1.7575067809805986,-0.912639624198658,0.3119556324269685,1.455504660704802,3.96846891346692,0.0,0,1,0.7874156691122643,0.2125843308877356,0,0.5743800359922253,0.4256199640077746,0,0.5000033849571219,0.499996615042878,0,0.4999983532531357,0.5000016467468643,1,0.4999988752971221,0.5000011247028778,1,0.4999991593022113,0.5000008406977887,1,1.0,0.99,0.965,0.945,0.9048165137614679,0.8656880733944954,0.8242788461538461,0.7715238095238094,0.746393640662261,0.5748313382245287,0.9839774939765127,0.14876007198445074,0.9999999999640542,6.769914243920372e-06,0.9999999999892901,3.29349372862886e-06,0.9999999999934649,2.249405755716527e-06,0.9999999999950754,1.6813955774352962e-06
-1.2177619782807017,1.4318662041663273,-0.1187702965459464,-2.2453614355788103,1.3244769291287506,-0.0194063799032401,0.0,4.63528894649918,0.2744586948463583,0,1,0.5237032120770395,0.4762967879229605,0,0.5044272762143219,0.495572723785678,0,0.5000001963771161,0.4999998036228839,0,0.4999999044663947,0.5000000955336051,1,0.4999999347500267,0.5000000652499733,1,0.49999995121971,0.50000004878029,1,0.59,0.595,0.575,0.54,0.5877391304347825,0.5832743362831858,0.567456896551724,0.5478440366972477,0.9983782581436537,0.04740642415407903,0.9999434433772147,0.008854552428643914,0.9999999999970034,3.9275423224793826e-07,0.9999999999970886,1.910672104421529e-07,0.9999999999971025,1.304999466267276e-07,0.9999999999971078,9.756058000354173e-08
-2.405631107277633,1.6754870938198625,-2.215276917432692,-1.0895836215693908,-0.89633626596313,0.7057824956007286,0.0,4.0703615359372725,0.0,0,1,0.6883756228900532,0.3116243771099468,0,0.5435089442153743,0.4564910557846257,0,0.5000019661777526,0.4999980338222473,0,0.4999990434761439,0.500000956523856,1,0.4999993467073274,0.5000006532926725,1,0.4999995116684446,0.5000004883315554,1,0.99,0.955,0.89,0.815,0.8977522935779817,0.8393577981651377,0.7656542056074767,0.6969158878504672,0.8950396328132725,0.3767512457801064,0.994530960858945,0.08701788843074865,0.9999999999859602,3.932355505331664e-06,0.9999999999944749,1.9130477121320766e-06,0.9999999999958834,1.3065853451399434e-06,0.9999999999964267,9.766631108298895e-07
-0.622465039324438,0.5382683049081992,0.8568642572318463,-0.1785823751383072,-2.4941612155568995,1.1679224974863691,0.0,3.999097863237378,1.1662249977241057,0,1,0.7935158292892083,0.2064841707107917,0,0.5782270357990493,0.4217729642009507,0,0.5000035768080737,0.4999964231919263,0,0.499998259911379,0.500001740088621,1,0.4999988115550395,0.5000011884449604,1,0.4999991116882408,0.5000008883117592,1,1.0,1.0,0.94,0.89,0.9048165137614679,0.8727522935779818,0.7920642201834863,0.7319444444444445,0.7347083919936781,0.5870316585784165,0.9822701952334518,0.15645407159809865,0.9999999999602002,7.153616147448361e-06,0.9999999999883781,3.480177241999005e-06,0.9999999999930395,2.3768899209408723e-06,0.9999999999948378,1.7766235183569457e-06
-3.23871799572182,1.3558052534564142,-0.3934167707062276,0.4517180958105122,-2.5551092932093606,2.0961324463023803,0.0,2.6935000930432635,0.0,0,1,0.6549549765374326,0.3450450234625672,0,0.5348059832487886,0.4651940167512114,0,0.5000015664122864,0.4999984335877136,0,0.4999992379555791,0.5000007620444208,1,0.4999994795363394,0.5000005204636606,1,0.4999996109649894,0.5000003890350105,1,0.995,0.975,0.88,0.815,0.9012385321100918,0.8600462962962963,0.7686057692307693,0.6996634615384616,0.929564821840624,0.3099099530748654,0.9965016469107674,0.06961196649757717,0.999999999990035,3.132824572815718e-06,0.9999999999954391,1.5240888416867548e-06,0.9999999999963332,1.0409273212275139e-06,0.9999999999966781,7.780700211346137e-07
-3.927947129768324,1.6022897872860975,2.093711309400556,1.3658913147254252,-1.788618235015661,-1.4064158684169932,0.0,3.058085125661417,0.0,0,1,0.6275730718998328,0.3724269281001672,0,0.5293346053124851,0.4706653946875149,0,0.5000013246244674,0.4999986753755326,0,0.4999993555839068,0.5000006444160932,1,0.4999995598735655,0.5000004401264346,1,0.4999996710118382,0.5000003289881617,1,0.995,0.98,0.95,0.88,0.9009633027522936,0.8618518518518519,0.8150485436893204,0.7421078431372549,0.9525173418440214,0.2551461437996656,0.9975156404383441,0.058669210624970214,0.999999999992052,2.649248934838422e-06,0.9999999999959164,1.2888321863635532e-06,0.9999999999965559,8.802528691509437e-07,0.9999999999968024,6.579763235370351e-07
-3.7671647027154966,1.4829949530280715,2.446595875822664,0.2954080327475809,-1.8075565391870336,0.0387507177729696,0.0,2.318591657729621,0.0,0,1,0.6384480950673816,0.3615519049326184,0,0.531850727913382,0.468149272086618,0,0.5000014375320672,0.4999985624679329,0,0.4999993006551647,0.5000006993448353,1,0.4999995223584574,0.5000004776415425,1,0.4999996429712059,0.5000003570287941,1,0.995,0.945,0.895,0.8,0.9009633027522936,0.8337272727272728,0.7818627450980392,0.6937745098039215,0.9439638510963773,0.27689619013476324,0.9970708787045306,0.06370145582676395,0.999999999991152,2.875064134266747e-06,0.9999999999957035,1.3986896705842078e-06,0.9999999999964565,9.552830851355942e-07,0.9999999999967469,7.140575881692257e-07
